id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,512,32,128,5,1,3,SIMA,4,1.5135608564006824,128,64,1,131,8,0.11794345714285713,8
