id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
31,8,2048,DLMT,8,4,False,1,32,0.00012856515857723834,True,8,2,1,False,1.8931113159533868,8,1024,8,16,False,False,False,8,True,64,False,128,True,1,12,1024,True,16,1,1,1,4,1,4,False,10,1.8932706840466138,12,1.8931910000000003,12,4,16,True,8,1,1,4,True,1,2,8,8
32,128,1,DLMT,32,1,True,8,1,9.042123644369493e-05,False,1,8,1,True,2.428595957366837,16,1024,1,1,False,True,True,1,True,4,False,512,False,8,12,1,False,1,16,1,8,4,1,16,False,10,2.428708042633162,4,2.4286519999999996,1,1,32,True,512,64,12,1,True,1,1,1,16
33,2,16,DLMT,1,4,False,32,32,0.0013065695542143734,False,2,256,4,False,3.385016194680938,64,16,64,1024,False,True,True,64,True,4,True,1024,False,16,1,512,True,4,1,16,1,16,1,16,False,10,3.3866358053190626,1,3.3858260000000002,16,16,1,True,2048,32,8,1024,False,1,4,8,12
34,8,128,DLMT,16,8,False,8,64,0.00045489449326188415,True,256,2,8,True,1.7199990586528535,8,16,512,2048,True,False,True,128,False,1,True,2048,False,4,12,1,False,1,1,1,4,12,1,16,False,10,1.7205629413471464,16,1.720281,16,1,32,True,256,1024,16,512,True,1,16,8,12
35,256,4,DLMT,16,1,False,1,64,0.0008798210045230258,False,1,16,8,True,3.084959691312079,16,4,1,1024,True,True,True,32,False,64,True,2048,True,12,16,256,True,12,1,12,1,1,1,16,False,10,3.0860503086879207,16,3.085505,4,32,4,True,2048,128,12,2048,False,16,1,1,1
36,32,512,DLMT,1,32,False,4,4,0.07702228343148503,True,1,8,1,True,3.9270069713524114,512,8,64,32,True,True,False,16,False,1024,False,2048,True,4,8,512,True,12,1,1,1,12,12,1,False,10,4.0224830286475886,16,3.974745,12,1,16,True,1,32,1,2048,False,1,8,16,4
37,32,256,DLMT,2,2,False,8,4,0.0011805680835936586,False,1,16,16,True,3.2946952897664916,2048,64,2048,1,True,False,False,8,True,64,True,2048,False,8,8,2048,True,1,4,1,8,12,1,12,False,10,3.2961587102335086,4,3.295427,16,8,2,True,512,4,16,512,False,1,2,1,1
38,128,2048,DLMT,2,1,False,32,64,0.00047771225648921147,False,8,2,32,True,2.5852229163165568,4,128,2048,8,False,True,False,2048,True,1,True,128,False,4,16,256,False,1,4,4,1,16,1,1,False,10,2.5858150836834426,12,2.5855189999999997,1,2,8,True,2048,512,16,4,False,1,16,8,1
39,16,512,DLMT,16,1,False,32,2,0.00010648943609573173,False,16,512,1,True,3.874323998376515,256,256,1024,2048,False,True,False,4,True,4,True,4,False,1,1,256,False,1,12,1,16,12,8,1,False,10,3.8744560016234857,8,3.8743900000000004,4,16,4,True,1,32,4,1024,False,16,32,1,1
40,64,2048,DLMT,1,4,False,8,1,0.00017955500549971646,False,2048,4,8,False,2.728068712699566,2048,16,1,2048,False,False,False,512,False,2,False,16,False,1,1,1,True,12,1,8,1,1,4,1,False,10,2.728291287300434,12,2.72818,8,4,32,True,2048,32,12,1,False,8,2,4,1
41,4,1,DLMT,8,8,False,16,32,6.800735254364605e-05,True,1024,512,1,False,3.588752849380733,256,16,4,1,True,True,False,2,True,4,False,512,False,8,16,2048,False,12,1,1,16,8,8,1,False,10,3.5888371506192667,8,3.5887949999999997,8,1,16,True,256,512,4,2048,False,8,4,8,1
42,16,2048,DLMT,2,4,True,16,64,0.00010906878563543203,True,2,1,32,False,4.859114399708484,4,128,1024,512,False,True,True,2,False,1,True,4,True,16,8,256,True,1,1,1,1,8,1,16,False,10,4.859249600291517,1,4.859182000000001,1,32,1,True,256,64,8,1024,False,4,16,8,1
43,1,2,DLMT,8,32,True,1,256,0.0005511660366895271,False,2,1,16,True,2.7564223900284848,128,2,2,128,True,False,True,32,True,2,True,256,False,8,8,512,False,1,16,1,4,1,1,8,False,10,2.757105609971515,4,2.756764,12,2,16,True,2048,1,16,2048,True,4,4,1,1
44,1,512,DLMT,2,2,False,8,64,0.0008978173533631267,False,256,8,4,True,1.6941755372644685,512,1,8,512,True,True,False,8,False,2,False,32,False,1,12,1,True,1,1,1,4,1,1,1,False,10,1.695288462735531,12,1.6947319999999997,1,4,8,True,1024,128,16,2048,True,16,32,4,1
45,2,4,DLMT,2,2,True,32,1,0.0013722157264802405,False,512,128,2,True,4.335507507509477,8,4,4,1,True,False,True,2,True,4,True,16,True,4,1,8,True,1,8,12,1,12,1,8,False,10,4.3372084924905225,8,4.336358,16,8,1,True,128,1024,16,128,False,16,1,2,1
46,256,128,DLMT,4,4,True,8,512,0.000104211323760871,False,32,2048,32,True,2.334705410339223,64,64,512,64,True,True,False,64,True,2,False,2,False,1,16,512,True,12,1,4,1,16,12,1,False,10,2.3348345896607765,4,2.33477,16,32,4,True,128,2048,8,2048,True,1,16,2,1
47,1,512,DLMT,4,1,False,1,8,0.0016184572901376726,True,2,32,32,False,4.112280888211576,16,16,2048,8,True,True,False,1,True,4,True,16,True,16,4,1,False,16,1,8,1,1,12,1,False,10,4.114287111788425,16,4.113284,4,1,1,True,2,256,1,1,False,1,16,4,16
48,8,256,DLMT,8,4,True,16,64,0.00010169070754011365,False,2,8,2,True,3.0691239726046353,8,128,32,1,True,False,True,128,True,16,True,16,False,4,4,1024,False,1,16,1,1,8,12,1,False,10,3.0692500273953653,16,3.0691870000000003,4,16,1,True,256,2048,1,128,False,1,16,4,1
49,16,512,DLMT,32,32,False,1,2,0.00030444868204669876,False,2,1,4,True,3.9386623042192754,4,128,256,32,True,True,True,1,False,32,False,1024,True,4,8,64,False,12,1,1,12,4,1,12,False,10,3.939039695780724,16,3.9388509999999997,12,1,16,True,32,512,8,16,True,1,32,2,12
50,2,1,DLMT,2,1,True,32,4,0.00022208106627990412,False,256,1024,32,True,4.216192355258351,64,16,2048,1024,False,False,False,1,False,1,False,2,False,4,8,64,True,12,1,16,1,8,1,1,False,10,4.216467644741649,12,4.21633,1,8,4,True,8,4,8,1,False,16,16,1,1
51,8,1024,DLMT,2,16,True,1,4,0.00028870226878218835,False,128,64,4,True,2.097500063767994,16,8,64,256,False,False,False,64,False,16,False,1,True,16,8,2048,True,1,8,1,8,16,1,1,False,10,2.0978579362320064,16,2.0976790000000003,4,8,8,True,2048,128,16,1024,True,4,1,32,1
52,4,512,DLMT,8,16,True,1,2,0.00014001428498556815,True,2,64,1,True,5.3801272198417145,32,16,128,256,True,True,False,8,True,64,True,128,False,8,16,64,True,16,1,16,1,4,1,12,False,10,5.3803007801582865,16,5.3802140000000005,16,32,2,True,32,1024,16,1,False,12,16,2,1
53,32,1024,DLMT,1,1,False,8,2,0.0001533003587732228,True,64,1,4,False,2.6597319851991816,1,1,512,512,True,True,True,128,True,1,False,4,True,4,1,256,False,1,8,1,4,16,1,1,False,10,2.6599220148008182,4,2.659827,8,16,2,True,1,8,1,8,True,1,1,4,16
54,4,256,DLMT,4,1,True,4,1,0.0001262378707044693,True,32,2,16,True,1.8315737583948488,16,16,64,1024,True,True,True,1,False,64,False,256,True,1,4,32,True,1,1,4,1,1,16,1,False,10,1.8317302416051513,16,1.831652,4,2,1,True,4,64,12,16,True,1,8,4,12
55,16,1,DLMT,8,4,True,16,1,0.00010866922287386637,False,1,4,1,True,4.059473647355499,4,64,16,256,False,False,False,2,False,4,False,2048,False,1,12,128,False,1,4,1,16,8,8,1,False,10,4.059608352644502,1,4.059541,16,2,2,True,8,512,1,64,False,1,1,1,12
56,2,8,DLMT,1,8,False,2,1024,0.0006601219584288799,False,16,2048,2,True,3.50146785968945,2,1,2048,256,True,False,True,2048,True,128,False,128,True,8,12,8,True,16,1,1,8,8,16,1,False,10,3.5022861403105487,1,3.5018769999999995,12,1,8,True,1,1024,4,1,False,1,1,16,1
57,512,8,DLMT,4,16,False,2,2,0.0005259172938780173,True,1,512,8,False,2.8696130390738515,32,2,1024,1,False,True,True,4,True,64,False,128,False,8,4,512,False,1,1,8,1,1,1,1,False,10,2.8702649609261486,12,2.869939,1,2,4,True,64,16,1,2048,True,12,2,32,1
58,2048,128,DLMT,2,1,True,2,16,0.00024512037858973116,True,2048,2,16,True,2.1881720756070338,4,8,1,2048,True,True,True,2048,True,4,False,2048,True,4,1,8,True,12,1,16,1,4,8,1,False,10,2.1884759243929666,16,2.188324,12,1,16,True,2048,1024,1,1024,True,1,4,1,12
59,2048,1024,DLMT,1,2,False,1,16,0.0005940909021353372,False,64,1024,4,True,1.6740557854101192,256,256,2048,2048,False,False,False,1,False,128,False,128,False,1,12,512,False,12,1,1,1,1,8,1,False,10,1.674792214589881,1,1.6744240000000001,1,4,32,True,16,256,16,1024,True,1,1,4,1
60,32,16,DLMT,32,8,False,8,8,0.0020000699987751014,False,128,256,1,False,5.087930366550497,32,8,1,2048,False,True,False,4,False,64,False,128,True,8,8,1024,True,16,1,12,1,16,16,1,False,10,5.090409633449502,1,5.089169999999999,4,32,2,True,16,1024,8,1024,False,16,8,8,1
61,16,16,DLMT,1,1,True,1,32,0.00024248917501612868,True,512,64,1,True,3.124776706413938,128,1,256,1,False,True,False,16,True,2,False,16,False,1,1,512,False,16,1,12,1,1,16,1,False,10,3.125077293586063,16,3.1249270000000005,8,4,8,True,32,512,16,1024,False,1,4,16,1
62,4,64,DLMT,16,1,True,8,256,0.00014191546779682339,False,256,2,1,False,3.4738720414980517,8,4,2048,1024,True,False,False,32,False,16,True,256,True,12,1,512,False,1,1,8,1,8,12,1,False,10,3.4740479585019473,16,3.4739599999999995,1,2,32,True,32,1,8,512,False,16,2,16,1
63,16,64,DLMT,16,8,True,2,32,0.00031813361972605456,False,2,512,8,False,4.9027438223628845,32,2,64,128,True,True,False,2,True,8,False,1024,False,16,12,64,True,4,1,1,8,8,1,12,False,10,4.903138177637116,12,4.902941,1,8,8,True,4,256,8,1024,False,1,16,1,16
64,32,1,DLMT,32,2,False,4,16,0.00032200776388159456,False,8,1024,2,False,1.8792914211875829,1,64,1,256,False,False,False,1,False,2,False,1,False,1,8,1024,False,1,1,16,1,12,1,8,False,10,1.8796905788124176,8,1.8794910000000002,8,2,16,True,128,32,1,2048,True,12,32,1,1
65,4,2048,DLMT,8,2,True,4,1,0.0008792388753916789,True,16,128,4,False,1.978568052112823,2,2048,1,64,True,False,True,128,True,8,False,128,False,4,8,512,False,1,8,1,16,1,12,1,False,10,1.9796579478871767,4,1.979113,16,8,4,True,512,4,4,1024,True,1,8,16,16
66,1,2048,DLMT,2,16,False,4,16,0.00019331063085095638,True,2,512,4,True,2.822629187031307,2,256,128,512,False,True,False,128,False,4,False,1,True,8,1,8,True,16,1,1,4,16,1,16,False,10,2.822868812968693,12,2.822749,4,2,32,True,1,128,12,2048,False,16,16,1,1
67,1,16,DLMT,16,2,True,2,64,0.00015213480864021865,True,1,4,2,False,3.2534007076013642,2048,16,16,512,True,True,True,32,True,4,True,256,True,12,16,1,True,1,16,1,16,16,16,1,False,10,3.253589292398636,16,3.253495,8,8,2,True,128,128,4,128,False,1,2,32,4
68,128,64,DLMT,4,2,True,4,16,6.675327707314737e-05,False,2,8,8,False,3.5848306266504797,64,8,1024,4,True,False,False,1,True,4,True,2048,True,4,8,256,True,12,1,1,16,16,1,1,False,10,3.58491337334952,4,3.584872,4,4,8,True,32,32,1,16,False,1,4,2,16
69,4,1,DLMT,2,32,True,2,128,0.00016535114151412499,True,4,4,16,False,2.136570516183904,128,1,1,8,True,True,True,16,False,1,False,512,True,8,8,2048,True,12,1,1,16,1,1,1,False,10,2.136775483816096,16,2.136673,16,4,32,True,32,1,16,2048,True,1,4,32,1
70,8,64,DLMT,2,8,False,1,64,0.004086195785813488,True,4,32,32,True,4.670699396150929,1024,1,32,1,False,False,True,64,True,2048,True,1,False,4,16,2048,True,1,1,12,1,1,1,8,False,10,4.67576460384907,8,4.673232,4,8,1,True,1,1024,4,128,False,1,16,4,12
71,1,1024,DLMT,8,4,False,16,1,0.00019446336415892626,False,1,256,16,False,2.689467472572929,1,1024,64,16,True,True,True,2048,True,2048,False,1,False,16,16,512,True,1,1,1,4,12,1,4,False,10,2.6897085274270705,4,2.6895879999999996,8,1,16,True,2048,8,8,256,False,4,4,32,1
72,8,512,DLMT,2,1,True,2,4,0.00015427572718993953,False,256,4,16,False,3.936581380670682,4,512,1024,2048,False,True,False,1,True,4,False,16,True,12,16,512,False,12,1,1,16,8,8,1,False,10,3.936772619329317,4,3.9366769999999995,16,2,2,True,2,16,12,64,False,1,4,16,4
73,8,128,DLMT,16,2,False,4,64,0.0003750519963951589,True,2048,2,4,False,1.5834615446357783,32,16,1024,1,True,False,True,2048,False,32,False,1024,True,16,1,2048,False,16,1,1,1,4,16,1,False,10,1.5839264553642216,4,1.583694,1,2,2,True,1,512,8,256,True,8,8,2,1
74,16,2048,DLMT,4,1,True,16,8,0.0004955239651116144,False,16,8,4,False,2.2907168767080366,2,512,1024,512,False,True,False,1,True,128,True,1,False,16,8,8,True,8,1,1,4,8,16,1,False,10,2.2913311232919646,4,2.2910240000000006,4,1,8,True,128,128,16,512,True,4,1,16,1
75,32,1024,DLMT,1,1,True,1,2,0.00013951344021268823,True,2048,2,2,False,4.653817530262816,8,1,2048,1,False,False,False,1,False,2048,False,2048,False,1,8,2048,False,1,8,1,8,8,1,4,False,10,4.653990469737184,4,4.653904,8,16,2,True,2,2048,4,2,True,1,8,1,1
76,2,1024,DLMT,4,2,False,4,128,0.00015601602481796263,False,1,512,4,False,1.908026302042858,1,1024,32,512,True,False,False,8,False,2048,True,2048,False,4,1,4,False,16,1,4,1,1,16,1,False,10,1.9082196979571424,16,1.9081230000000002,12,32,4,True,256,1024,1,512,True,1,16,1,12
77,16,2048,DLMT,16,4,True,32,4,0.0028259363050147346,True,1,2,8,True,4.401566498716543,64,1,1,32,True,False,True,4,False,256,True,512,False,12,8,2048,False,1,16,12,1,4,1,4,False,10,4.405069501283457,12,4.403318,12,16,4,True,1,8,12,1,False,1,32,1,8
78,32,32,DLMT,1,4,True,1,1024,0.00019334166648706763,False,1,4,8,True,1.6891231677955736,1,4,1024,1,True,True,False,1,True,32,True,128,True,8,8,128,False,1,16,1,16,12,16,1,False,10,1.689362832204426,4,1.6892429999999998,16,2,16,True,4,2048,8,1,True,1,2,1,8
79,4,4,DLMT,1,32,True,2,16,0.0004802124529830233,True,1024,16,16,True,2.3835863667071906,1,1,2048,2048,False,True,False,1,False,32,True,2048,True,8,12,16,False,1,1,1,12,16,1,8,False,10,2.3841816332928096,12,2.383884,1,4,8,True,32,64,12,32,True,4,1,8,1
80,64,1,DLMT,1,2,False,1,1,0.00013601470508734436,True,128,16,32,False,2.3366256987614666,256,4,2048,256,False,True,False,16,True,2,True,2048,True,1,1,2048,False,1,16,1,4,8,8,1,False,10,2.3367943012385335,4,2.33671,8,2,16,True,256,2,12,32,True,1,32,2,16
81,8,4,DLMT,8,8,False,1,512,0.00015441502517555552,True,4,1,16,False,5.560940294334483,256,1,512,512,False,False,True,2,False,1,False,16,True,12,8,2048,False,8,1,8,1,4,1,8,False,10,5.561131705665517,16,5.561036,8,16,8,True,512,2048,4,32,False,1,4,32,16
82,128,32,DLMT,8,4,True,2,64,5.67097875150191e-05,False,256,32,2,False,1.4168368515554153,2048,32,512,1024,True,False,True,32,False,256,True,1,True,16,16,1,False,1,1,4,1,4,8,1,False,10,1.416907148444585,1,1.4168720000000001,1,4,2,True,512,128,1,2048,True,1,4,8,16
83,32,4,DLMT,1,32,False,4,2,0.00019615300150649156,False,8,128,16,False,2.675016425344094,1,4,64,8,True,True,True,4,True,64,False,2048,True,1,8,2048,True,1,8,1,4,4,1,12,False,10,2.675259574655905,8,2.6751379999999996,4,1,1,True,4,32,4,1024,True,1,16,1,16
84,8,32,DLMT,1,4,True,1,1,0.001964656713016307,False,32,8,16,False,1.4678303155290888,256,32,8,512,True,False,False,2048,True,4,False,4,False,4,16,1,False,1,8,12,1,4,1,12,False,10,1.4702656844709114,16,1.4690480000000001,8,4,4,True,1,1,16,512,True,4,4,32,1
85,8,2048,DLMT,2,4,True,32,256,0.00020378665314491282,False,4,16,16,True,1.631344694044731,1,64,512,512,True,True,True,4,True,1,False,1024,True,16,12,8,False,1,1,8,1,12,1,1,False,10,1.6315973059552693,1,1.6314710000000001,16,1,4,True,2048,1,12,128,True,8,32,2,1
86,8,1024,DLMT,32,2,True,2,4,0.00018178008691825323,True,512,2,4,False,3.7161033336051563,512,2,1,1,False,False,True,4,True,64,False,1,True,8,1,1,False,1,4,1,1,16,16,1,False,10,3.716328666394844,16,3.716216,16,16,2,True,16,512,8,64,False,1,1,1,12
87,1,8,DLMT,4,1,True,16,1024,0.00011358256908527864,False,4,8,2,True,2.756782602087925,4,2,256,128,True,True,False,8,False,64,True,1,False,12,12,512,True,1,12,16,1,1,4,1,False,10,2.7569233979120757,16,2.7568530000000004,8,4,32,True,256,1,4,32,True,1,16,2,4
88,64,256,DLMT,2,32,False,4,2,0.0003666551513342257,False,1,1,2,False,3.6682207489586345,64,1,256,4,False,True,True,256,True,64,True,1024,True,4,4,128,True,1,12,4,1,8,1,12,False,10,3.668675251041366,1,3.668448,1,4,16,True,2048,1,1,2,False,16,32,4,1
89,4,2048,DLMT,16,32,False,1,32,0.09572489605113185,False,4,4,2,False,3.370936184959638,2,128,2048,8,False,False,False,2,True,1,False,8,False,8,12,16,True,1,12,16,1,1,1,1,False,10,3.4895958150403628,8,3.4302660000000005,8,16,8,True,128,512,8,256,True,1,16,2,16
90,512,1,DLMT,8,4,True,1,128,0.0001337759320654966,True,8,32,2,False,3.690119086341864,256,256,2048,32,False,True,True,4,True,32,True,32,False,1,1,1,True,4,1,16,1,4,12,1,False,10,3.6902849136581364,8,3.690202,1,1,2,True,128,128,8,1024,False,4,8,4,1
