id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,True,True,2048,RS,1.3262310727816942,256,8,1024,27,1,1,128,2048,10,1.329156,True,False,False,0.004719184675343801,1.3320809272183058,False
2,False,True,512,RS,0.4136469039272874,8,8,64,11,9,1,16,16,10,0.4162762,True,False,True,0.004242202559991694,0.41890549607271255,False
3,True,True,1024,RS,0.07239700048350889,4,128,64,1,4,4,32,64,10,0.08141502,True,True,True,0.014550002898473937,0.09043303951649112,False
4,True,True,32,RS,0.2225802851056763,2,16,2,14,1,8,32,2048,10,0.2349427,True,False,False,0.019945972861958875,0.24730511489432372,False
5,True,True,64,RS,0.16118168503418417,1,1,8,11,11,1,1,16,10,0.17309639999999998,True,True,False,0.019223637403987835,0.1850111149658158,False
6,False,True,1024,RS,0.21319120029206753,4,512,256,1,6,16,8,256,10,0.22351259999999998,True,False,True,0.016652924224892153,0.23383399970793242,False
7,True,True,256,RS,2.5584696930343784,2,4,32,10,11,1,256,512,10,2.558706,False,False,False,0.0003812663111265083,2.5589423069656214,False
8,False,True,64,RS,0.5360940630655748,2,16,256,16,1,7,16,64,10,0.5477132,True,False,True,0.01874674098503524,0.5593323369344252,False
9,False,True,256,RS,0.20130871345141857,4,1,4,8,1,9,2,512,10,0.21702090000000002,True,True,True,0.025350617106689927,0.23273308654858146,False
10,False,True,1,RS,0.29510842659917974,16,64,512,1,6,4,512,1024,10,0.3023066,True,False,True,0.011613796538600117,0.3095047734008202,False
11,True,True,1024,RS,2.620806537417662,2,32,1024,3,1,7,2,64,10,2.6211330000000004,False,True,True,0.000526726684343982,2.621459462582339,False
12,False,True,1024,RS,1.1686512061336873,8,16,128,14,1,4,2,1,10,1.1689389999999997,False,False,True,0.000464337161984661,1.1692267938663121,False
13,True,True,2048,RS,1.6432952914433403,1,512,1024,9,8,1,256,2048,10,1.6435669999999998,False,True,True,0.0004383845343987133,1.6438387085566593,False
14,True,True,2,RS,2.7495500372280586,8,2,2048,1,5,23,16,32,10,2.751672,True,True,True,0.003423652435630702,2.7537939627719417,False
15,False,True,1,RS,0.14244101527363243,2,256,128,11,4,1,64,512,10,0.1568187,True,False,False,0.023197483001610328,0.17119638472636758,False
16,False,True,256,RS,2.5508403862124798,32,2,2048,2,3,1,256,1,10,2.551087,False,False,True,0.0003978957149807168,2.55133361378752,False
17,False,True,1024,RS,0.20493494547720406,16,256,64,25,1,1,64,2048,10,0.2106913,True,True,False,0.00928751316607412,0.21644765452279593,False
18,False,True,256,RS,2.5299983102287804,2,2,2048,11,3,1,2,2048,10,2.5303119999999995,False,True,True,0.0005061185631846228,2.5306256897712185,False
19,True,True,64,RS,1.5444234880219898,256,64,2048,3,20,1,128,128,10,1.544999,False,False,True,0.0009285520986999288,1.5455745119780102,False
20,False,True,64,RS,2.761089421002156,2,8,4,2,23,1,32,2048,10,2.7613149999999997,False,True,True,0.00036395741509134605,2.7615405789978436,False
21,False,True,256,RS,3.541362038140613,32,32,32,5,19,1,4,1,10,3.5418819999999998,False,True,False,0.0008389255032480663,3.5424019618593867,False
22,False,True,1024,RS,1.2008833721636447,512,32,1024,1,11,10,1,32,10,1.202097,False,False,True,0.0019581115902828055,1.2033106278363552,False
23,False,True,8,RS,1.4427119987734778,32,4,256,1,9,14,16,512,10,1.4437339999999999,False,False,True,0.0016489342012342408,1.444756001226522,False
24,False,True,1,RS,0.10604941080754678,1,2048,8,13,9,1,2,256,10,0.1214067,True,False,False,0.024778012717124837,0.13676398919245322,False
25,False,True,256,RS,1.3621864217355613,32,256,32,2,1,12,1,512,10,1.36273,False,False,True,0.0008770290759148098,1.3632735782644387,False
26,True,True,32,RS,2.7784742168342196,8,16,1024,3,21,1,32,64,10,2.778707,False,False,False,0.00037558088343257235,2.77893978316578,False
27,False,True,128,RS,1.138593474330135,2048,128,1,1,4,16,8,1,10,1.138715,False,False,False,0.0001960739656354388,1.138836525669865,False
28,True,True,256,RS,1.0449508773912208,1024,2,2048,4,1,14,16,512,10,1.045587,False,False,False,0.0010263435097471372,1.0462231226087793,False
29,True,True,512,RS,1.1545669947772415,512,256,1,1,3,16,32,1024,10,1.1547319999999999,False,False,True,0.00026622546835342704,1.1548970052227583,False
30,True,True,1,RS,1.2956179689553173,4,2,1024,11,1,9,1,512,10,1.29718,True,True,True,0.0025202380839912737,1.2987420310446827,False
31,False,True,128,RS,2.0066962416660568,512,64,2048,6,1,11,4,16,10,2.009335,True,True,False,0.004257469318738551,2.0119737583339434,False
32,True,True,1024,RS,0.5835478889430467,64,4,512,19,3,1,16,128,10,0.5986167,True,False,True,0.02431257153017756,0.6136855110569533,False
33,False,True,64,RS,1.4790758786489007,128,64,2048,17,1,2,1,1,10,1.4793109999999998,False,True,True,0.0003793533972432498,1.479546121351099,False
34,False,True,16,RS,1.998647226330306,32,4,1,1,1,4,32,128,10,1.9990770000000002,False,True,False,0.0006934125755997942,1.9995067736696945,False
35,False,True,2048,RS,1.8447579092951594,4,4,64,1,2,22,2,512,10,1.8449319999999996,False,True,True,0.00028088431782498515,1.8451060907048398,False
36,False,True,2,RS,0.32733417712616836,2,2,4,1,7,7,8,256,10,0.33155830000000003,True,True,False,0.006815354518291762,0.3357824228738317,False
37,False,True,512,RS,0.12129179021028567,4,32,16,1,27,1,1024,2048,10,0.12768539999999998,True,False,False,0.010315684147937062,0.1340790097897143,False
38,True,True,64,RS,0.1141461123955897,4,32,64,13,8,1,8,16,10,0.1242117,True,False,False,0.016240187610061654,0.1342772876044103,False
39,False,True,8,RS,1.53115043538079,1024,2,1,15,1,2,8,32,10,1.5333279999999998,True,True,False,0.0035133624919726,1.5355055646192095,False
40,False,True,256,RS,1.9738397909592393,1024,256,1,23,3,1,2,64,10,1.977825,False,True,False,0.006429882191766794,1.9818102090407606,False
41,True,True,64,RS,0.11651335805447313,1,16,4,1,21,4,4,512,10,0.1250564,True,False,False,0.0137836566933452,0.1335994419455269,False
42,False,True,2048,RS,4.7024869478849345,32,8,64,4,26,1,2,16,10,4.702731000000002,False,False,True,0.00039376261884541277,4.702975052115069,False
43,True,True,1024,RS,0.1215955204390532,2,1024,16,11,5,1,4,1024,10,0.1315496,True,True,True,0.01606027644967546,0.14150367956094678,False
44,True,True,16,RS,2.6080643271165505,256,2,256,2,1,1,256,256,10,2.6083049999999997,False,True,False,0.0003883104428160442,2.608545672883449,False
45,True,True,512,RS,1.3097439286675647,1,8,128,1,3,29,64,2048,10,1.3109420000000003,False,False,True,0.0019330121572302586,1.3121400713324358,False
46,True,True,1,RS,0.18122432917815937,8,512,256,14,1,7,512,1,10,0.1921866,True,False,True,0.01768692914668909,0.20314887082184066,False
47,True,True,64,RS,2.6233487832546967,32,4,64,15,6,1,1,32,10,2.623577,False,True,False,0.000368213253427984,2.6238052167453034,False
