id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,1,2,0.16570547093081292,4,False,1,1,DLMT,True,False,False,True,False,7,8,2,35,0.1657271004977585,3.264402936313404e-05,0.1657162857142857,28,1,True,15,8
2,32,2048,2048,inf,8,False,1024,2,DLMT,False,True,False,True,True,17,4,2048,1,inf,inf,inf,30,1,False,15,8
3,256,1024,2048,0.20778974137657666,8,False,32,64,DLMT,False,True,False,True,False,16,1,2,35,0.20783231576628045,6.425462105195782e-05,0.20781102857142855,1,13,True,22,1
4,2048,2048,2048,0.2541272902625549,4,False,2,1,DLMT,False,False,True,False,True,23,16,2048,35,0.2542517383088737,0.0001878209438235718,0.2541895142857143,1,1,True,23,1
5,2048,256,2048,0.30818693889294485,1,False,8,2048,DLMT,False,False,False,True,False,24,1,2,35,0.3082188896784837,4.822114025349342e-05,0.3082029142857143,20,30,True,1,64
6,1,32,16,0.2633926550305784,64,False,4,2048,DLMT,True,True,True,True,False,6,1,16,35,0.2634177449694216,3.786653252827176e-05,0.2634052,29,1,True,15,1
7,1,1,1024,0.2590703242062529,1,False,2048,2048,DLMT,True,True,False,True,True,25,1,1024,35,0.25913099007946144,9.155886252090555e-05,0.2591006571428572,16,17,True,1,32
8,1,2048,1,inf,1,False,1024,32,DLMT,False,True,False,True,False,3,64,1,1,inf,inf,inf,1,28,False,23,1
9,128,32,128,inf,1,False,8,2,DLMT,False,True,False,True,True,30,64,1,1,inf,inf,inf,30,1,False,1,1
10,2048,1,1,0.27516276097604914,8,False,64,16,DLMT,True,False,True,True,True,23,4,1,35,0.27520135330966494,5.8244775538681384e-05,0.27518205714285704,1,1,True,2,1
11,4,256,1,0.3816452630591406,1,False,32,1,DLMT,False,False,True,False,True,3,1,2,35,0.38166839408371644,3.4910076903207445e-05,0.3816568285714285,14,1,True,21,4
12,256,1,64,0.153714419361144,4,False,2,256,DLMT,False,True,True,True,False,17,1,1,35,0.1537384377817132,3.6249363118967794e-05,0.1537264285714286,12,30,True,1,4
13,2048,1,64,0.21583451786413874,4,False,32,256,DLMT,False,False,True,True,True,23,16,64,35,0.21585822499300414,3.5779551793318656e-05,0.21584637142857144,17,1,True,18,1
14,1024,512,1,0.16731804051932447,1,False,8,16,DLMT,True,False,False,False,True,28,2,1,35,0.1673452166235327,4.101503955121549e-05,0.16733162857142858,29,26,True,1,2
15,64,8,64,0.09243877846732224,4,False,1,64,DLMT,True,False,True,True,False,1,1,16,35,0.09261452438982065,0.0002652413277121992,0.09252665142857144,24,1,True,5,16
16,32,4,128,inf,1,False,4,1,DLMT,True,True,False,True,True,1,16,64,1,inf,inf,inf,4,1,False,1,4
17,1,2048,256,0.09808115212539273,2,False,256,64,DLMT,False,True,True,False,False,18,4,16,35,0.09813313358889297,7.84520755829013e-05,0.09810714285714285,26,2,True,1,4
18,2048,1024,1,0.1281164602241292,1,False,1024,1,DLMT,False,False,True,True,True,21,1,512,35,0.12817576834729938,8.950970304260784e-05,0.1281461142857143,1,5,True,1,4
19,256,1,1024,0.14637671748922046,2,False,128,8,DLMT,True,True,True,True,True,10,1,64,35,0.14647682536792242,0.0001510859898419809,0.14642677142857144,30,21,True,1,4
20,256,2048,2048,inf,1,False,2048,16,DLMT,True,False,False,True,True,27,64,8,1,inf,inf,inf,7,1,False,7,1
21,32,2048,16,0.09022059596272991,2,False,256,32,DLMT,True,False,True,False,False,29,4,1,35,0.0902661240372701,6.87124160125786e-05,0.09024336000000001,1,6,True,15,8
22,2048,2048,128,0.2813294020701379,1,False,4,2048,DLMT,True,True,True,True,False,3,2,1,35,0.28147991221557633,0.00022715469151561192,0.2814046571428571,6,1,True,21,32
23,2048,2048,16,0.16437588502960626,8,False,1,1,DLMT,False,True,True,False,False,30,1,2,35,0.16439251497039375,2.50984347832963e-05,0.1643842,9,17,True,1,8
24,1024,256,16,0.10581796054080451,8,False,256,1,DLMT,True,True,True,False,True,25,8,1,35,0.10584163945919552,3.573697564947801e-05,0.10582980000000002,1,15,True,7,4
25,64,2048,128,0.29998018676398586,2,False,2048,64,DLMT,True,True,False,True,False,18,8,128,35,0.30010004180744276,0.00018088903803611668,0.3000401142857143,1,30,True,26,1
26,2048,512,512,inf,1,False,4,64,DLMT,False,False,False,True,False,3,16,512,1,inf,inf,inf,12,17,False,1,1
27,512,1,128,0.33529543653269533,1,False,64,2,DLMT,True,False,True,False,True,16,1,32,35,0.3353931348958761,0.0001474494724940579,0.3353442857142857,4,1,True,28,64
28,128,1024,1,inf,32,False,2,128,DLMT,False,False,True,True,True,30,2,2048,1,inf,inf,inf,1,30,False,10,2
29,1,64,8,0.29766755864064437,1,False,1,32,DLMT,False,True,False,False,True,17,1,8,35,0.2977006127879271,4.988636883877662e-05,0.29768408571428573,1,2,True,11,64
30,2,32,2,inf,1,False,4,1,DLMT,True,False,False,True,False,21,16,1,1,inf,inf,inf,17,30,False,1,4
31,2048,8,1,0.12970569090081943,8,False,8,2048,DLMT,False,False,False,False,False,9,8,64,35,0.129797680527752,0.00013883366644577236,0.12975168571428572,28,18,True,1,4
32,1,128,1,0.10018145243701045,4,False,32,64,DLMT,True,True,True,True,False,28,1,2048,35,0.10020700470584669,3.8564295636756665e-05,0.10019422857142857,18,1,True,1,4
33,64,2048,1,0.1345409139077308,2,False,8,32,DLMT,True,True,False,True,True,7,8,16,35,0.1348223432351264,0.00042474207876002344,0.1346816285714286,8,1,True,30,8
34,2048,4,32,0.28494481863049553,64,False,4,16,DLMT,True,True,False,False,False,27,1,8,35,0.2849655813695045,3.133578511177324e-05,0.2849552,16,1,True,6,1
35,512,1,2048,0.134166362713677,4,False,2048,16,DLMT,False,True,False,False,False,1,1,512,35,0.13432352300060874,0.00023719129625770084,0.13424494285714286,2,1,True,20,4
