id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,2048,1,0.3041489790328563,1,False,1,1,DLMT,True,True,False,True,False,17,1,32,35,0.3042375352528579,0.00013365185966471331,0.3041932571428571,30,1,True,5,32
2,1,1024,1024,0.14520248714920975,1,False,32,128,DLMT,False,False,True,False,True,12,32,1,35,0.14524065570793304,5.760520101235152e-05,0.1452215714285714,1,15,True,12,1
3,256,128,128,0.1029192689932392,1,False,16,1,DLMT,True,False,False,False,True,30,8,1,35,0.10322478814961797,0.0004610992137251584,0.10307202857142858,2,1,True,27,8
4,512,2048,2048,0.10659553380478842,1,False,512,1,DLMT,False,False,True,False,True,25,8,128,35,0.10672886619521157,0.00020122947810184957,0.1066622,28,1,True,13,8
5,256,2048,1,0.192514399170968,8,False,1,32,DLMT,True,True,True,False,True,13,8,256,35,0.19253840082903198,3.622406461377493e-05,0.1925264,5,1,True,9,1
6,512,2048,64,inf,1,False,64,512,DLMT,False,False,False,True,False,5,32,32,1,inf,inf,inf,6,1,False,1,1
7,64,1,1,0.1828980019780776,1,False,128,1,DLMT,True,False,True,False,True,19,32,128,35,0.1829497694504938,7.812911344273097e-05,0.1829238857142857,17,25,True,1,1
8,128,64,2048,0.2008329941374103,8,False,1,128,DLMT,True,False,False,True,False,14,8,64,35,0.20091986300544684,0.00013110525449081691,0.20087642857142857,30,1,True,27,1
9,2048,512,1,0.23606428332052495,1,False,512,32,DLMT,True,False,True,True,True,30,1,32,35,0.2360985738223322,5.175231435227154e-05,0.23608142857142858,21,1,True,10,1
10,128,2048,512,inf,32,False,128,1,DLMT,True,False,False,False,True,1,1,512,1,inf,inf,inf,16,26,False,1,1
11,2048,256,2048,0.1017182117587321,1,False,1,1,DLMT,False,True,True,False,False,1,1,256,35,0.10174515966983934,4.067064327607635e-05,0.10173168571428572,27,30,True,1,8
12,2048,512,1024,0.14799530479522743,1,False,512,1,DLMT,True,False,True,True,False,3,1,64,35,0.1480298380619155,5.211870282032551e-05,0.14801257142857147,1,17,True,30,1
13,128,512,256,0.17230584827308382,32,False,64,64,DLMT,False,True,True,False,False,27,1,64,35,0.17243689458405903,0.00019777925439587262,0.17237137142857142,16,1,True,29,1
14,1024,1,1,0.09432682329821232,1,False,32,1,DLMT,True,True,True,False,False,29,8,1,35,0.09449275955893052,0.0002504362746105606,0.09440979142857142,1,6,True,23,1
15,2048,64,1,0.20583507532817358,1,False,16,512,DLMT,False,False,True,True,True,2,8,512,35,0.20585966752896923,3.711533045928904e-05,0.2058473714285714,27,1,True,28,1
16,256,1,2048,0.2005607788510594,1,False,1,32,DLMT,False,True,False,True,True,1,1,1,35,0.20058116400608347,3.0765923370124876e-05,0.20057097142857144,23,13,True,1,1
