id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,False,1,1,256,256,1,29,21,DLMT,12,512,2048,1024,0.16116526388838218,0.16134393611161782,0.00026965779372064593,1,0.1612546,32
2,True,35,False,32,64,64,1,1,12,30,DLMT,12,2048,512,64,0.26759483157758657,0.26797025413669906,0.0005665996491783039,1,0.2677825428571428,1
3,True,35,False,1,128,256,256,1,29,25,DLMT,26,2048,256,256,0.286509611431831,0.28664370285388335,0.00020237503274255994,32,0.2865766571428572,1
4,True,35,False,1,1,128,1,7,1,21,DLMT,17,1,1024,64,0.127410277365939,0.12751960834834672,0.00016500579086931684,1,0.12746494285714285,1
5,True,35,False,1,512,512,512,1,29,6,DLMT,2,2048,2048,2048,0.1255332084032863,0.12556353445385654,4.576903863922726e-05,1,0.12554837142857142,8
6,True,35,False,8,512,64,1,20,21,1,DLMT,29,1024,1,1,0.11590403527020873,0.11596150758693413,8.673904565313295e-05,8,0.11593277142857143,1
7,True,35,False,32,512,512,16,27,1,25,DLMT,2,256,1,2048,0.23116801296816936,0.23144598703183067,0.00041952728499722504,1,0.231307,1
8,True,35,False,32,256,16,128,30,1,28,DLMT,1,512,1024,1,0.17829004193014344,0.17841584378414224,0.00018986415336944012,1,0.17835294285714284,1
9,True,35,False,1,1,512,128,1,19,21,DLMT,30,256,2048,2048,0.3321017516984231,0.33269784830157695,0.0008996479247858226,32,0.3323998,1
10,True,35,False,1,1,32,512,20,18,1,DLMT,6,1024,64,128,0.19535898011779343,0.19540799131077805,7.396924898847141e-05,1,0.19538348571428574,32
11,True,35,False,1,512,1,64,1,4,16,DLMT,23,1024,512,2048,0.1461782413374445,0.14622564437684127,7.154217252068514e-05,1,0.14620194285714289,32
12,True,35,False,32,1,512,64,14,20,1,DLMT,21,1,2048,1024,0.2021734328470108,0.20219176715298917,2.7670716857871303e-05,1,0.2021826,1
13,True,35,False,32,1,512,512,4,1,4,DLMT,7,512,512,64,0.16035895220240493,0.1603786477975951,2.9725217769236835e-05,1,0.1603688,1
14,True,35,False,1,128,64,1,1,21,6,DLMT,17,64,1,2048,0.1277107676928974,0.12777248944995973,9.315243596670102e-05,1,0.12774162857142857,8
15,True,35,False,1,512,1,128,1,1,30,DLMT,21,256,2048,1,0.19562655175425175,0.1959596768171768,0.0005027629246149159,1,0.19579311428571428,1
16,True,35,False,8,128,1,32,1,19,29,DLMT,21,2048,2048,256,0.2514765678182657,0.25175646075316277,0.0004224233064071151,1,0.25161651428571424,8
17,True,35,False,1,1,32,512,30,1,30,DLMT,20,2048,1,256,0.2711472618638824,0.2715154238504034,0.0005556417624362545,32,0.2713313428571429,1
18,True,35,False,1,1,1,32,21,1,10,DLMT,19,2048,2048,1,0.29595325075620704,0.2967150349580787,0.0011497089108082259,32,0.2963341428571429,1
19,True,35,False,1,1,1,32,24,1,9,DLMT,3,512,512,256,0.14345710645094994,0.14353580783476438,0.00011877862791335597,1,0.14349645714285716,32
20,True,35,False,1,512,256,128,30,22,1,DLMT,16,256,2048,1024,0.22257382695006606,0.2225960016213625,3.346671816132882e-05,1,0.22258491428571428,8
21,True,35,False,32,32,16,512,1,13,8,DLMT,30,1,1024,1024,0.1328646124669152,0.1330644732473705,0.0003016362371994383,1,0.13296454285714285,1
22,True,35,False,8,32,16,512,1,4,20,DLMT,6,1,1,64,0.16297469817502527,0.1630056446821175,4.6705451327158956e-05,1,0.1629901714285714,1
23,True,35,False,1,32,16,64,1,10,13,DLMT,1,512,1,256,0.1240375695901039,0.1241437446956104,0.00016024284122314274,8,0.12409065714285715,1
24,True,35,False,1,64,512,128,20,1,30,DLMT,17,128,1,512,0.2682626980947302,0.2684428447624126,0.000271883072106303,1,0.2683527714285714,8
25,True,35,False,1,64,256,32,8,29,1,DLMT,22,256,1024,1,0.12344589993989846,0.12349170006010154,6.912299596681689e-05,8,0.1234688,1
26,True,35,False,1,128,64,16,2,1,2,DLMT,7,128,2048,512,0.29355523015201646,0.2937557412765549,0.0003026177571438536,32,0.2936554857142857,1
27,True,35,False,32,32,128,128,13,30,1,DLMT,30,512,1,1024,0.20159749455652864,0.20164347687204282,6.939797091663828e-05,1,0.20162048571428573,1
28,True,35,False,1,1,128,1,1,8,30,DLMT,29,2048,512,2048,0.28710439832231205,0.28722731596340223,0.00018551120764866326,1,0.28716585714285714,1
29,True,35,False,1,512,64,16,21,29,1,DLMT,11,64,512,512,0.11221445820656048,0.11224182750772527,4.130661853376397e-05,8,0.11222814285714287,8
30,False,1,False,1,512,1,1,1,29,27,DLMT,5,64,1,1,inf,inf,inf,1,inf,32
31,True,35,False,32,256,512,32,1,30,26,DLMT,29,1,1,1,0.161759863610913,0.16181733638908696,8.673974208598469e-05,1,0.16178859999999998,1
32,True,35,False,1,128,128,512,20,1,6,DLMT,6,2048,2048,2048,0.1355533753809112,0.1355768531905174,3.543345588449467e-05,1,0.1355651142857143,32
33,True,35,False,1,128,1,1,30,30,1,DLMT,24,512,64,512,0.21772402328564533,0.21776603385721183,6.340368881305152e-05,1,0.21774502857142858,8
34,True,35,False,1,64,512,1,30,18,1,DLMT,30,256,512,128,0.3173272509553407,0.31757463475894504,0.0003733594930096292,32,0.31745094285714287,1
35,True,35,False,1,32,16,512,1,6,17,DLMT,13,1024,1024,2048,0.2739477367850794,0.2741018060720634,0.00023252626097027107,32,0.2740247714285714,1
36,True,35,False,1,256,32,16,2,19,1,DLMT,23,1,1,1,0.20447990457214726,0.20460826685642414,0.0001937284360613474,1,0.2045440857142857,32
37,True,35,False,1,1,64,512,30,2,1,DLMT,28,1,1,128,0.19422884387728145,0.19434538469414708,0.00017588710200882012,1,0.19428711428571427,32
38,True,35,False,32,512,128,256,1,23,5,DLMT,16,512,1,1,0.13623768507427594,0.13626317206858127,3.846578124165293e-05,1,0.1362504285714286,1
39,True,35,False,32,1,64,64,24,1,29,DLMT,14,2048,256,512,0.1966599441914001,0.1967894843800284,0.0001955061667172915,1,0.19672471428571425,1
40,True,35,False,8,16,16,128,2,27,1,DLMT,30,2048,2048,512,0.21083116363838164,0.21085603636161834,3.753870383636619e-05,1,0.2108436,1
41,True,35,False,1,512,512,16,1,8,15,DLMT,10,1024,1,512,0.12293039944387477,0.12301868627041093,0.00013324528249106078,8,0.12297454285714285,1
42,True,35,False,1,128,32,256,28,12,1,DLMT,3,2048,512,1,0.22035369260170978,0.2203877931125759,5.1465573990021064e-05,1,0.22037074285714284,8
43,True,35,False,8,1,16,64,1,30,29,DLMT,2,64,128,2048,0.3078334393235556,0.30833861781930144,0.0007624314296367637,1,0.3080860285714285,8
44,True,35,False,32,64,128,512,1,21,19,DLMT,29,1,512,512,0.14886546245372725,0.14893282326055843,0.00010166306896723263,1,0.14889914285714284,1
45,True,35,False,32,16,32,16,30,30,1,DLMT,17,256,2048,2048,0.2625557662685903,0.2626057194456954,7.539092133942753e-05,1,0.26258074285714283,1
46,True,35,False,1,16,1,512,22,25,1,DLMT,13,512,1,2048,0.1850556508706523,0.185078063415062,3.38257238183717e-05,32,0.18506685714285714,1
47,True,35,False,1,64,512,32,30,2,1,DLMT,21,2048,1,512,0.1265979451159495,0.1266192548840506,3.216137879062717e-05,8,0.12660860000000004,1
48,True,35,False,1,128,128,16,23,1,22,DLMT,28,512,2048,2048,0.20948455432156912,0.20957698853557374,0.0001395046513744342,1,0.20953077142857143,1
