id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,1,512,256,6,1,13,RSL,12,1.592014795955923,512,2048,512,170,1,0.11101102857142857,8
2,1,32,32,16,22,1,1,RSL,26,1.5848772343733504,1,64,128,170,8,0.11151097142857143,8
3,8,16,512,128,29,12,1,RSL,24,1.5687801790089657,256,1,256,170,8,0.11265517142857144,1
