id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,32,32,0.013845979999999999,1,8,DLMT,9.71105692771476,1,128,True,False,False,True,False,105
