id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1024,1,512,0.18847990252139243,32,1,256,64,DLMT,False,True,True,True,False,3,1,35,0.18851318319289326,5.022824638282416e-05,0.18849654285714285,13,1,True,29,1
2,128,2048,2048,0.21962408799858377,1,1,16,64,DLMT,True,False,False,True,False,20,1,35,0.21967339771570196,7.44197910916361e-05,0.21964874285714286,5,11,True,1,1
3,1,2048,1,inf,1,128,512,512,DLMT,False,True,False,True,False,15,32,1,inf,inf,inf,1,19,False,29,1
4,2048,1,2048,0.16594380518937193,1,512,1,512,DLMT,True,True,True,False,True,4,1,35,0.16603408052491378,0.00013624640343502518,0.16598894285714286,1,9,True,3,1
5,2048,512,2048,0.323993426107675,1,128,512,16,DLMT,False,False,False,False,False,25,1,35,0.3245038881780393,0.0007704055682507991,0.32424865714285717,25,1,True,11,32
6,1,64,512,inf,1,16,1,512,DLMT,False,False,True,True,True,21,32,1,inf,inf,inf,17,1,False,6,1
7,2048,2048,256,0.21102815693803387,1,1,16,64,DLMT,True,True,True,False,True,1,32,35,0.2113726430619661,0.0005199093987005249,0.21120039999999998,22,1,True,13,1
8,2048,1,64,0.15106221016896668,32,16,512,256,DLMT,True,True,False,False,False,30,1,35,0.15123538983103332,0.0002613682459672559,0.1511488,20,6,True,1,1
9,128,2048,1,0.1309506625597723,8,512,16,1,DLMT,True,True,False,False,False,26,8,35,0.1310217945830849,0.00010735470865028705,0.1309862285714286,1,23,True,5,1
10,2048,64,1024,0.12758808627462798,1,1,1,1,DLMT,False,True,False,True,False,1,1,35,0.12765991372537205,0.000108404269815749,0.12762400000000002,1,17,True,13,1
11,256,128,2048,0.17474794536304966,1,1,32,1,DLMT,True,False,True,False,False,8,32,35,0.17491896892266462,0.00025811418767195034,0.17483345714285714,30,28,True,1,1
12,2048,2048,1,0.36438708403180126,1,32,1,16,DLMT,True,True,False,True,True,19,8,35,0.36467851596819884,0.0004398383339364609,0.36453280000000005,30,29,True,1,1
13,64,2048,2048,0.2711980461276802,1,1,32,1,DLMT,False,True,False,False,True,30,8,35,0.2712332110151768,5.3071965004018453e-05,0.2712156285714285,26,1,True,4,1
14,1,1,2048,0.24976837211293096,1,512,64,1,DLMT,True,True,True,False,True,30,1,35,0.25000299931564046,0.0003541068258049144,0.2498856857142857,1,17,True,27,32
15,2048,64,1024,inf,1,1,64,512,DLMT,True,False,False,True,True,29,32,1,inf,inf,inf,4,1,False,25,1
16,128,2048,1,0.11801395059183724,1,512,16,32,DLMT,False,False,False,False,True,7,1,35,0.11812707797959134,0.00017073544638727194,0.11807051428571429,2,1,True,30,8
17,1,128,64,inf,32,1,1,1,DLMT,True,False,True,False,True,20,1,1,inf,inf,inf,5,1,False,25,1
18,512,512,2048,0.2230293532132619,1,16,1,256,DLMT,False,True,True,False,True,24,1,35,0.22322733250102378,0.0002987966286726188,0.22312834285714284,1,30,True,25,32
19,1,128,64,0.11312039565913215,8,16,16,512,DLMT,True,True,False,False,False,8,1,35,0.11323103291229644,0.0001669772561806921,0.1131757142857143,25,17,True,1,8
20,64,1,1,0.18420829670584374,1,512,512,1,DLMT,True,True,True,True,False,22,1,35,0.18423793186558482,4.472632425800738e-05,0.18422311428571428,16,12,True,1,1
21,1024,512,2048,inf,32,256,512,1,DLMT,True,False,False,True,True,16,1,1,inf,inf,inf,1,23,False,18,1
22,1024,128,512,0.32411842464594015,1,256,32,512,DLMT,True,False,False,True,False,14,1,35,0.32417146106834543,8.004425306653849e-05,0.3241449428571428,29,1,True,30,32
23,1,512,64,0.16470585847815641,1,16,512,256,DLMT,True,False,True,False,False,16,1,35,0.16472619866470076,3.069805551244212e-05,0.16471602857142859,1,24,True,28,1
24,1,1,2048,0.10767138977307673,8,256,128,256,DLMT,False,False,False,False,True,3,1,35,0.10772112451263753,7.50612484602299e-05,0.10769625714285713,16,24,True,1,8
25,2048,2048,1,0.21281166678663382,32,64,1,128,DLMT,False,False,True,True,False,30,1,35,0.21291953321336615,0.00016279543693148993,0.2128656,4,19,True,1,1
26,2048,1,1,0.15884697690467484,1,32,128,1,DLMT,False,False,False,False,False,6,8,35,0.1589841659524681,0.00020705006788756427,0.15891557142857146,1,19,True,8,1
27,64,64,1,inf,1,1,16,1,DLMT,True,False,True,True,True,18,1,1,inf,inf,inf,4,4,False,1,32
28,512,2048,1024,0.19215400866133248,1,1,512,1,DLMT,True,False,True,False,True,7,1,35,0.19224667705295329,0.00013985807966999887,0.19220034285714288,1,14,True,4,32
29,1,1,1,0.17842273090114705,1,1,1,1,DLMT,False,False,False,False,False,1,1,35,0.17862075481313863,0.0002988639769773102,0.17852174285714284,1,1,True,1,1
30,1,256,512,0.14371867021677967,32,64,256,16,DLMT,True,True,False,False,False,1,1,35,0.1438595583546489,0.00021263285210878932,0.14378911428571428,17,21,True,1,1
31,512,1024,1,0.2543982486072965,1,1,512,32,DLMT,False,False,True,False,True,6,32,35,0.25474540853556066,0.0005239447891150551,0.25457182857142857,29,22,True,1,1
32,2048,2048,1,0.25812146040300527,1,64,256,512,DLMT,True,False,False,False,True,29,1,35,0.25820659673985186,0.00012849046339582075,0.25816402857142856,30,1,True,5,32
33,2048,512,512,0.2225595947399269,1,512,128,1,DLMT,False,False,True,True,False,28,1,35,0.22280314811721588,0.0003675784919647817,0.2226813714285714,5,8,True,1,32
34,2048,64,1,0.1433213887092761,1,16,1,1,DLMT,False,True,True,True,False,11,1,35,0.14335238271929537,4.6777144253255e-05,0.14333688571428574,1,10,True,22,32
35,2048,512,2048,0.20226247447633416,1,1,16,512,DLMT,False,False,False,False,False,13,1,35,0.20248358266652294,0.00033370350276121366,0.20237302857142855,25,1,True,22,1
36,256,1024,1,0.3071562042138102,1,256,64,256,DLMT,False,False,False,True,True,15,8,35,0.3074355672147614,0.0004216235132660135,0.3072958857142858,1,29,True,29,1
37,1,512,1024,0.1264933730835239,1,1,16,256,DLMT,True,False,True,False,True,30,32,35,0.12658548405933326,0.00013901681002450065,0.12653942857142858,1,6,True,8,1
38,1024,1024,1,0.23585531863616455,8,512,1,16,DLMT,True,False,False,True,True,8,8,35,0.2358980527924069,6.449574578597944e-05,0.23587668571428572,1,9,True,4,1
39,1,2048,2048,0.12038352855949087,1,32,512,128,DLMT,True,False,False,True,False,2,8,35,0.12048698572622339,0.0001561408417070291,0.12043525714285713,22,1,True,16,8
40,1,1,2048,0.22968553524984442,1,128,16,128,DLMT,False,False,False,True,True,24,1,35,0.22982057903586983,0.00020381237069662565,0.22975305714285713,9,6,True,1,32
41,64,512,1024,0.12688594731515493,1,512,64,64,DLMT,True,True,True,False,True,4,1,35,0.12690925268484501,3.517320408655228e-05,0.12689759999999997,4,18,True,1,1
42,128,2048,2048,inf,1,1,16,1,DLMT,False,True,True,True,False,21,32,1,inf,inf,inf,23,16,False,1,1
43,2048,128,2048,0.09255736840713598,8,1,1,256,DLMT,True,True,True,False,True,1,1,35,0.09259067730714972,5.027084975106231e-05,0.09257402285714285,29,16,True,1,8
44,64,1,256,0.23947233059637346,1,256,512,1,DLMT,False,False,True,False,True,26,1,35,0.239649040832198,0.00026669670000942767,0.23956068571428574,1,15,True,30,32
45,64,2048,64,0.2533545062348539,1,1,32,1,DLMT,True,True,False,True,True,29,1,35,0.25350383662228904,0.00022537416326941115,0.25342917142857146,18,1,True,15,32
46,256,1024,2048,0.26585026952601737,1,1,512,1,DLMT,False,True,False,False,True,2,1,35,0.266075901902554,0.00034053154848002744,0.2659630857142857,1,27,True,19,32
47,1024,2048,1024,0.20149866624246826,32,128,128,32,DLMT,True,False,True,True,False,6,1,35,0.20157567661467457,0.00011622649948988897,0.20153717142857142,23,1,True,28,1
48,1,1024,1,0.1006790037163425,1,512,1,32,DLMT,False,False,True,False,False,12,1,35,0.10074551056937178,0.00010037425476888145,0.10071225714285714,30,14,True,1,8
49,128,1,64,0.24916252705972178,1,1,16,1,DLMT,True,False,True,True,True,16,1,35,0.2491917015117068,4.4031009481029615e-05,0.2491771142857143,28,1,True,19,1
50,1,64,128,0.09167239137543794,1,32,1,256,DLMT,True,False,True,False,False,7,8,35,0.09178579148170495,0.0001711470418281613,0.09172909142857144,1,28,True,29,8
51,64,2048,64,0.2399484768765904,32,32,128,1,DLMT,True,False,False,False,False,26,1,35,0.24051620883769534,0.0008568391061789555,0.24023234285714287,19,29,True,1,1
52,2048,2048,2048,inf,32,1,1,64,DLMT,False,True,True,False,True,23,1,1,inf,inf,inf,1,4,False,17,1
53,2048,1,512,0.15212136912659271,1,256,512,1,DLMT,True,True,False,False,False,30,32,35,0.15218223087340724,9.185448118783161e-05,0.15215179999999998,3,23,True,1,1
54,64,64,1024,inf,32,256,16,64,DLMT,False,True,False,True,True,27,1,1,inf,inf,inf,30,30,False,1,1
55,2048,128,512,0.20407126307664172,1,256,64,256,DLMT,True,True,True,True,True,23,1,35,0.20422907978050117,0.0002381819815320444,0.20415017142857145,1,30,True,28,32
56,1,1,1,0.16768375520659917,32,16,128,256,DLMT,False,True,True,False,False,5,1,35,0.1677136733648294,4.515343456550372e-05,0.16769871428571428,1,1,True,6,1
57,128,512,64,0.18055597021840983,1,1,512,64,DLMT,True,True,True,True,False,25,1,35,0.1805779154958759,3.312050970720897e-05,0.18056694285714286,14,12,True,1,1
58,1,1024,1,0.24055617224914555,1,512,1,64,DLMT,False,True,False,False,True,20,32,35,0.24058714203656867,4.6740586741927854e-05,0.2405716571428571,20,1,True,25,1
59,1,1,512,0.11112290396879747,1,128,1,256,DLMT,True,True,True,False,False,6,8,35,0.11119801031691685,0.00011335288586839674,0.11116045714285716,1,15,True,13,1
60,2048,128,512,0.2843176633005202,1,1,1,1,DLMT,True,False,True,False,False,28,1,35,0.2845162224137654,0.00029967171970647904,0.2844169428571428,15,1,True,11,32
61,2048,2048,512,0.1644842967528495,8,16,1,1,DLMT,True,True,True,False,False,30,1,35,0.164509874675722,3.860301352305657e-05,0.16449708571428576,1,23,True,11,1
62,2048,1,512,0.19644127595133243,1,256,1,16,DLMT,True,True,True,True,False,25,8,35,0.19666238119152474,0.0003336990505328565,0.19655182857142858,30,1,True,28,1
63,2048,1,512,0.1911698319493292,32,512,1,256,DLMT,True,False,True,False,False,26,1,35,0.19118822519352793,2.7759668291849156e-05,0.19117902857142857,9,26,True,1,1
64,1,1,512,0.09121921830284278,8,1,1,1,DLMT,True,True,True,True,False,3,8,35,0.09124363884001437,3.6856250266046664e-05,0.09123142857142857,1,7,True,5,1
65,1,1024,512,0.16992362345300124,1,16,1,512,DLMT,True,True,True,False,False,19,32,35,0.16993809083271313,2.183462892764933e-05,0.1699308571428572,28,1,True,1,1
66,1,128,512,0.23556070820475442,1,128,1,512,DLMT,True,True,True,False,False,15,1,35,0.23587077750953125,0.00046796644219474463,0.23571574285714283,3,1,True,27,32
67,256,2048,512,0.12935470321009218,32,512,1,256,DLMT,True,False,True,False,False,29,1,35,0.12947815393276496,0.00018631575130319364,0.12941642857142857,1,8,True,29,1
68,1,1,512,0.1396413201959552,1,32,1,512,DLMT,True,True,True,False,False,15,1,35,0.13970970837547336,0.00010321361245454979,0.1396755142857143,1,22,True,26,1
69,256,1,512,0.1532416735591841,32,256,1,256,DLMT,True,True,True,True,False,8,1,35,0.1532618692979587,3.0480050350808344e-05,0.1532517714285714,16,2,True,1,1
70,512,1024,512,0.21607105459840148,1,1,1,512,DLMT,True,False,True,True,False,15,1,35,0.21612963111588424,8.840554050418379e-05,0.21610034285714286,29,26,True,1,1
