id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,4,2048,16,64,1,16,512,22,2,1,RS,10.897548527282616,False,False,4,False,64,True,3,1,1,8,16,8,8,0.13033390000000003,1,True,301
