id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,512,False,2,128,32,16,64,9,1.4915093896014622,128,4,RS,False,True,1,False,256,False,1,20,2048,2,10,512,16,32,1.4917399999999998,1,False,0.00037207526120393476,True,1.4919706103985375
2,32,2048,False,16,2,4,4,4,8,0.9177434400362557,8,1,RS,True,False,1,False,32,False,23,1,64,2,10,64,32,16,0.9372116,8,True,0.03141064214625355,True,0.9566797599637443
3,2,512,False,1,4,1,2,16,1,inf,512,32,RS,True,True,30,False,1024,False,1,25,16,16,1,2048,2,8,inf,1,False,inf,False,inf
4,16,256,False,8,64,8,64,256,6,1.6711508269254092,32,4,RS,True,False,1,False,2048,False,1,29,128,8,10,1,32,1,1.671697,19,False,0.0008812156376279234,True,1.6722431730745908
5,4,16,False,4,16,4,256,256,1,0.7794576749417729,128,8,RS,True,False,12,True,128,True,9,1,32,8,10,2048,32,32,0.7823741,2,True,0.004705466978951182,True,0.785290525058227
6,8,1024,False,1,64,2048,4,1,4,inf,2,64,RS,True,False,27,False,8,False,27,1,64,2,1,64,8,16,inf,1,False,inf,False,inf
7,32,64,False,16,2,2,4,64,2,1.7855409370324118,1,32,RS,False,True,9,True,1,True,1,24,1024,16,10,2048,32,4,1.8015139999999998,1,False,0.025771524673561714,True,1.8174870629675879
8,8,256,False,1,2,4,16,2048,6,1.6624951863659352,1,2,RS,True,True,1,True,32,False,26,1,16,32,10,2048,4,16,1.6627880000000002,19,False,0.00047243623908417673,True,1.6630808136340651
9,16,1024,False,1,64,4,128,16,14,0.4952173133643506,64,1024,RS,False,False,5,True,2048,False,1,13,512,8,10,128,1,2,0.5041292,1,True,0.014378764222282809,True,0.5130410866356495
10,16,1024,False,4,2,256,64,512,3,0.7859333736568097,4,512,RS,False,True,1,True,16,True,12,1,64,2,10,256,4,2,0.7922572,4,True,0.010203092980072248,True,0.7985810263431903
11,2,256,False,16,8,2,1,2048,1,3.740804220874453,8,16,RS,False,True,2,True,64,True,23,1,8,4,10,1024,32,32,3.7498850000000004,30,True,0.014651261549777892,True,3.7589657791255475
12,8,128,False,4,2,2,1,4,1,1.238015293177577,1,64,RS,False,True,8,True,16,True,1,7,4,32,10,256,2,1,1.2410539999999999,9,True,0.004902760854865353,True,1.2440927068224228
13,32,4,False,2,512,256,512,512,1,0.9934028605913128,2,1,RS,True,True,1,True,256,True,1,8,1024,8,10,2048,1,1,1.0026647,21,False,0.014943390840435099,True,1.0119265394086872
14,4,2048,False,2,8,2,64,1024,1,0.30376032912936846,4,2048,RS,True,True,12,False,64,True,1,17,32,8,10,128,16,16,0.31065529999999997,1,True,0.011124598474102337,True,0.3175502708706315
15,8,2048,False,1,1,1024,16,1024,4,inf,2,4,RS,False,False,1,False,2048,False,27,1,1,2,1,1024,2,2,inf,18,False,inf,False,inf
16,2,1,False,16,8,8,16,512,25,inf,4,2,RS,True,False,4,True,128,False,1,18,64,8,1,1,4,16,inf,1,False,inf,False,inf
17,1,256,False,8,16,1024,16,1,1,1.3260404961976626,64,4,RS,True,True,4,False,2048,True,27,1,32,16,10,256,4,8,1.3277649999999999,11,False,0.0027823775804156846,True,1.329489503802337
18,2,8,False,2,2,64,32,512,1,1.0048331954951526,1,1,RS,False,True,2,False,64,True,1,5,256,1,10,128,32,1,1.0200280000000002,4,False,0.02451585397248076,True,1.0352228045048477
19,1,1,False,4,2,8,2,64,6,6.707882320117239,32,1,RS,False,False,1,False,1,False,1,9,128,32,10,16,32,8,6.714248,6,False,0.010270621013356619,True,6.720613679882762
20,8,64,False,16,8,8,1,256,9,1.9821379738155995,256,32,RS,False,True,1,False,256,False,1,5,2048,2,10,64,2,32,1.9826169999999999,5,False,0.0007728783862937249,True,1.9830960261844002
21,4,8,False,8,16,128,8,256,8,1.4728050575250142,64,1,RS,True,True,1,False,1,False,4,1,64,32,10,64,1,2,1.472864,12,False,9.509994742377896e-05,True,1.4729229424749857
22,2,2048,False,16,16,4,16,2048,7,1.0610984990822834,8,4,RS,True,False,1,False,1024,True,27,1,32,32,10,64,32,1,1.069467,4,True,0.013502045807950733,True,1.0778355009177165
23,4,2048,False,16,64,1,16,512,22,0.1155631121777259,2,1,RS,False,False,4,False,64,True,3,1,1,8,10,16,8,8,0.1303339,1,True,0.02383172993070373,True,0.1451046878222741
24,32,1024,False,4,128,1,16,4,7,1.417022450639914,512,512,RS,True,True,1,False,1024,True,20,1,2048,2,10,1,16,16,1.4188709999999998,10,False,0.0029825172254322398,True,1.4207195493600855
25,4,1,False,16,2,8,64,32,1,1.4796015288033664,16,1,RS,True,True,12,False,512,True,1,17,1,4,10,1,2,32,1.481111,8,False,0.0024354361005782844,True,1.4826204711966338
26,16,32,False,32,2,128,32,512,19,1.6574764674555664,8,4,RS,True,False,1,False,256,False,1,12,1,1,10,1,32,2,1.657747,1,False,0.00043648711321184484,True,1.6580175325444337
27,32,32,False,1,16,2048,32,1,14,0.669777999822701,1,32,RS,True,True,7,False,2,True,9,1,1,1,10,512,8,8,0.6747201,1,False,0.007973765389701409,True,0.6796622001772991
28,1,8,False,4,128,1,32,2048,2,1.046085597268311,64,8,RS,False,False,8,True,2048,True,1,26,256,4,10,1024,16,16,1.0516910000000002,1,True,0.009043962018938383,True,1.0572964027316893
29,1,1024,False,16,64,256,64,1,1,0.7204423859119606,8,2,RS,False,True,1,True,128,False,1,30,2048,2,10,1,32,32,0.7259547000000001,21,True,0.008893769392670364,True,0.7314670140880395
30,8,16,False,16,16,4,16,1,1,1.1209036684048033,16,1,RS,False,True,21,False,512,False,1,3,256,32,10,256,4,1,1.1209479999999998,5,False,7.152621896897435e-05,True,1.1209923315951964
31,16,1024,False,32,1,1,32,2,1,1.2969131712201,4,8,RS,False,False,13,True,1024,False,1,30,2048,1,10,128,32,8,1.2971799999999998,6,False,0.00043051132389286594,True,1.2974468287798995
32,2,1024,False,16,64,16,4,64,7,1.534139571369342,32,2,RS,True,False,15,False,1024,False,1,12,128,4,10,2048,32,16,1.5408019999999998,1,True,0.010749406309187502,True,1.5474644286306576
33,32,2048,False,4,16,1,32,2,9,1.029730400754004,2,16,RS,True,False,1,False,1,True,7,1,32,1,10,128,16,8,1.042071,10,False,0.019910774696128734,True,1.054411599245996
34,16,64,False,1,2048,512,64,1024,12,inf,512,64,RS,True,False,9,True,2048,False,1,6,1,2,1,1024,32,16,inf,1,False,inf,False,inf
35,2,512,False,8,64,1,4,16,7,inf,4,512,RS,False,True,1,True,8,False,16,1,64,1,1,64,1,16,inf,5,False,inf,False,inf
36,2,1,False,32,32,8,64,2048,1,0.6358707274414984,64,32,RS,False,False,11,False,64,True,2,1,512,2,10,2048,4,1,0.6465902,3,True,0.017295189538134585,True,0.6573096725585016
37,4,2048,False,2,1024,128,2,256,6,0.5485652475193611,8,1024,RS,True,False,1,False,32,False,1,15,2048,2,10,32,32,4,0.5587696,4,True,0.01646407594248764,True,0.5689739524806389
38,4,512,False,1,1,8,1,16,6,inf,8,64,RS,True,True,12,False,1024,True,1,16,1,2,1,128,32,8,inf,1,False,inf,False,inf
39,16,256,False,8,16,1,64,64,3,0.4761464632426386,2,64,RS,False,True,24,True,2048,True,10,1,16,4,10,1,32,32,0.4827172,1,True,0.010601467283352822,True,0.48928793675736143
40,16,128,False,16,64,16,8,512,2,0.593874552620379,8,2,RS,True,False,1,True,512,True,12,1,1024,2,10,64,2,8,0.6013377999999999,23,True,0.012041476602144769,True,0.6088010473796208
41,8,2048,False,4,4,16,16,128,23,1.377138537394914,16,32,RS,True,False,1,False,1,False,1,27,1,32,10,64,4,8,1.377333,4,False,0.00031375308763422947,True,1.3775274626050857
42,2,2048,False,2,4,4,4,1024,1,0.5103186520861638,64,1024,RS,True,True,6,True,64,False,9,1,512,2,10,8,4,2,0.5246074000000001,15,True,0.02305398909169518,True,0.5388961479138363
43,1,16,False,32,64,1,256,4,7,1.840008800627169,2048,2,RS,True,False,10,False,2048,False,20,1,256,1,10,512,1,4,1.840246,1,False,0.00038270615359569103,True,1.840483199372831
44,16,512,False,32,32,8,2048,2048,1,inf,2,16,RS,True,False,4,False,512,False,1,11,2048,1,1,2048,2,2,inf,13,True,inf,False,inf
45,32,1,False,32,1,1,32,256,21,1.8689806641396371,512,128,RS,False,True,1,False,1024,True,1,16,4,1,10,1024,16,4,1.8757820000000003,5,False,0.010973524319925675,True,1.8825833358603634
46,8,1024,False,2,1024,4,16,256,5,0.42905930367246453,2,16,RS,False,True,1,True,2,True,17,1,1024,1,10,512,4,4,0.4349796,3,False,0.009552022876857025,True,0.4408998963275355
47,2,2048,False,2,128,4,4,2048,1,1.3096039934569506,64,512,RS,False,False,1,False,256,True,1,11,128,16,10,512,16,16,1.31644,28,False,0.011029463268899375,True,1.3232760065430496
48,2,2048,False,32,128,1,256,256,6,inf,2,16,RS,False,False,2,True,2,False,1,20,1,16,1,1024,8,1,inf,1,False,inf,False,inf
