id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,256,1024,0.11540470539473217,1,False,16,16,DLMT,False,True,False,True,False,26,1,256,35,0.11544472317669639,6.0396107456675755e-05,0.11542471428571428,30,1,True,22,8
2,2048,2048,2048,inf,32,False,16,512,DLMT,False,False,True,False,True,9,1,32,1,inf,inf,inf,27,27,False,1,1
3,1,2048,256,0.13548800238445632,1,False,64,128,DLMT,True,True,False,False,True,3,32,16,35,0.13566365475840078,0.0002651001412635603,0.13557582857142855,30,5,True,1,1
4,1,512,1024,0.26473417141443334,1,False,512,256,DLMT,True,False,True,False,True,30,8,512,35,0.26490474287128096,0.00025743185981726705,0.26481945714285715,1,30,True,1,1
5,1024,512,1,0.22991184938796475,1,False,512,512,DLMT,False,False,False,False,True,20,32,256,35,0.2300739220406067,0.0002446051945983337,0.22999288571428572,20,1,True,30,1
6,512,64,2048,0.1055597052357418,1,False,32,512,DLMT,True,False,True,True,False,2,8,512,35,0.10579680904997248,0.00035784460656684315,0.10567825714285714,1,9,True,30,1
7,2048,256,1,inf,1,False,128,1,DLMT,True,False,False,True,False,22,32,1,1,inf,inf,inf,8,9,False,1,1
8,256,512,512,0.19548909078454454,32,False,64,16,DLMT,True,False,False,True,False,2,1,512,35,0.1955478235011698,8.864128121081218e-05,0.19551845714285718,30,25,True,1,1
9,2048,2048,2048,0.27052805761552395,32,False,256,16,DLMT,False,False,False,False,False,30,1,128,35,0.2705687423844761,6.140274540162526e-05,0.2705484,7,1,True,25,1
10,512,2048,128,0.20849329294305446,32,False,512,512,DLMT,True,True,False,True,False,17,1,32,35,0.2085173356283741,3.628598425096442e-05,0.20850531428571428,22,1,True,28,1
11,128,1,128,0.2643920863424763,1,False,32,1,DLMT,True,True,True,False,True,17,1,64,35,0.2645161422289522,0.00018722908373412054,0.26445411428571425,18,1,True,26,32
12,64,512,2048,0.2699511268333008,1,False,512,1,DLMT,True,False,False,True,True,2,1,128,35,0.2700607017381278,0.00016537392633121723,0.2700059142857143,25,13,True,1,32
13,256,256,2048,inf,1,False,128,128,DLMT,True,True,True,True,True,28,32,1,1,inf,inf,inf,12,27,False,1,1
14,128,256,2048,0.26771429670134744,1,False,32,32,DLMT,False,False,False,False,True,9,8,32,35,0.2678084461557954,0.00014209334672557217,0.2677613714285714,30,1,True,28,1
15,2048,2048,2048,0.16309122167600545,1,False,16,128,DLMT,True,True,False,False,True,2,1,256,35,0.16313637832399455,6.815184726560391e-05,0.1631138,1,23,True,25,1
16,2048,128,2048,0.1709872492871202,1,False,64,512,DLMT,True,False,False,False,False,4,1,16,35,0.17142720785573698,0.0006639994443076127,0.1712072285714286,1,29,True,12,32
17,1,256,1,0.2864434421038619,8,False,1,512,DLMT,False,True,False,True,False,29,1,1,35,0.2864646150389953,3.1954866130026186e-05,0.2864540285714286,3,1,True,8,1
18,256,64,1,inf,32,False,16,16,DLMT,True,True,False,False,True,14,1,512,1,inf,inf,inf,3,27,False,1,1
19,256,2048,64,0.1904045373761427,1,False,16,1,DLMT,False,False,True,False,False,11,1,16,35,0.19043157690957163,4.080892259377998e-05,0.19041805714285717,29,1,True,3,1
20,1,2048,1024,0.2683481882671201,1,False,512,64,DLMT,True,True,False,False,False,8,1,512,35,0.2684219831614513,0.00011137359816108262,0.2683850857142857,7,1,True,16,32
21,1024,2048,2048,0.20732484606173465,8,False,128,256,DLMT,True,False,False,False,True,30,1,512,35,0.20750081108112248,0.00026557199569600805,0.20741282857142856,26,1,True,3,1
22,512,256,2048,inf,32,False,64,512,DLMT,False,True,False,False,True,24,1,32,1,inf,inf,inf,3,1,False,10,1
23,1,256,2048,inf,1,False,16,16,DLMT,False,True,True,True,False,4,32,512,1,inf,inf,inf,1,9,False,2,1
24,2048,512,64,0.19850063992815664,8,False,512,32,DLMT,False,True,True,True,True,1,1,32,35,0.19852958864327191,4.3690320228084836e-05,0.19851511428571428,5,5,True,1,1
25,2048,2048,2048,0.28273904315043596,1,False,128,512,DLMT,False,False,True,True,True,2,1,512,35,0.2829199282781355,0.0002729975794166414,0.28282948571428573,20,25,True,1,32
26,2048,128,2048,0.18344824382230715,1,False,16,512,DLMT,True,True,True,False,False,25,32,256,35,0.18348244189197851,5.161281283731516e-05,0.18346534285714283,30,1,True,27,1
