id,speedup,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,T4_J,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,U2_I,RT2_J,cost_mean,RT3_I,RT3_J,points,U4_J,U4_I,T4_Ja,U3_I,U3_J
1,1.0371426067500342,64,1,16,2048,1024,1024,8,512,DLMT,2048,True,True,False,True,16,128,1,False,4,6,1024,8,17,2,1.848524,8,8,329,1,9,1,30,1
