id,T2_J,T2_I,T4_I,T2_Ja,T3_I,T3_Ja,mean_confidence_interval_inf,T4_J,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,RT4_J,T3_J,U2_J,SCR,RT4_I,U1_I,T3_Ia,RT2_I,runs,U2_I,RT2_J,cost_mean,RT3_I,cost_std,RT3_J,correct_result,U4_J,U4_I,T4_Ja,mean_confidence_interval_sup,U3_I,U3_J
1,4,32,16,4,2,1,2.7146101923433825,8,False,512,DLMT,512,False,False,True,True,1,128,10,False,4,17,512,32,10,1,2,2.714694,16,0.00013521834195108007,4,True,1,4,512,2.714777807656618,1,9
2,4,32,16,64,2,1,2.0279875192572123,8,False,1024,DLMT,2048,True,True,False,False,1,1024,1,False,4,30,1,4,10,22,8,2.0283069999999994,8,0.0005154619287590404,4,True,13,1,128,2.0286264807427865,1,16
3,2,512,2,128,32,1,2.0093307139570804,1,False,512,DLMT,256,True,False,True,False,8,2048,1,False,8,11,32,2,10,16,4,2.009458,2,0.00020536796244791008,32,True,1,13,128,2.0095852860429195,10,1
4,64,1024,64,64,1,1024,3.896196262833862,2,False,2048,DLMT,512,False,True,True,True,1,1024,1,True,1,10,256,4,10,20,1,3.8963480000000006,32,0.0002448182999695592,4,True,18,1,32,3.896499737166139,1,8
5,1,1024,8,64,1,2,3.7653700239643433,4,False,1,DLMT,64,True,True,True,True,16,2,14,True,8,7,1,4,10,1,1,3.766013,8,0.001037401079621549,2,True,1,1,2048,3.766655976035657,1,5
6,16,1,1024,32,64,32,2.0869412929202866,8,False,4,DLMT,1024,False,False,True,True,2,8,6,False,2,19,1,2,10,1,16,2.087081,8,0.0002254085180289398,16,True,1,9,64,2.0872207070797133,1,26
7,16,4,16,16,16,2,inf,16,False,1,DLMT,2048,False,False,False,False,1,2,1,False,32,30,2048,8,1,24,1,inf,16,inf,4,False,13,1,1024,inf,1,30
8,32,64,256,128,512,512,4.328430485649435,32,False,256,DLMT,512,False,False,True,False,4,1,1,True,1,30,2048,32,10,15,1,4.328699000000001,1,0.00043323088532552773,1,True,4,1,1024,4.328967514350567,19,1
9,2,2048,1,128,128,256,2.7495225283662768,32,False,2048,DLMT,1,False,True,False,True,16,1,3,True,1,15,2048,4,10,1,32,2.7500279999999995,2,0.0008155464425770398,16,True,9,1,512,2.750533471633722,1,14
10,64,32,8,256,1,1024,3.1813715188795184,1024,False,32,DLMT,16,True,False,False,False,4,16,1,False,32,23,256,32,10,12,2,3.181757,4,0.0006219493548513343,16,True,1,12,2048,3.182142481120482,1,8
11,128,8,2,512,4,1024,1.9541153736358787,8,False,64,DLMT,512,False,True,True,True,2,256,1,True,2,10,64,16,10,2,8,1.9542220000000001,2,0.00017203488018424117,4,True,1,1,32,1.9543286263641215,26,1
12,16,128,16,256,8,16,3.5655076688664673,1,False,256,DLMT,512,True,True,False,False,4,4,1,True,2,3,8,32,10,6,2,3.565677,8,0.00027320505119773957,2,True,1,30,4,3.5658463311335327,17,1
13,512,256,128,512,4,512,inf,16,False,256,DLMT,1024,True,False,True,True,1,256,1,True,1,30,64,4,1,15,4,inf,8,inf,16,False,1,17,1024,inf,1,29
14,4,1024,4,1,16,1,1.8626729201271277,8,False,2048,DLMT,16,True,False,False,False,16,64,1,False,4,10,32,4,10,12,32,1.8629199999999997,4,0.0003986477141537769,16,True,1,6,32,1.8631670798728717,8,1
15,1,2,1,2,128,512,8.976030433852795,8,False,32,DLMT,2,False,True,False,False,2,2,1,False,2,19,256,1,10,24,16,8.976315999999999,4,0.0004607428784039696,8,True,1,15,16,8.976601566147203,1,18
16,1024,4,1,1,4,64,inf,1024,False,2048,DLMT,8,True,True,True,True,8,2,1,True,16,27,2048,2,1,13,1,inf,4,inf,4,False,1,6,1,inf,27,1
17,4,32,8,4,16,64,inf,8,False,2048,DLMT,1,True,False,False,False,32,8,1,False,1,20,1,1,1,2,1,inf,32,inf,1,False,4,1,2048,inf,24,1
18,64,8,16,1024,4,256,4.867691975249212,4,False,256,DLMT,256,False,True,False,False,1,64,1,True,16,8,32,8,10,2,8,4.867909,1,0.00035015567966249967,32,True,22,1,16,4.868126024750788,27,1
19,4,256,8,16,2,1,2.1440752697672414,1,False,256,DLMT,64,False,True,True,False,2,256,11,False,16,12,2048,4,10,1,1,2.1442949999999996,1,0.00035452080333880817,1,True,1,21,128,2.144514730232758,1,1
20,32,2,4,512,1024,2048,3.3850371546347713,64,False,512,DLMT,128,True,True,False,True,8,256,13,True,4,27,2048,1,10,1,8,3.3854040000000003,16,0.0005918817449457553,2,True,23,1,1024,3.3857708453652293,1,1
21,16,64,32,2048,64,1024,2.6640971169599053,16,False,1,DLMT,32,True,True,True,True,1,128,1,False,1,17,128,16,10,5,8,2.664381,4,0.0004580272917632222,2,True,18,1,128,2.664664883040095,18,1
22,32,2,128,1024,2,32,4.0895254040740605,8,False,64,DLMT,2048,True,True,True,False,4,8,1,False,16,25,32,4,10,5,1,4.089664,1,0.00022361574184293054,16,True,1,11,2048,4.089802595925939,1,16
23,1,128,8,4,4,64,2.5641229310798117,32,False,512,DLMT,1024,True,True,True,False,8,16,27,False,4,10,256,4,10,1,32,2.564241,4,0.00019049671913183187,16,True,1,6,512,2.5643590689201883,1,11
