id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,2.118996393526784,4,32,2.1198849999999996,1,12,DLMT,1,0.0014337102217672922,True,1,5,False,False,2.120773606473215,True,16,True,4
2,10,False,0.47902584050554775,2048,4,0.6276762,1,7,DLMT,2048,0.23983793310141743,True,32,20,True,True,0.7763265594944523,True,2,True,8
3,10,False,1.4993766083651208,2048,256,1.499717,21,1,DLMT,1,0.000549200327749366,True,2048,8,False,False,1.5000573916348792,True,2,True,4
4,10,False,2.2181892316856078,128,32,2.2183,11,1,DLMT,256,0.0001787176544160741,True,1,30,False,True,2.2184107683143925,True,1,True,8
5,10,False,0.777158951319141,64,2048,0.8223322999999999,30,1,DLMT,1024,0.07288433486291826,True,1,14,True,True,0.8675056486808588,False,8,False,16
6,10,False,0.8783360376885905,32,4,0.8963751999999999,6,1,DLMT,1,0.029105045008726568,True,256,21,True,False,0.9144143623114094,True,32,False,1
7,10,False,0.8342977801855819,2,2,0.8563889,10,1,DLMT,2,0.03564262161359626,True,128,7,True,True,0.8784800198144181,True,2,True,2
8,10,False,1.5596584159703508,16,1,1.559816,1,8,DLMT,16,0.0002542518436511292,True,2048,29,False,False,1.5599735840296494,True,16,True,8
9,10,False,0.6843873100533363,128,1,0.7830387,12,1,DLMT,2048,0.15916776483324127,True,2048,23,True,False,0.8816900899466636,False,32,True,1
10,10,False,4.566699115135678,1,8,4.566905,1,7,DLMT,8,0.000332182178931938,True,8,8,False,True,4.567110884864323,False,16,False,1
11,10,False,0.8709777544744589,128,1,0.9008285,26,1,DLMT,1,0.04816228586819776,True,128,3,True,True,0.9306792455255412,True,2,False,32
12,10,False,2.1205375167277247,64,1,2.1207450000000003,3,1,DLMT,1024,0.0003347611088523392,True,128,22,False,True,2.120952483272276,True,1,True,16
13,10,False,1.4418248039657695,16,2048,1.441882,17,1,DLMT,2048,9.228217596047909e-05,True,2048,1,False,True,1.4419391960342307,False,8,True,1
14,10,False,0.9627317659682476,4,1,0.9772047,9,1,DLMT,64,0.02335116171863832,True,16,2,True,False,0.9916776340317525,True,1,False,16
15,10,False,0.7066711346555231,1,128,0.7608986,1,26,DLMT,1024,0.08749257822032679,True,512,30,True,True,0.8151260653444768,True,16,True,1
16,10,False,0.7989831065441354,1024,1,0.8706698999999999,1,17,DLMT,2048,0.11566209749909431,True,512,5,True,False,0.9423566934558644,False,32,False,4
17,10,False,4.7338600554246115,16,1,4.733994000000001,1,26,DLMT,1,0.00021611108254769153,True,2,30,False,False,4.73412794457539,False,2,False,8
18,10,False,0.6522570820195036,1,4,0.7818883000000001,29,1,DLMT,2048,0.2091517537636489,True,16,23,True,False,0.9115195179804966,True,32,True,4
19,10,False,3.876027978789352,64,1024,3.876245,3,1,DLMT,2048,0.0003501499678708738,True,1024,9,False,False,3.876462021210648,True,16,False,4
20,10,False,0.9633335185784574,4,16,0.9811992000000002,22,1,DLMT,8,0.02882514458870932,True,1,18,True,True,0.9990648814215429,True,1,False,8
21,10,False,11.028303201552525,4,2,11.029409999999999,30,1,DLMT,1024,0.0017857491425170326,True,2048,30,False,False,11.030516798447472,False,1,False,16
22,10,False,1.581042490127739,1,32,1.581318,9,1,DLMT,128,0.00044451771618237833,True,1024,1,False,False,1.581593509872261,False,4,True,8
23,10,False,0.6362117046230584,4,64,0.7658185,1,30,DLMT,2048,0.209112349440797,True,2048,21,True,True,0.8954252953769415,True,4,False,32
24,10,False,2.7395174275441008,256,2048,2.7397359999999997,17,1,DLMT,1024,0.0003526528037603535,True,1,26,False,False,2.7399545724558987,False,1,True,32
25,10,False,0.9945830514325537,4,1,1.0128203999999998,1,30,DLMT,32,0.029424805971152983,True,2,3,True,True,1.0310577485674461,False,32,False,2
26,10,False,0.688314420871831,256,4,0.7539127999999999,1,1,DLMT,1024,0.10583882688484414,True,1024,1,True,False,0.8195111791281688,False,2,True,2
27,10,False,2.19300903959186,8,256,2.1940009999999996,1,26,DLMT,8,0.0016004652448585492,True,2048,5,False,True,2.1949929604081393,True,32,True,1
28,10,False,0.7279821098620379,1,256,0.7464416,1,7,DLMT,1,0.029783217315125655,True,512,23,True,True,0.7649010901379621,False,1,True,16
29,10,False,0.8797465093948045,2,4,0.929663,20,1,DLMT,512,0.0805370937220856,True,8,14,True,False,0.9795794906051956,False,16,True,4
30,10,False,4.093324482507163,1,1,4.093393000000001,1,9,DLMT,1024,0.00011054863183236267,True,1,9,False,False,4.093461517492838,True,4,False,8
31,10,False,4.09015729616697,2048,1,4.09023,30,1,DLMT,1,0.0001173030263888949,True,16,24,False,False,4.09030270383303,False,16,False,4
32,10,False,4.33740513444719,16,512,4.337448999999999,1,2,DLMT,256,7.077428911700618e-05,True,2048,30,False,True,4.337492865552809,False,32,False,4
33,10,False,5.006901735373456,4,4,5.007206999999999,1,14,DLMT,256,0.0004925251262625221,True,256,23,False,True,5.007512264626542,True,4,False,32
34,10,False,4.3557182885306895,16,128,4.355783000000001,22,1,DLMT,32,0.00010440785411049815,True,128,19,False,False,4.355847711469312,False,2,False,1
35,10,False,0.4622395392616673,2048,8,0.6079916,1,18,DLMT,2048,0.2351617117620128,True,8,6,True,True,0.7537436607383327,False,1,True,32
36,10,False,2.6183713940960684,128,4,2.6190159999999993,1,30,DLMT,128,0.0010400307687755495,True,512,12,False,False,2.6196606059039302,False,1,True,8
37,10,False,0.8701858031424519,128,2048,0.880143,1,24,DLMT,128,0.016065306010157432,True,2048,20,True,True,0.8901001968575482,False,1,False,2
38,10,False,2.824834816281582,4,2,2.825616,1,2,DLMT,8,0.0012603904157045434,True,1,15,False,False,2.8263971837184183,False,2,True,32
39,10,True,6.034924495115875,1,1,6.037244,1,1,DLMT,1,0.003742374112779199,True,1,1,False,False,6.039563504884126,False,1,False,1
40,10,False,0.7101335000488807,32,256,0.7382015,25,1,DLMT,128,0.04528593888007623,True,1024,1,True,True,0.7662694999511193,True,8,True,8
41,10,False,0.8457157855046783,8,16,0.8627739999999999,1,11,DLMT,1,0.027522347883129433,True,1024,1,True,True,0.8798322144953216,False,32,True,4
42,10,False,0.7340268449938983,8,2048,0.7749138000000001,1,30,DLMT,1024,0.06596851035425916,True,1,1,True,True,0.8158007550061019,True,2,True,32
43,10,False,0.43354009555588313,2048,1024,0.5659419,1,16,DLMT,2048,0.21362191941392622,True,1,1,True,True,0.6983437044441169,True,16,True,4
44,10,False,0.7928763680618892,16,128,0.8482358999999999,22,1,DLMT,128,0.08931909591509535,True,128,1,True,False,0.9035954319381106,False,32,True,2
45,10,False,0.7461707443846283,1,512,0.8087308,8,1,DLMT,512,0.1009366844757643,True,1024,1,True,False,0.8712908556153717,False,1,True,2
46,1,False,inf,1,16,inf,26,1,DLMT,1,inf,False,1,1,True,False,inf,False,8,True,1
47,10,False,0.5458049389063004,1,512,0.6684395,1,27,DLMT,8,0.1978630913476538,True,1,1,True,True,0.7910740610936995,True,8,True,4
48,10,False,0.7614110013445605,32,2048,0.7891303,2,1,DLMT,1,0.044723331441318175,True,2048,1,True,False,0.8168495986554394,True,4,True,4
49,10,False,0.8500699861661266,4,8,0.8737809000000001,1,1,DLMT,256,0.038256056596178326,True,2048,1,True,True,0.8974918138338736,True,32,True,1
50,10,False,0.7697414346417887,4,1,0.7825925,2,1,DLMT,64,0.02073437941318716,True,8,1,True,True,0.7954435653582114,False,4,True,32
51,10,False,0.7784143583584697,1,128,0.7973213,12,1,DLMT,4,0.030505151955202574,True,256,1,True,False,0.8162282416415303,True,4,True,16
52,10,False,0.7598058762833696,16,16,0.7939138,1,30,DLMT,1,0.055030973045731256,True,32,1,True,True,0.8280217237166304,False,16,True,1
53,10,False,0.6970842885575805,64,128,0.7316539,12,1,DLMT,128,0.05577587692802329,True,2048,1,True,False,0.7662235114424194,True,8,True,1
54,10,False,0.7343953575210351,2,8,0.8047804,10,1,DLMT,8,0.1135618048070741,True,8,1,True,True,0.8751654424789648,False,1,True,1
55,10,False,0.44979088625026986,512,32,0.5988383,30,1,DLMT,2048,0.24047855497571924,True,2048,1,True,True,0.7478857137497302,False,4,True,32
56,10,False,0.6365957813737355,32,256,0.7082902000000001,1,4,DLMT,512,0.11567440022822682,True,1,1,True,True,0.7799846186262647,False,4,True,8
