id,T1_I,T1_J,cost_mean,U_J,U_I,technique,points,T2_I,speedup,T2_J,U1_I,OMP,VEC2,VEC1,RT_I,SCR,RT_J
1,2048,1,0.5082502,7,1,DLMT,127,1,11.878488193413402,8,1,True,True,False,8,True,16
