id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,1,32,512,32,5,1,30,DLMT,27,1.5036919601189798,2048,2048,512,156,8,0.11791645714285713,8
2,8,512,1,1,1,5,7,DLMT,3,1.5582923558224804,2048,2048,2048,66,1,0.11378482857142859,8
