id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,30,17,0.168976,43,DLMT,11.468332780986652,8,1,18,1,4,True,False,True,1024,False,2
