id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,23,1,0.060740590000000004,301,RS,1.5816723215892368,16,2048,1,16,True,False,128,True,4
