id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,2,128,RS,4,8,True,1,2,0.0007793997690530337,False,4,2,8,True,3.7423709318949614,32,1,32,8,True,True,True,256,True,2,False,2,True,12,1,256,False,1,16,1,8,1,1,8,False,10,3.7433370681050384,16,3.742854,8,1,16,True,512,32,4,128,False,16,4,2,1
2,8,1024,RS,32,2,True,1,4,0.00016690116836012744,True,512,8,2,True,2.4340985554849643,2,2,1024,512,False,False,False,512,True,256,True,512,True,8,16,2,True,16,1,1,16,4,4,1,False,10,2.4343054445150356,1,2.434202,8,32,2,True,512,256,8,32,True,1,1,8,1
3,128,64,RS,16,16,False,8,2,0.0005050188115307679,True,32,256,1,True,2.9377429918493934,1,8,1,64,False,True,True,16,True,1024,True,1,True,12,8,2,True,12,1,1,1,12,1,4,False,10,2.9383690081506075,1,2.9380560000000004,16,32,2,True,32,2048,4,2048,True,4,16,4,1
4,2,1024,RS,2,2,False,8,2,0.00029554018339315,False,128,16,1,True,2.8355228256624865,8,1,512,128,True,False,False,1,True,4,False,2048,False,12,4,1,False,1,1,8,1,1,4,1,False,10,2.8358891743375136,4,2.835706,16,2,2,True,64,256,1,1024,False,4,4,1,1
5,4,2048,RS,2,16,True,1,32,0.0003595956062023594,True,1,1,32,False,5.1388161244296375,64,1,1,256,True,False,True,2,True,2,False,16,False,16,16,256,True,1,12,1,12,1,1,4,False,10,5.139261875570363,16,5.139039,4,4,2,True,16,128,8,64,True,1,4,2,16
6,4,2048,RS,4,1,True,1,4,0.00013067516979139345,True,16,1024,16,True,3.3190670081789175,2,2,256,32,False,True,False,4,False,32,True,32,False,8,16,2048,False,1,12,1,12,16,1,4,False,10,3.319228991821082,16,3.3191479999999998,16,16,1,True,256,4,8,1,True,1,4,16,1
7,16,2048,RS,2,8,False,1,4,0.00011178550889990678,True,16,32,16,True,2.3042627158969005,64,64,1024,32,False,False,False,1,False,4,False,4,False,8,8,2048,True,1,16,1,8,16,12,1,False,10,2.3044012841030996,4,2.304332,4,4,2,True,1,32,12,1024,True,1,8,16,4
8,16,64,RS,8,2,False,2,1,0.0006493080932807957,False,128,32,8,True,2.9142345620693493,2,1,1,2048,False,True,False,1,True,1,True,8,True,12,1,4,True,1,1,1,8,8,1,4,False,10,2.9150394379306506,1,2.914637,16,1,32,True,2,4,16,1,True,1,16,1,16
9,1,32,RS,2,16,False,2,1024,0.00013899999999999942,True,2,64,8,False,3.9091808484905095,1,2,4,4,True,True,False,2,False,2,True,64,True,16,8,2,True,8,1,1,8,1,1,1,False,10,3.90935315150949,8,3.909267,12,2,1,True,64,2048,8,1024,False,16,1,32,1
10,16,1024,RS,4,4,True,32,64,0.0001139122469272406,False,512,512,8,False,2.9420473977552355,4,64,32,1,True,False,True,64,False,1,True,1,True,4,8,1024,True,1,8,1,16,16,4,1,False,10,2.942188602244764,16,2.942118,1,1,1,True,2048,1024,1,512,False,8,4,16,1
