id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,128,64,0.12873013111779047,8,64,128,256,RS,False,True,True,False,False,30,8,35,0.1289542117393524,0.0003381895905903553,0.12884217142857143,1,22,True,8,1
2,512,1,256,inf,1,128,32,128,RS,False,True,False,True,True,14,32,1,inf,inf,inf,21,1,False,2,1
3,128,512,1,0.2686070729463242,8,64,256,128,RS,False,True,False,True,True,19,8,35,0.2686580127679616,7.687999660217659e-05,0.2686325428571429,24,1,True,16,1
4,2048,1024,512,0.3403505281525373,1,128,256,16,RS,False,False,False,True,True,2,1,35,0.34037770041889115,4.100924733943376e-05,0.3403641142857142,1,13,True,21,1
5,256,256,1024,0.14881999208957666,1,128,64,128,RS,True,True,True,True,True,5,1,35,0.1488613221961376,6.23767094158659e-05,0.14884065714285713,1,6,True,9,1
6,2048,128,1024,0.24429539136558107,1,512,1,512,RS,False,False,False,False,True,7,1,35,0.24433478006299028,5.944667306734359e-05,0.24431508571428567,12,1,True,18,1
7,1,64,1024,0.18199565011410831,1,256,1,32,RS,True,True,True,False,True,7,1,35,0.182031264171606,5.374986663485865e-05,0.18201345714285716,1,2,True,5,1
8,2048,1024,64,0.1280348249630545,1,32,16,512,RS,True,False,True,False,False,21,8,35,0.1280700893226598,5.3222091469691054e-05,0.12805245714285715,1,23,True,8,1
9,1024,2048,2048,0.13997367522616172,32,32,32,256,RS,False,True,True,True,False,29,1,35,0.13999826763098117,3.7115638378518375e-05,0.13998597142857144,1,8,True,11,1
10,128,1024,2048,0.18875165815048708,8,1,256,128,RS,True,True,True,False,True,12,1,35,0.18901657042094147,0.00039981401186255566,0.18888411428571428,16,1,True,12,1
11,512,1,1,0.10578345215605256,1,512,1,512,RS,False,True,True,False,False,13,1,35,0.10580923355823318,3.8910110957100636e-05,0.10579634285714287,1,27,True,29,8
12,1024,512,2048,0.09551214638951379,1,128,64,1,RS,False,True,True,True,True,3,1,35,0.09565783075334335,0.0002198714686505059,0.09558498857142857,20,1,True,6,8
13,2048,256,64,0.0975414751828247,1,1,128,64,RS,True,True,True,True,False,5,1,35,0.09757421624574673,4.941385197843758e-05,0.09755784571428572,1,9,True,7,8
14,1,1024,256,0.09902504737846429,1,16,128,64,RS,True,False,True,True,False,8,8,35,0.09907323262153575,7.272269914839907e-05,0.09904914000000002,16,1,True,26,8
15,64,256,2048,0.12276794448754869,1,16,128,64,RS,True,True,False,True,False,16,8,35,0.12289194122673697,0.00018713981676919623,0.12282994285714283,1,29,True,7,8
16,256,256,512,0.1481346139255312,32,512,64,128,RS,True,False,False,False,False,21,1,35,0.14820944321732596,0.00011293474366434365,0.14817202857142858,1,16,True,2,1
17,1024,512,128,inf,32,16,128,128,RS,False,True,False,False,True,15,1,1,inf,inf,inf,27,11,False,1,1
18,512,128,2048,0.10222357292975454,8,64,128,512,RS,True,True,True,True,False,11,8,35,0.10225894135595973,5.3379152087225204e-05,0.10224125714285713,17,15,True,1,1
19,256,1,2048,0.16394837209697644,32,64,64,16,RS,False,False,True,False,False,18,1,35,0.1641211136173092,0.0002607069885475871,0.1640347428571428,1,11,True,22,1
20,1024,128,128,0.08926891448042477,1,128,64,512,RS,True,True,True,True,False,27,8,35,0.08929719980528951,4.268911059351463e-05,0.08928305714285714,6,1,True,21,8
21,1,1024,64,0.24186137368301122,1,64,16,64,RS,True,False,False,True,True,24,1,35,0.242026740602703,0.0002495770070518913,0.2419440571428571,1,14,True,13,32
22,1,512,256,0.24431080458591736,1,128,1,256,RS,True,True,True,True,True,20,1,35,0.24447279541408273,0.00024448170249968224,0.24439180000000005,22,1,True,27,1
23,64,512,128,0.13132043599144175,8,32,128,64,RS,False,False,False,True,False,27,1,35,0.13136167829427262,6.224419323789621e-05,0.13134105714285718,1,22,True,15,8
24,2048,64,2048,0.09561296486335755,1,512,1,512,RS,False,False,True,True,True,26,1,35,0.09565020085092812,5.619773501136975e-05,0.09563158285714284,1,29,True,6,8
25,1024,256,1024,0.0932975950550757,1,1,16,256,RS,True,False,True,True,True,15,8,35,0.09339274780206713,0.00014360754769545433,0.09334517142857142,1,20,True,22,8
26,512,128,128,0.211276890643225,1,1,32,1,RS,False,True,True,False,True,25,1,35,0.21147105221391785,0.0002930348088259723,0.21137397142857142,6,17,True,1,32
27,1024,256,512,0.13259697176859414,1,16,128,64,RS,False,True,False,False,True,24,32,35,0.13262285680283442,3.906651575276783e-05,0.13260991428571428,8,8,True,1,1
28,512,256,256,0.10425940875589063,1,16,256,16,RS,True,False,True,False,False,1,8,35,0.1044162483869665,0.0002367073522564188,0.10433782857142856,1,2,True,28,8
29,2048,1024,128,0.09711594940260716,1,64,16,1,RS,True,False,True,True,True,12,8,35,0.09715710202596424,6.210884612796264e-05,0.0971365257142857,19,1,True,7,8
30,512,1,1,0.2257309133331128,8,128,1,512,RS,False,False,True,True,True,27,8,35,0.2258040009526015,0.00011030615650662969,0.22576745714285715,10,1,True,2,1
31,1024,1,1024,0.1129355522318715,8,512,1,128,RS,False,True,False,True,True,27,1,35,0.11298999062527139,8.216015221653975e-05,0.11296277142857145,27,30,True,1,8
32,1,256,64,inf,1,1,1,512,RS,False,True,False,True,True,21,32,1,inf,inf,inf,1,4,False,5,1
33,2048,1024,128,0.20191641025439536,1,16,64,512,RS,False,False,True,True,False,16,1,35,0.20196530403131893,7.379204094021553e-05,0.20194085714285714,15,1,True,27,32
34,2048,64,1,inf,32,256,32,64,RS,False,False,False,False,True,20,1,1,inf,inf,inf,1,4,False,21,1
35,128,1,1024,inf,1,512,1,16,RS,True,True,True,False,False,5,32,1,inf,inf,inf,1,9,False,1,1
36,64,1024,256,0.1343947146018223,8,128,32,64,RS,True,True,True,False,True,3,8,35,0.13443717111246342,6.407671422694965e-05,0.13441594285714287,1,23,True,13,1
37,256,512,1024,0.17515842639967888,32,32,512,64,RS,True,False,False,True,False,27,1,35,0.17527454502889256,0.0001752499229962869,0.17521648571428572,1,11,True,10,1
38,2048,256,2048,0.0897969665481637,8,128,1,1,RS,True,False,True,True,False,12,1,35,0.08982211345183631,3.795250565791777e-05,0.08980954000000001,1,24,True,17,8
39,1,256,1024,0.2672484627735727,1,128,1,32,RS,False,False,True,False,True,10,1,35,0.2673665657978558,0.00017824483505697784,0.26730751428571425,12,1,True,18,32
40,1,1024,1024,0.11428900459785127,1,1,128,16,RS,True,False,True,True,False,23,8,35,0.11433173825929163,6.44949990151108e-05,0.11431037142857145,11,1,True,1,8
41,1,512,2048,0.15023832094320483,1,32,16,512,RS,False,True,True,False,True,10,32,35,0.1502733933425095,5.2932378887536573e-05,0.15025585714285716,1,15,True,21,1
