id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,256,1,0.02038865,1,21,RS,6.567909106291981,512,256,True,True,False,True,True,301
