id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,1,16,128,7,28,1,SIMA,13,1.5606411709305064,256,512,64,131,8,0.11312517142857144,1
