id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.2981035269741279,1,32,128,64,13,1,19,SIMA,19,1024,1,1,0.29741424445444353,0.0010402870694855271,32,0.2977588857142857,1
2,True,35,0.15857566965440467,8,128,128,16,15,1,20,SIMA,11,512,512,1,0.15851930177416673,8.50721950307315e-05,1,0.1585474857142857,1
3,True,35,0.13738749432706482,1,1,1,16,15,1,18,SIMA,30,1024,2048,512,0.13717084853007805,0.00032696871722049715,1,0.13727917142857143,32
4,True,35,0.12234938509370775,8,128,64,1,11,1,17,SIMA,9,512,1,1024,0.12230890062057799,6.110045258524967e-05,1,0.12232914285714287,8
5,True,35,0.14952619934470052,1,64,128,16,1,14,16,SIMA,15,512,256,1024,0.1494854577981567,6.148843594613509e-05,1,0.1495058285714286,32
6,True,35,0.12184128072728123,1,64,16,32,1,20,5,SIMA,4,128,512,256,0.12179740498700445,6.621866066606921e-05,8,0.12181934285714284,1
7,True,35,0.11730347021987732,8,512,128,32,22,7,1,SIMA,17,2048,2048,2048,0.11724864406583697,8.274537288993141e-05,8,0.11727605714285715,1
8,True,35,0.24681241538940069,32,32,128,128,17,1,2,SIMA,19,512,256,512,0.24678947032488502,3.462942007446709e-05,1,0.24680094285714285,1
9,True,35,0.12594825660481598,8,256,16,1,16,1,19,SIMA,23,2048,256,1,0.12591711482375542,4.700016500188226e-05,8,0.1259326857142857,1
10,True,35,0.11903543894441007,1,1,512,64,19,25,1,SIMA,3,1024,1024,512,0.11900844676987563,4.0737447046136945e-05,8,0.11902194285714285,8
11,True,35,0.234097245286713,8,64,16,64,5,28,1,SIMA,11,256,2048,128,0.23406801185614418,4.412002183284608e-05,1,0.23408262857142859,8
12,True,35,0.2188031111383648,32,32,16,32,5,28,1,SIMA,12,256,1024,128,0.21878517457592092,2.7070429683795157e-05,1,0.21879414285714285,1
13,True,35,0.22650872272835568,8,16,16,32,6,28,1,SIMA,13,128,2048,256,0.22648344870021578,3.814436594126478e-05,1,0.22649608571428573,1
14,True,35,0.2107778346675285,32,16,32,64,6,28,1,SIMA,12,128,1024,64,0.2107586224753287,2.8995650623878096e-05,1,0.2107682285714286,1
15,True,35,0.2192552058738717,32,32,16,32,7,28,1,SIMA,11,64,2048,128,0.21922279412612833,4.8916839052182785e-05,1,0.21923900000000002,1
16,True,35,0.11314929138680943,8,1,16,128,7,28,1,SIMA,13,256,512,64,0.11310105147033345,7.280521398686598e-05,8,0.11312517142857144,1
