id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,8,1,256,1,64,128,16,512,8,0.16359789141778944,1,16,512,RS,8,True,False,False,1024,512,False,7,25,1,64,1,35,64,1,10,0.16542405714285716,1,True,0.0055122146181670675,True,0.16725022286792487
2,1,1,2048,1,1,32,32,1,4,0.15852601196446028,32,1,32,RS,8,True,True,True,256,64,False,12,19,1,64,1,35,2048,1,10,0.15855282857142858,8,False,8.094494979898123e-05,True,0.15857964517839687
3,1,1,1024,1,512,64,16,2048,1,0.08818264403608503,32,16,16,RS,1,False,False,False,2048,512,False,30,1,4,1024,8,35,1024,4,22,0.0881968,1,False,4.272926063350191e-05,True,0.08821095596391498
4,1,1,128,32,64,16,64,512,2,0.20620610412796353,1,1,128,RS,1,False,False,False,1024,1,False,6,1,23,1,8,35,1024,20,1,0.21087959999999997,8,True,0.014106776789290211,True,0.21555309587203642
5,1,1,2048,8,16,16,32,128,1,0.08891415507176957,1,16,1,RS,1,True,True,True,64,64,True,21,1,4,128,8,35,512,2,26,0.09024459142857143,1,True,0.004015873605464867,True,0.09157502778537328
6,1,1,2048,8,64,256,16,512,1,0.185653185894169,32,512,512,RS,1,True,False,False,128,512,True,14,1,22,256,32,35,128,21,26,0.194291,1,True,0.026072926750065582,True,0.202928814105831
7,8,1,1024,1,128,128,16,256,1,0.15642687863399357,64,512,16,RS,1,False,False,False,128,64,True,29,1,10,1024,1,35,1,13,16,0.15796022857142855,1,False,0.004628360845826919,True,0.15949357850886353
8,1,1,1,1,1,1,64,2048,30,0.22824238119132378,128,1,64,RS,8,False,False,False,2048,2048,True,13,8,1,1,1,35,2048,28,1,0.2307076857142857,1,True,0.00744143176227889,True,0.23317299023724763
9,1,1,1024,32,512,32,1,512,12,0.10659418541914109,64,256,32,RS,1,True,False,False,1024,1,True,1,16,27,1024,1,35,256,15,1,0.1075722,1,False,0.002952101331981292,True,0.10855021458085892
10,1,8,64,8,512,128,256,256,25,0.20159060495299608,64,64,32,RS,1,False,False,False,2048,1024,True,17,16,1,512,32,35,2048,1,7,0.20202857142857142,1,False,0.0013219858284460716,True,0.20246653790414676
11,1,1,512,32,16,16,64,512,12,0.20815698099208652,128,64,1,RS,1,False,True,True,512,512,False,15,3,1,1024,8,35,256,1,16,0.20821002857142856,1,False,0.0001601221829397415,True,0.2082630761507706
12,8,8,64,1,32,1,16,1,1,0.23277922767599618,128,32,128,RS,8,False,False,False,128,128,True,30,24,1,64,8,35,1024,25,12,0.2334034,1,False,0.0018840413886870209,True,0.23402757232400384
13,8,1,1024,1,256,32,512,128,4,0.11511599594308383,64,32,512,RS,32,True,False,False,128,512,False,9,1,7,1,1,35,1024,1,26,0.11579762857142857,1,True,0.0020574832210489497,True,0.11647926119977331
14,1,1,256,32,32,128,512,512,16,0.17765580182891363,512,16,512,RS,1,True,False,True,512,1,False,30,1,6,128,8,35,1,1,6,0.1789891142857143,1,True,0.004024555008384181,True,0.18032242674251495
15,1,32,64,1,64,1,512,128,1,0.15505180081133577,512,16,1,RS,8,False,False,False,512,2048,True,1,27,22,512,1,35,2048,6,13,0.1556758,8,False,0.0018835187859808703,True,0.15629979918866424
16,32,1,2048,1,16,64,1,1,21,inf,64,512,512,RS,1,False,False,False,128,1,True,26,17,1,128,8,1,512,12,1,inf,1,False,inf,False,inf
17,1,1,2048,32,512,1,1,2048,1,0.2808375088275649,1,512,128,RS,8,False,False,False,2048,1024,False,19,19,1,2048,8,35,256,14,9,0.28096160000000003,1,False,0.0003745646768488209,True,0.28108569117243515
18,1,1,64,32,16,64,16,64,1,0.2614038986670926,64,16,128,RS,8,True,True,False,1,256,False,1,20,1,128,1,35,1,17,29,0.26252917142857135,8,True,0.0033965947778470612,True,0.2636544441900501
19,1,1,1,1,1,128,128,1024,16,0.09434668828615381,64,16,1,RS,1,True,False,True,1024,1,False,1,12,12,1,1,35,256,1,3,0.09435833999999999,1,False,3.5170273161942905e-05,True,0.09436999171384616
20,32,1,256,1,256,1,512,1024,16,0.17690470245617387,16,16,64,RS,8,True,False,True,64,512,True,11,3,1,512,1,35,512,29,1,0.18080905714285714,1,True,0.011785152181435414,True,0.1847134118295404
21,1,1,2048,1,1,32,32,64,1,0.1489770041232534,16,128,512,RS,8,False,True,False,64,1,True,1,12,21,1024,1,35,128,15,27,0.15151765714285714,1,True,0.0076688684504964905,True,0.15405831016246088
22,1,8,256,8,64,64,128,1024,23,0.2324336561374926,256,16,16,RS,1,True,True,True,1,2048,True,12,4,1,2048,32,35,128,1,12,0.23370317142857142,1,False,0.0038319855911279526,True,0.23497268671965024
23,1,8,1024,1,256,512,1,1,19,0.16441377045552447,64,16,1,RS,1,False,True,False,1024,512,False,1,16,7,2048,8,35,64,11,1,0.16445497142857143,8,False,0.00012436363403096513,True,0.1644961724016184
24,8,1,256,8,1,64,16,128,22,0.12293347381828439,64,16,16,RS,8,False,True,False,128,1024,True,1,16,8,1,1,35,512,1,19,0.12642920000000002,1,True,0.010551721946948485,True,0.12992492618171567
25,8,8,1024,1,128,512,256,2048,11,0.13509036997202628,16,32,64,RS,8,True,True,False,1024,1,True,1,24,17,1024,1,35,1024,7,1,0.13646362857142857,1,False,0.004145130982495105,True,0.13783688717083087
26,1,1,2048,1,128,128,16,2048,6,0.12408643330631029,64,64,1,RS,1,True,False,False,2048,64,False,1,20,22,2048,1,35,512,13,1,0.12418311428571427,1,False,0.0002918280091745417,True,0.12427979526511825
27,1,1,64,8,512,128,32,1,1,0.19934229314897994,64,16,32,RS,1,True,False,False,256,64,False,16,27,1,512,32,35,1,18,30,0.19946988571428573,1,False,0.00038513350348963916,True,0.1995974782795915
28,1,8,64,1,256,64,32,512,30,0.15746969114861709,512,32,32,RS,8,False,True,True,512,2048,True,24,1,21,512,8,35,256,4,1,0.15795905714285716,1,True,0.0014771334003565765,True,0.15844842313709723
29,8,1,128,1,16,64,16,1,5,0.1328845987986671,1,64,512,RS,1,False,True,True,1024,512,False,15,3,1,1024,1,35,128,1,3,0.13484305714285716,1,True,0.005911535062632609,True,0.13680151548704722
30,1,1,1024,32,128,512,64,1024,1,0.20535303623373008,512,64,16,RS,1,True,True,False,1024,1,True,1,9,22,256,8,35,64,7,17,0.20765042857142857,8,False,0.006934594956904589,True,0.20994782090912706
31,1,1,1024,1,16,1,16,1,4,0.17990131528263759,32,64,16,RS,8,False,True,False,64,2048,False,5,17,1,256,1,35,256,10,1,0.18034711428571432,1,True,0.0013456280269594457,True,0.18079291328879105
32,1,8,256,8,64,256,1,512,1,0.19075456437083183,128,16,1,RS,1,False,False,True,1,512,False,22,7,1,512,1,35,256,16,18,0.19370605714285713,8,True,0.0089089732547515,True,0.19665754991488243
33,1,1,512,32,16,512,512,1,10,0.18745585423197958,256,256,64,RS,32,False,False,True,2048,2048,True,9,1,15,512,1,35,512,2,1,0.18859560000000006,1,True,0.0034402810200829296,True,0.18973534576802054
34,1,32,256,1,512,64,128,512,1,0.12161029378502518,16,256,256,RS,1,False,False,True,1,1024,True,16,30,1,1024,32,35,256,23,29,0.12305651428571429,1,True,0.00436536381970247,True,0.1245027347864034
35,1,1,2048,8,128,16,64,128,1,0.18200944409003245,256,64,64,RS,8,True,False,True,1024,256,False,11,23,1,256,1,35,2048,8,24,0.18402788571428572,8,True,0.006092592405167951,True,0.18604632733853899
36,1,1,512,32,32,32,16,1,16,0.26073960056597156,128,64,16,RS,8,True,True,False,1,512,True,18,7,1,2048,1,35,512,1,3,0.2631843428571428,8,False,0.0073793654157787774,True,0.26562908514831407
37,1,32,1024,1,256,128,128,256,1,0.22976402398078086,64,16,128,RS,32,True,False,True,1,2048,False,1,28,21,1024,1,35,128,19,9,0.2320207714285714,1,True,0.006811909839541394,True,0.23427751887636192
38,32,1,2048,1,1,32,16,512,6,0.0667272170205229,1,16,128,RS,1,True,True,False,1,1024,True,1,17,7,256,8,35,1,11,1,0.06839136285714287,1,False,0.005023163495765576,True,0.07005550869376284
39,1,8,128,8,16,256,64,1024,8,0.18043104389928832,128,64,32,RS,1,True,True,True,1,512,False,20,1,8,512,8,35,512,6,1,0.18162954285714283,1,True,0.00361762538013825,True,0.18282804181499734
40,1,1,512,1,128,64,512,128,7,0.2030687748704299,32,32,64,RS,1,True,False,False,512,64,True,27,24,1,512,8,35,2048,13,1,0.20381857142857143,1,False,0.00226323355635521,True,0.20456836798671296
41,1,8,2048,1,32,16,512,512,18,0.20553227411432587,64,16,64,RS,1,False,True,False,64,1,False,4,8,1,2048,1,35,512,1,16,0.20704554285714286,1,True,0.004567746492483117,True,0.20855881159995984
42,1,8,256,8,16,512,64,2048,1,0.16768375608312663,32,16,512,RS,1,False,True,True,128,512,False,1,8,4,2048,1,35,512,12,24,0.16779731428571426,8,False,0.00034277129163240433,True,0.1679108724883019
43,1,32,2048,1,512,16,256,1024,17,0.2536648157422119,256,64,32,RS,1,True,False,False,512,64,False,27,16,1,1024,8,35,1024,8,1,0.2566096,1,True,0.008888723849269444,True,0.2595543842577881
