id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1024,8,4,512,0.4983098316643025,4,2,4,RS,500,10,False,8,1,16,2,1,4,False,12,1,False,10,0.03960546157400519,0.5228571000000001,True,True,0.5474043683356977
2,2048,1,256,2048,4.4769812415185015,32,1,2,RS,500,10,True,1,1,128,30,1,2,True,1,1,False,10,0.0013871658156110792,4.477841,True,False,4.478700758481498
3,32,1024,512,1,0.6229010564179644,128,1,512,RS,500,10,True,1,1024,1024,4,3,1,True,3,1,False,10,0.015776898930081287,0.6326795,True,True,0.6424579435820355
4,128,4,2,64,0.3915301344904785,16,2,2048,RS,500,10,False,16,2048,2048,1,2,3,False,1,2,False,10,0.035959574291278815,0.41381769999999996,True,True,0.4361052655095214
5,512,16,4,8,2.894161471693605,2,128,16,RS,500,10,True,32,1,1,3,5,1,False,3,2,False,10,0.0002573888109456895,2.894321,True,False,2.8944805283063952
6,64,1,1024,64,0.21818979691202345,16,4,4,RS,500,10,True,32,128,1,1,4,1,True,2,3,False,10,0.04684597580593236,0.2472247,True,True,0.27625960308797654
7,16,2,1,1024,4.209674137286429,128,8,512,RS,500,10,False,512,1024,512,5,2,1,True,9,2,False,10,0.026653751405759016,4.226194,True,True,4.24271386271357
8,32,1,2048,512,2.7864545836391987,32,8,128,RS,500,10,True,128,2048,2048,2,23,1,False,3,1,False,10,0.00031690534864524687,2.786651,True,False,2.7868474163608012
9,2048,512,256,64,3.603295307990525,2,16,2,RS,500,10,False,2048,2048,64,1,2,1,True,8,1,False,10,7.694803441279145e-05,3.6033429999999997,True,False,3.6033906920094743
10,1024,1,1024,2,8.729410744921477,2,32,1,RS,500,10,False,8,8,2048,2,6,3,False,5,1,False,10,0.00027792265111038414,8.729583,True,False,8.729755255078523
11,1024,256,64,4,5.516673534579038,512,16,256,RS,500,10,False,2048,64,256,17,4,1,True,1,1,False,10,0.0002814888985378385,5.516848,True,False,5.517022465420963
12,1024,4,2,128,2.3178479707406083,2,16,4,RS,500,10,True,4,1,4,1,5,4,True,4,1,False,10,0.0001517102501480683,2.317942,True,False,2.3180360292593916
13,2048,1024,16,8,6.30569800702477,8,1,1,RS,500,10,False,8,1024,64,9,2,1,False,5,1,False,10,0.0009712775092630469,6.3063,True,False,6.306901992975231
