id,T1_Ja,T1_La,speedup,points,T1_L,T1_M,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,cost_mean,OMP
1,256,512,25.31507543319188,301,512,1,1,128,4,RS,500,10,True,1,1024,64,2,7,1,True,6,1,0.18830569999999996,True
