id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,1,512,DLMT,1,1,True,8,32,True,256,32,1,False,0.20407163525457606,128,256,64,1024,False,True,False,128,False,128,False,1,True,1,16,1,False,1,16,16,1,4,8,1,0.00026275863682187234,35,0.20424573617399533,8,0.2041586857142857,4,32,1,True,1024,2048,12,64,False,1,1,32,16
2,1,1024,DLMT,1,1,False,1,256,False,16,64,32,True,0.1821600584384205,512,64,512,1,False,False,False,16,False,128,False,128,True,16,12,512,True,12,1,16,1,8,1,16,4.04435005247316e-05,35,0.18218685584729374,4,0.18217345714285713,16,8,8,True,2048,1,1,256,False,1,32,1,12
3,1,2048,DLMT,1,1,False,8,32,True,1,1,1,False,0.15386963210321158,512,256,64,512,False,False,False,1,True,16,True,2048,False,8,16,512,False,1,12,1,8,4,1,8,4.1902861428765145e-05,35,0.15389739646821698,12,0.15388351428571428,8,32,1,True,128,2048,1,128,True,1,8,1,16
4,32,512,DLMT,8,1,True,32,256,True,64,256,8,True,0.11364249008585715,128,256,1,1,True,True,True,128,False,1,True,1024,False,12,12,256,False,1,16,1,8,16,8,1,0.00016307007633504795,35,0.11375053848557141,12,0.11369651428571428,8,1,8,True,1024,1024,12,256,False,1,8,8,16
5,64,512,DLMT,1,1,True,1,16,False,512,64,1,True,0.16972480032437218,1,16,64,1,True,True,False,1,True,64,True,128,True,12,4,2048,False,16,1,1,1,1,1,16,6.200688572691746e-05,35,0.16976588538991352,1,0.16974534285714285,4,32,1,True,1024,128,16,1,False,4,32,1,1
6,256,1,DLMT,1,1,False,1,128,True,256,256,32,True,0.1284772228041569,16,64,2048,1024,False,False,True,64,True,32,True,512,False,12,4,256,True,1,16,1,1,1,8,1,0.00047495108233611334,35,0.1287919200529859,1,0.1286345714285714,16,32,1,True,128,512,12,1024,True,8,8,1,1
7,1,64,DLMT,1,1,True,1,32,True,16,256,1,True,0.1540898447544973,1,1,1,2048,True,False,False,512,False,32,False,64,False,1,4,1,False,4,1,1,16,1,16,1,3.2291832542911496e-05,35,0.15411124095978843,12,0.15410054285714286,8,1,32,True,1,64,1,2048,False,1,32,1,12
8,1,1,DLMT,1,32,True,1,256,True,128,1,1,False,0.12820104846154495,1,64,128,2048,True,False,False,32,False,16,False,512,True,1,12,1024,True,1,4,8,1,1,4,1,2.7192375882264553e-05,35,0.1282190658241693,16,0.12821005714285713,12,1,32,True,2048,2048,1,64,False,12,1,1,1
9,1,1024,DLMT,1,1,True,8,32,False,64,512,8,True,0.11312758198820434,32,16,2048,512,False,False,True,16,True,512,False,1024,False,1,8,128,True,16,1,8,1,8,1,1,3.092893764217326e-05,35,0.11314807515465282,12,0.11313782857142858,12,1,32,True,1,1,16,1,True,1,8,1,12
10,16,512,DLMT,32,1,True,32,1,True,128,256,1,True,0.12235633102677193,128,128,2048,1,False,False,False,512,False,128,True,128,False,16,4,1024,True,1,8,1,1,4,8,1,2.80642993491576e-05,35,0.12237492611608525,16,0.12236562857142859,16,1,32,True,1024,1024,1,2048,False,8,1,32,1
