id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.11272284323781755,8,512,128,512,23,1,15,RS,18,512,1024,1024,0.11261418533361105,0.00016398995987186398,1,0.1126685142857143,8
2,True,35,0.12347681495225096,1,1,512,512,1,7,8,RS,29,2048,512,1024,0.12342124219060618,8.387217679788814e-05,1,0.12344902857142857,1
3,True,35,0.12165961785288391,1,128,128,128,1,11,9,RS,11,1,1024,256,0.12153558214711609,0.000187198626368586,8,0.1215976,8
4,True,35,0.22031782067126132,1,64,64,16,29,3,1,RS,9,128,64,128,0.22001903647159582,0.0004509346031594078,1,0.22016842857142857,32
5,True,35,0.12744677949684616,8,16,64,1,4,1,29,RS,26,512,64,2048,0.12742202050315385,3.7367059596082026e-05,8,0.1274344,1
6,True,35,0.2501402500241332,8,32,1,256,8,1,19,RS,6,1,256,512,0.25004226426158116,0.00014788322475272364,1,0.2500912571428572,1
7,True,35,0.12262108170288398,1,32,1,32,14,1,27,RS,6,2048,64,1,0.12254811829711605,0.00011011868921434486,8,0.12258460000000002,8
8,True,35,0.2743097328866895,32,32,1,128,1,19,30,RS,10,128,128,64,0.2738668385418822,0.0006684302109710296,1,0.27408828571428584,1
9,True,35,0.11198068700993673,8,16,16,128,24,4,1,RS,6,2048,64,2048,0.11195245584720613,4.260736738056161e-05,8,0.11196657142857143,1
10,True,35,0.41737191837445303,1,16,1,128,23,1,29,RS,3,256,1024,128,0.41735265305411845,2.9075833292149145e-05,32,0.41736228571428574,1
11,True,35,0.11349611120810955,8,64,32,512,7,3,1,RS,3,2048,2048,128,0.1134599459347476,5.458177912311797e-05,8,0.11347802857142858,1
12,True,35,0.24423955831664576,32,512,256,16,1,28,29,RS,11,128,2048,512,0.24315112739763997,0.0016426945102110582,1,0.24369534285714287,1
13,True,35,0.1292501345970687,8,128,1,1,30,1,24,RS,10,256,1,1024,0.1292016368315027,7.319436802243579e-05,1,0.1292258857142857,8
