id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,16,1024,64,16,2048,0.8183031,RS,301,1,3.068795657745889,2,1,True,False,True
