id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
48,8,1,10,4,64,512,2.331612,False,RS,1,0.00046062566146492937,True,19,1,False,2.331326506503272,False,2.3318974934967276,True
49,2,1,1,256,128,1,inf,False,RS,16,inf,False,1,13,False,inf,False,inf,True
50,1,128,1,2048,16,2048,inf,False,RS,4,inf,False,20,1,True,inf,False,inf,False
51,16,128,1,4,32,32,inf,False,RS,4,inf,False,4,1,False,inf,False,inf,False
52,1,32,1,16,4,1,inf,False,RS,8,inf,False,1,24,False,inf,True,inf,False
53,16,1024,1,256,16,1024,inf,False,RS,4,inf,False,8,1,False,inf,False,inf,True
54,8,128,1,32,8,512,inf,False,RS,16,inf,False,7,1,True,inf,True,inf,True
55,4,512,10,4,1,2048,2.337095,False,RS,1,0.0002022498454882243,True,1,30,False,2.3369696465504823,True,2.337220353449518,False
56,8,1,10,128,1024,1,2.5463139999999997,False,RS,1,0.00016414627622951335,True,16,1,False,2.5462122629534214,True,2.546415737046578,False
57,1,1,1,256,256,1,inf,False,RS,32,inf,False,1,22,True,inf,True,inf,False
58,1,8,1,16,2,32,inf,False,RS,8,inf,False,1,29,False,inf,False,inf,True
59,4,2048,1,512,8,1024,inf,False,RS,16,inf,False,11,1,True,inf,False,inf,False
60,16,1,1,4,8,256,inf,False,RS,4,inf,False,1,9,False,inf,False,inf,False
61,32,2048,10,2,2,8,3.453117,False,RS,1,0.0020376999288414066,True,1,18,False,3.451854043706777,False,3.4543799562932236,True
62,32,4,10,4,2,32,4.739487,False,RS,1,0.00019748670841359764,True,1,12,False,4.739364598719178,True,4.739609401280821,False
63,2,512,1,16,4,128,inf,False,RS,8,inf,False,17,1,True,inf,False,inf,True
64,1,128,1,1,2,256,inf,False,RS,8,inf,False,1,27,True,inf,False,inf,True
65,2,1,1,32,512,2048,inf,False,RS,32,inf,False,7,1,False,inf,True,inf,False
66,4,128,1,64,2,256,inf,False,RS,4,inf,False,2,1,False,inf,True,inf,True
67,16,512,1,1,2,256,inf,False,RS,4,inf,False,18,1,True,inf,False,inf,True
68,4,128,10,2,2,128,1.375438,False,RS,1,0.05501672723817728,True,1,3,True,1.3413389057641225,True,1.4095370942358774,False
69,2,32,1,16,8,512,inf,False,RS,4,inf,False,1,8,False,inf,False,inf,False
70,32,64,1,64,32,1024,inf,False,RS,4,inf,False,1,19,True,inf,True,inf,True
71,2,64,10,8,8,1024,2.871949,False,RS,1,0.00030546521896941025,True,16,1,False,2.871759674174741,True,2.872138325825259,False
72,4,2048,1,32,8,64,inf,False,RS,32,inf,False,1,9,True,inf,True,inf,True
73,16,2048,1,8,128,256,inf,False,RS,8,inf,False,19,1,True,inf,False,inf,False
74,32,256,1,128,2,256,inf,False,RS,2,inf,False,14,1,False,inf,False,inf,False
75,1,1,10,4,512,256,2.263162,False,RS,1,0.0019865336644517527,True,1,17,False,2.261930756303267,False,2.2643932436967327,True
76,2,512,1,64,1,1024,inf,False,RS,8,inf,False,1,2,False,inf,False,inf,False
77,1,64,1,256,8,1,inf,False,RS,8,inf,False,1,8,False,inf,False,inf,True
78,1,256,1,1,4,512,inf,False,RS,32,inf,False,18,1,False,inf,False,inf,True
79,8,2048,1,1,4,512,inf,False,RS,2,inf,False,1,27,True,inf,True,inf,True
80,16,128,10,8,64,128,1.380082,False,RS,1,0.053284937421376403,True,12,1,True,1.3470562604895715,False,1.4131077395104286,False
81,4,1024,10,2,4,16,1.3550609999999998,False,RS,8,0.03937949554019197,True,1,29,True,1.3306537842895292,False,1.3794682157104705,True
82,16,512,10,8,512,1024,2.218796,False,RS,1,0.000810952526353958,True,3,1,False,2.218293375652731,True,2.219298624347269,True
83,8,1,1,64,1024,128,inf,False,RS,2,inf,False,1,27,False,inf,True,inf,True
84,32,8,1,256,2,2048,inf,False,RS,4,inf,False,11,1,True,inf,True,inf,False
85,1,8,1,32,1,1,inf,False,RS,4,inf,False,3,1,False,inf,True,inf,True
86,8,1024,1,32,32,256,inf,False,RS,8,inf,False,1,10,True,inf,False,inf,False
87,4,8,10,8,8,8,1.359419,False,RS,1,0.02631134221205747,True,10,1,True,1.3431113608037013,False,1.3757266391962986,True
88,8,1,1,1,16,4,inf,False,RS,4,inf,False,1,18,False,inf,False,inf,False
89,2,512,10,1,256,2,1.3747140000000002,False,RS,4,0.0403797001474751,True,27,1,True,1.3496868624426475,False,1.399741137557353,True
90,16,512,10,2,32,64,2.234031,False,RS,8,0.00030098006578506344,True,1,20,False,2.2338444540504034,True,2.2342175459495963,True
91,32,1,10,64,8,256,1.6268520000000002,False,RS,1,0.05668360059135268,True,1,28,True,1.5917197859403438,False,1.6619842140596566,False
92,8,128,10,32,128,64,1.5401669999999998,False,RS,1,0.05134920234044538,True,1,14,True,1.50834101947659,False,1.5719929805234096,True
93,4,512,10,2,8,2048,3.120499,False,RS,8,0.0007971505503980874,True,26,1,False,3.1200049300488644,False,3.120993069951136,False
94,4,128,10,4,32,2048,2.411632,False,RS,32,0.0010810901905020976,True,3,1,False,2.4109619456704534,True,2.4123020543295466,False
95,8,1024,10,4,128,32,2.585422,False,RS,8,0.0014187445154079622,True,3,1,False,2.5845426691972406,True,2.586301330802759,False
96,8,1,10,2,512,4,1.4087040000000002,False,RS,1,0.045138842519497555,True,17,1,True,1.3807271696424377,True,1.4366808303575627,False
97,16,64,1,8,16,8,inf,False,RS,4,inf,False,1,24,False,inf,True,inf,True
98,4,2,1,1,1,1024,inf,False,RS,32,inf,False,20,1,False,inf,True,inf,True
99,2,256,10,2,2,128,3.4659329999999997,False,RS,8,0.0001789441253575897,True,1,19,False,3.465822091320043,False,3.4660439086799566,False
100,1,128,1,2,2,1,inf,False,RS,2,inf,False,23,1,True,inf,False,inf,False
101,8,1024,1,1,64,2048,inf,False,RS,16,inf,False,1,24,True,inf,False,inf,True
102,2,1,1,1024,512,1,inf,False,RS,2,inf,False,20,1,True,inf,False,inf,True
103,4,2048,10,1,512,8,1.370431,False,RS,32,0.03468523589367671,True,23,1,True,1.3489332630987874,True,1.3919287369012125,True
104,1,16,10,2,8,4,2.6523440000000003,False,RS,4,0.0022656177965402788,True,8,1,False,2.650939781344604,True,2.6537482186553967,True
105,1,1024,10,8,2,2048,2.589294,False,RS,1,0.0002557029526618776,True,1,14,False,2.589135516580195,True,2.5894524834198056,True
106,1,4,10,1,2,8,1.401011,False,RS,32,0.05488353149169609,True,19,1,True,1.366994459826116,False,1.4350275401738841,True
107,16,2048,1,128,1024,1,inf,False,RS,2,inf,False,1,30,True,inf,True,inf,False
108,32,2048,1,16,2,512,inf,False,RS,4,inf,False,1,4,True,inf,False,inf,True
109,2,2048,10,128,512,512,2.27018,False,RS,1,9.68504001024048e-05,True,15,1,False,2.2701199726031396,True,2.27024002739686,True
110,4,8,1,256,2,256,inf,False,RS,8,inf,False,1,4,True,inf,True,inf,True
111,1,8,10,2,2,1024,1.3227860000000002,False,RS,8,0.060609186300428095,True,28,1,True,1.2852207274189733,True,1.3603512725810272,False
112,8,512,10,2,8,64,1.365402,False,RS,4,0.06287211413655504,True,1,1,True,1.3264341759876779,False,1.4043698240123221,False
113,32,512,1,16,16,16,inf,False,RS,2,inf,False,1,7,False,inf,True,inf,False
114,4,8,1,8,8,256,inf,False,RS,2,inf,False,29,1,False,inf,True,inf,False
115,32,2048,1,32,1024,2048,inf,False,RS,4,inf,False,1,20,False,inf,True,inf,True
116,8,128,1,256,32,1024,inf,False,RS,2,inf,False,23,1,True,inf,True,inf,False
117,2,16,1,256,1,256,inf,False,RS,16,inf,False,1,21,True,inf,False,inf,False
118,4,2048,10,32,32,128,1.33074,False,RS,1,0.07134981345455645,True,14,1,True,1.2865177400650087,False,1.3749622599349913,True
119,2,8,1,4,4,8,inf,False,RS,2,inf,False,27,1,False,inf,True,inf,True
120,1,2048,1,32,16,32,inf,False,RS,8,inf,False,14,1,True,inf,False,inf,True
121,8,64,10,2,8,16,2.784668,False,RS,4,0.0003323492139301528,True,19,1,False,2.7844620116082157,False,2.784873988391784,True
122,1,256,1,128,64,256,inf,False,RS,2,inf,False,29,1,True,inf,False,inf,True
123,16,32,10,2,8,128,2.752523,False,RS,4,0.0004969919516450073,True,1,28,False,2.752214966857275,True,2.752831033142725,False
124,16,512,10,2,4,8,1.3711019999999998,False,RS,4,0.06466714077489435,True,13,1,True,1.3310216273943805,True,1.4111823726056192,True
125,4,1024,1,16,2,512,inf,False,RS,8,inf,False,20,1,False,inf,True,inf,False
126,32,1,10,4,1024,32,2.2329239999999997,False,RS,1,0.0003677553534620439,True,1,22,False,2.2326960670588205,True,2.233151932941179,True
127,4,512,1,256,64,1,inf,False,RS,32,inf,False,1,22,True,inf,True,inf,True
128,2,512,10,4,256,1,1.363593,False,RS,16,0.038397990064585406,True,5,1,True,1.33979411650749,True,1.38739188349251,True
129,4,512,10,2,8,256,3.021235,False,RS,8,0.0005282281703960365,True,28,1,False,3.020907606804065,True,3.021562393195935,False
130,1,256,10,2,32,128,1.369912,False,RS,32,0.045855249601326996,True,1,23,True,1.3414911440920119,True,1.3983328559079882,True
131,32,1024,10,64,8,256,1.5536459999999999,False,RS,1,0.02436403423080834,True,1,26,True,1.5385452926168466,True,1.5687467073831531,False
132,1,8,1,16,2,128,inf,False,RS,4,inf,False,7,1,True,inf,True,inf,True
133,32,1,1,64,2,512,inf,False,RS,2,inf,False,1,22,False,inf,True,inf,True
134,4,2,1,16,2,32,inf,False,RS,8,inf,False,1,17,False,inf,True,inf,True
135,4,1,10,1024,8,2048,0.9671253999999998,False,RS,1,0.34611671470450545,True,25,1,True,0.7526039796285722,False,1.1816468203714274,True
136,8,2048,10,1,1,2048,1.1572369000000002,False,RS,1,0.3059664910255533,True,1,8,True,0.9676003888107041,True,1.3468734111892964,False
137,1,32,1,512,4,512,inf,False,RS,8,inf,False,1,15,True,inf,True,inf,False
138,16,16,10,2,1,8,2.378488,False,RS,1,0.00031083114387072503,True,1,29,False,2.378295348401143,True,2.3786806515988568,False
139,2,64,1,4,1,128,inf,False,RS,2,inf,False,1,6,True,inf,True,inf,False
140,2,32,10,4,2,2048,0.9484398,False,RS,32,0.23971015110328558,True,1,13,True,0.7998686391532078,True,1.0970109608467922,False
141,2,4,1,32,2,64,inf,False,RS,32,inf,False,15,1,False,inf,False,inf,False
142,16,32,1,2,8,256,inf,False,RS,2,inf,False,1,9,True,inf,True,inf,False
143,1,512,10,1,1,1,1.528193,False,RS,1,0.05333014251809195,True,1,18,True,1.4951392425951922,False,1.5612467574048077,True
144,8,512,1,1,128,1,inf,False,RS,16,inf,False,1,8,False,inf,False,inf,False
145,2,2048,1,128,4,1024,inf,False,RS,8,inf,False,1,1,True,inf,False,inf,False
146,4,128,1,1,128,1024,inf,False,RS,2,inf,False,19,1,True,inf,True,inf,False
147,32,64,10,2,4,128,3.4777430000000003,False,RS,1,0.0010154018908786957,True,1,11,False,3.477113658952241,False,3.4783723410477596,False
148,8,64,1,8,2,512,inf,False,RS,2,inf,False,1,11,False,inf,True,inf,True
149,1,2048,10,2,2,4,1.360412,False,RS,32,0.05118283321583517,True,1,4,True,1.3286891342335525,True,1.3921348657664474,True
150,2,1024,1,2048,16,2048,inf,False,RS,16,inf,False,1,13,True,inf,True,inf,False
151,1,32,1,16,32,2048,inf,False,RS,16,inf,False,1,26,True,inf,True,inf,True
152,2,1024,1,32,16,128,inf,False,RS,2,inf,False,1,30,True,inf,True,inf,False
153,8,4,1,32,2,64,inf,False,RS,4,inf,False,24,1,True,inf,False,inf,False
154,2,16,1,1,1,512,inf,False,RS,8,inf,False,29,1,True,inf,True,inf,True
155,16,2048,1,8,16,1024,inf,False,RS,8,inf,False,22,1,False,inf,False,inf,True
156,1,2048,10,32,2048,512,4.980599,False,RS,1,0.0006296419617528453,True,1,29,False,4.980208751039975,True,4.980989248960024,True
157,4,32,10,2,4,2048,0.8625364,False,RS,4,0.05327087949377221,True,1,26,True,0.829519373523265,False,0.895553426476735,True
158,16,32,1,32,2,2048,inf,False,RS,4,inf,False,1,4,True,inf,False,inf,False
159,2,16,10,8,8,1024,1.248089,False,RS,16,0.06746756219843726,True,1,23,True,1.2062729401077095,False,1.2899050598922905,False
160,8,1024,10,2,512,1,1.358485,False,RS,16,0.034776551079714606,True,3,1,True,1.336930666400107,True,1.3800393335998928,True
161,4,1024,1,32,1024,2048,inf,False,RS,4,inf,False,16,1,False,inf,True,inf,True
162,1,32,1,512,4,2048,inf,False,RS,4,inf,False,1,16,True,inf,True,inf,True
163,2,128,10,4,4,32,2.7770390000000003,False,RS,1,0.0013970787379385724,True,1,29,False,2.7761730975384875,True,2.777904902461513,True
164,1,1,10,2,2,1024,2.853933,False,RS,4,0.00038128860460278345,True,1,9,False,2.853696679216993,True,2.854169320783007,False
165,4,2048,1,32,2048,512,inf,False,RS,2,inf,False,1,19,True,inf,True,inf,False
166,2,128,1,64,32,512,inf,False,RS,2,inf,False,1,18,True,inf,False,inf,True
167,2,2048,1,128,256,512,inf,False,RS,16,inf,False,30,1,False,inf,False,inf,True
168,2,32,1,512,8,2048,inf,False,RS,32,inf,False,1,10,True,inf,False,inf,False
169,8,2048,1,8,32,256,inf,False,RS,4,inf,False,1,8,False,inf,True,inf,True
170,8,1024,1,16,512,128,inf,False,RS,2,inf,False,1,22,False,inf,False,inf,False
171,4,1,1,128,2048,1024,inf,False,RS,16,inf,False,20,1,False,inf,False,inf,False
172,8,64,1,512,2,2048,inf,False,RS,4,inf,False,28,1,True,inf,True,inf,False
173,16,2048,10,4,2,512,3.439521,False,RS,1,0.00014194717327238146,True,1,26,False,3.4394330218471563,False,3.439608978152844,True
174,32,2048,10,2,32,2048,2.38486,False,RS,1,0.0005853545933876219,True,1,25,False,2.3844972001308817,False,2.3852227998691187,False
175,32,64,10,128,1,512,3.544792,False,RS,1,0.4655543514735954,True,1,3,False,3.256243725688894,True,3.8333402743111065,False
176,2,64,10,4,8,512,2.112971,False,RS,8,0.00044576787681478236,True,1,3,False,2.1126947152843893,False,2.1132472847156105,True
177,1,2048,10,512,1,1024,2.359743,False,RS,1,0.0011058123710647795,True,4,1,False,2.359057622985753,True,2.3604283770142467,True
178,2,8,10,128,1,512,1.472344,False,RS,1,0.10890023619809099,True,1,20,True,1.40484817458763,False,1.5398398254123702,True
179,2,128,1,16,64,128,inf,False,RS,2,inf,False,27,1,False,inf,False,inf,False
180,2,32,10,32,32,1024,2.263686,False,RS,1,0.0003990037593807782,True,7,1,False,2.263438699452065,True,2.2639333005479347,True
181,1,1,1,8,512,512,inf,False,RS,4,inf,False,11,1,True,inf,False,inf,False
182,1,8,10,8,1,256,1.3717209999999997,False,RS,16,0.025997198483682784,True,13,1,True,1.3556080655259775,False,1.387833934474022,True
183,8,128,1,256,1,512,inf,False,RS,8,inf,False,4,1,False,inf,False,inf,True
184,1,32,10,8,2,32,1.390514,False,RS,32,0.05878492310108096,True,1,5,True,1.3540793966875444,True,1.4269486033124557,True
185,8,128,1,32,32,256,inf,False,RS,8,inf,False,27,1,False,inf,True,inf,True
186,16,1024,10,16,8,1024,1.2410500000000002,False,RS,1,0.07737653869229355,True,1,27,True,1.193092405701595,True,1.2890075942984054,True
187,2,1024,10,1,32,64,1.3085708999999999,False,RS,1,0.2573752456614466,True,15,1,True,1.1490510013008692,True,1.4680907986991305,False
188,2,512,10,8,512,512,2.2693079999999997,False,RS,16,0.00015689486925966564,True,1,17,False,2.2692107573394384,True,2.269405242660561,True
189,4,1,1,1,16,2,inf,False,RS,2,inf,False,22,1,True,inf,True,inf,True
190,8,1,10,8,1024,1,2.5980739999999996,False,RS,16,0.0010819075746106666,True,20,1,False,2.597403439059843,False,2.598744560940156,False
191,1,1024,1,8,64,32,inf,False,RS,2,inf,False,13,1,False,inf,True,inf,True
192,8,1,10,4,64,2048,1.0879701000000002,False,RS,16,0.33615075049342075,True,1,8,True,0.8796255347387278,False,1.2963146652612725,False
193,8,1024,1,128,2,128,inf,False,RS,4,inf,False,1,19,True,inf,True,inf,True
194,1,16,1,128,2,2048,inf,False,RS,2,inf,False,1,18,True,inf,False,inf,False
195,1,2048,1,512,16,1024,inf,False,RS,4,inf,False,1,8,True,inf,False,inf,False
196,1,256,1,64,4,1,inf,False,RS,16,inf,False,16,1,True,inf,False,inf,False
197,8,512,10,2,32,64,2.6131569999999997,False,RS,4,9.274157643687196e-05,True,1,8,False,2.613099519231636,True,2.6132144807683635,False
198,1,256,1,2,16,32,inf,False,RS,2,inf,False,1,2,True,inf,False,inf,True
199,1,2,10,8,1,64,1.431007,False,RS,1,0.05617366020654163,True,1,6,True,1.396190844457621,True,1.4658231555423789,True
200,1,64,10,16,8,128,2.824355,False,RS,1,0.00010461835403031535,True,22,1,False,2.824290158063884,False,2.824419841936116,False
201,32,64,10,16,16,1,1.3675450000000002,False,RS,1,0.03586668879336368,True,1,1,True,1.3453150044606597,False,1.3897749955393408,True
202,8,128,10,512,1,2048,7.112131,False,RS,1,0.0002562206080704717,True,1,22,False,7.111972195739944,True,7.1122898042600555,False
203,2,512,10,64,128,64,1.4114549999999997,False,RS,1,0.06640999371329588,True,16,1,True,1.3702944158011217,False,1.4526155841988777,False
204,1,512,1,64,512,256,inf,False,RS,8,inf,False,1,18,True,inf,False,inf,False
205,2,512,10,2,64,16,2.366542,False,RS,8,0.00023493828976992354,True,22,1,False,2.3663963864151025,True,2.3666876135848973,False
206,32,32,10,8,8,2048,1.0547381,False,RS,1,0.3941547967229245,True,1,5,True,0.8104429150321171,False,1.299033284967883,True
207,2,16,10,512,1,1024,5.371715,False,RS,1,0.00020977368757770615,True,1,29,False,5.371584983310531,True,5.371845016689469,True
208,32,512,10,64,128,128,1.350647,False,RS,1,0.04758655672561319,True,23,1,True,1.3211530885369855,True,1.3801409114630143,True
209,4,512,10,2,1,256,1.357844,False,RS,4,0.0338643739643892,True,2,1,True,1.3368550292447676,True,1.3788329707552325,True
210,1,8,1,8,4,8,inf,False,RS,2,inf,False,1,17,False,inf,True,inf,False
211,8,8,1,64,1,1024,inf,False,RS,4,inf,False,1,17,True,inf,False,inf,False
212,8,32,10,2,32,1024,2.3057950000000003,False,RS,4,0.00019530744993465557,True,1,26,False,2.3056739494127587,True,2.305916050587242,True
213,32,16,1,64,4,1,inf,False,RS,4,inf,False,6,1,False,inf,True,inf,False
214,32,2048,10,64,64,1024,1.273669,False,RS,1,0.0641997055211315,True,25,1,True,1.233878341442587,False,1.313459658557413,False
215,32,512,10,2,16,512,1.3421040000000002,False,RS,1,0.09408357223235098,True,1,10,True,1.2837914693089216,True,1.4004165306910787,True
216,1,1,1,256,1,1024,inf,False,RS,16,inf,False,1,10,True,inf,True,inf,True
217,32,128,1,32,128,1,inf,False,RS,2,inf,False,3,1,False,inf,True,inf,True
218,16,64,1,16,16,256,inf,False,RS,8,inf,False,10,1,True,inf,True,inf,False
219,4,64,1,2,8,1,inf,False,RS,2,inf,False,3,1,False,inf,False,inf,True
220,1,128,10,128,4,128,5.148354,False,RS,1,0.0003868643172999102,True,1,18,False,5.148114223417962,False,5.148593776582039,True
221,2,1,1,4,64,256,inf,False,RS,2,inf,False,1,4,True,inf,True,inf,True
222,1,2048,1,2,16,1024,inf,False,RS,2,inf,False,1,30,True,inf,True,inf,False
223,1,64,1,1024,64,1,inf,False,RS,32,inf,False,1,25,False,inf,False,inf,True
224,32,8,1,4,1,32,inf,False,RS,2,inf,False,1,25,False,inf,False,inf,True
225,4,1024,1,256,8,1024,inf,False,RS,8,inf,False,1,11,False,inf,True,inf,False
226,2,2048,10,4,1,8,2.356894,False,RS,1,0.0001452033057475386,True,28,1,False,2.3568040037124236,True,2.3569839962875765,False
227,16,16,10,2,4,16,1.444891,False,RS,8,0.07731491828230826,True,30,1,True,1.396971597725592,False,1.4928104022744078,False
228,4,16,1,8,1,128,inf,False,RS,8,inf,False,20,1,True,inf,False,inf,False
229,1,32,1,1,32,4,inf,False,RS,4,inf,False,21,1,False,inf,False,inf,False
230,16,1,10,256,2,256,6.146679,False,RS,1,0.00033619785841079643,True,1,21,False,6.146470626237486,True,6.146887373762514,False
231,16,16,10,512,4,512,1.368892,False,RS,1,0.1108223461040236,True,1,3,True,1.3002048604163894,True,1.4375791395836106,False
232,32,1,10,64,16,1,2.622929,False,RS,1,0.00019796211758818576,True,30,1,False,2.6228063040629346,True,2.6230516959370656,True
233,4,64,10,2,64,1,2.287576,False,RS,32,0.0004076076544913659,True,9,1,False,2.287323366800617,False,2.287828633199383,True
234,32,1024,10,2,256,1,2.3255980000000003,False,RS,1,0.0001186423195997525,True,16,1,False,2.3255244660796914,False,2.325671533920309,False
235,8,8,10,1024,8,1024,2.5589260000000005,False,RS,1,0.0002682237871629161,True,1,11,False,2.558759756229171,False,2.55909224377083,False
236,1,2048,1,64,16,512,inf,False,RS,8,inf,False,1,14,True,inf,False,inf,True
237,2,2048,10,4,512,16,1.330358,False,RS,16,0.04938508131004748,True,1,12,True,1.2997493719340756,False,1.3609666280659243,True
238,16,2048,1,2,256,2048,inf,False,RS,2,inf,False,1,5,True,inf,True,inf,False
239,4,32,1,64,8,2048,inf,False,RS,8,inf,False,1,2,False,inf,False,inf,True
240,4,512,10,16,4,64,2.609372,False,RS,32,0.00040921388050743597,True,1,19,False,2.6091183712697115,False,2.6096256287302886,False
241,8,256,1,8,32,64,inf,False,RS,4,inf,False,1,13,False,inf,True,inf,True
242,8,256,1,256,8,512,inf,False,RS,16,inf,False,1,21,False,inf,True,inf,True
243,32,128,1,128,4,2048,inf,False,RS,4,inf,False,1,22,True,inf,False,inf,False
244,8,2048,10,4,64,1024,2.6084389999999997,False,RS,1,0.00016860901518011342,True,7,1,False,2.6083344969699893,True,2.60854350303001,False
245,4,2048,1,2,1,1024,inf,False,RS,2,inf,False,20,1,False,inf,True,inf,True
246,16,1024,10,64,16,2048,0.8183031,False,RS,1,0.05524741859390355,True,2,1,True,0.7840610244078479,False,0.852545175592152,True
247,1,1,1,1024,128,2048,inf,False,RS,8,inf,False,1,6,True,inf,True,inf,True
248,16,1,10,4,1,128,2.236722,False,RS,1,0.00014586294937368472,True,1,26,False,2.2366315948685807,False,2.236812405131419,True
249,32,32,1,4,4,8,inf,False,RS,2,inf,False,21,1,False,inf,False,inf,False
