id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,1,0.05181764999999999,301,RS,1.85206913088494,2,2048,1,1,True,False,1024,False,8
