id,runs,mean_confidence_interval_sup,mean_confidence_interval_inf,U2_I,U2_J,cost_mean,baseline,technique,RT2_J,T2_Ia,correct_result,T2_J,T2_I,OMP,VEC2,cost_std,T2_Ja,SCR,RT2_I
1,10,0.11002239595008717,0.06345778404991284,22,1,0.08674009,False,RS,1,2048,True,2,64,True,False,0.037564524942249704,8,True,8
2,10,0.6845894388850089,0.6843059611149911,1,6,0.6844477,False,RS,16,256,True,4,64,False,False,0.00022868670709073484,1024,False,1
3,10,0.09142332707059372,0.07475865292940628,17,1,0.08309099,False,RS,4,8,True,128,1,True,True,0.013443697732800304,128,True,2
4,10,0.09181172988133729,0.07499787011866274,1,10,0.08340480000000002,False,RS,4,2048,True,1,32,True,False,0.01356404850500027,8,False,8
5,10,0.09003753129434712,0.08188094870565289,12,1,0.08595924,False,RS,16,32,True,8,4,True,True,0.006580064508072851,1,True,2
6,10,0.15530475791608167,0.15524264208391836,1,5,0.15527370000000001,False,RS,2,64,True,32,1,False,False,5.010997904609406e-05,64,False,4
7,10,0.32509846849004315,0.32503233150995686,2,1,0.3250654,False,RS,4,128,True,2048,64,False,True,5.335391269626243e-05,1,True,32
8,10,0.11004812687480915,0.11000947312519084,30,1,0.1100288,False,RS,4,128,True,2,16,False,False,3.1182687504448046e-05,64,True,32
9,10,0.10210164858183852,0.04826099141816144,1,4,0.07518131999999998,False,RS,8,2048,True,16,2048,True,True,0.043434243868883,512,False,8
10,10,0.31616939172893843,0.3161244082710616,1,12,0.3161469,False,RS,16,64,True,16,2,False,False,3.6288979043225386e-05,64,True,8
11,10,0.10226307961706016,0.10222172038293983,4,1,0.1022424,False,RS,8,16,True,1,2,False,False,3.3365251385238346e-05,64,True,16
12,10,0.09654934924797691,0.06957211075202309,1,8,0.08306073,False,RS,2,1,True,16,256,True,False,0.021763032204086357,1,True,1
13,10,0.10664555966171371,0.09056624033828628,1,7,0.0986059,False,RS,2,512,True,8,1,True,False,0.012971481284417751,64,False,4
14,10,0.265125386600531,0.26503721339946906,13,1,0.2650813,False,RS,2,1024,True,2,32,False,True,7.113093560469542e-05,32,False,1
15,10,0.3021172518110049,0.30205634818899507,27,1,0.3020868,False,RS,32,64,True,1,16,False,True,4.913206692172458e-05,4,True,1
16,10,0.10882382350935246,0.07584267649064755,10,1,0.09233325,False,RS,1,32,True,8,16,True,True,0.026606495131198695,8,True,4
17,10,0.22172883658600356,0.22169476341399647,12,1,0.22171180000000001,False,RS,16,2048,True,4,8,False,True,2.7487451682544146e-05,16,True,8
18,10,0.11921217645814317,0.08239000354185683,13,1,0.10080109,False,RS,4,2048,True,2,4,True,True,0.029705121045720387,64,True,16
19,10,0.1009675092878527,0.10092169071214727,26,1,0.10094459999999998,False,RS,8,128,True,1,4,False,False,3.69626838852354e-05,2048,False,8
20,10,0.09099766309288158,0.07956653690711842,1,5,0.0852821,False,RS,32,256,True,8,4,True,False,0.00922169877940068,512,False,2
21,10,0.10567156199363108,0.10563323800636894,24,1,0.10565240000000001,False,RS,4,1,True,32,64,False,True,3.0916662174304016e-05,512,True,4
22,10,0.10088216926631337,0.06157385073368664,1,7,0.08122801,False,RS,4,2048,True,256,2,True,False,0.03171074023170856,1,False,32
23,10,0.49096538361846753,0.4904572163815324,1,20,0.49071129999999996,False,RS,4,1024,True,8,256,False,False,0.00040994781375194606,32,True,1
24,10,0.08148022347793875,0.07167565652206125,1,4,0.07657794,False,RS,32,1,True,16,64,True,True,0.007909523668995496,32,False,2
25,10,0.09892304289610547,0.09884937710389453,15,1,0.09888621,False,RS,4,16,True,256,2,False,False,5.942754327750812e-05,512,False,32
26,10,0.10390728455605552,0.07535033544394446,1,28,0.08962880999999999,False,RS,8,256,True,8,128,True,True,0.02303741368007485,512,True,8
27,10,0.15021849772554433,0.15019610227445565,13,1,0.1502073,False,RS,2,1024,True,4,1,False,False,1.806682041755188e-05,128,False,8
28,10,0.0962413502118692,0.04094108978813078,14,1,0.06859122,False,RS,1,2048,True,32,2,True,False,0.04461173254173839,64,True,32
29,10,0.3044711906906648,0.3044488093093352,1,4,0.30446,False,RS,32,32,True,16,32,False,False,1.8055470085276317e-05,2048,False,4
30,10,0.10185229451444587,0.08252316548555415,2,1,0.09218773000000001,False,RS,2,256,True,512,1,True,True,0.015593162272550748,2048,True,2
31,10,0.09451437895123244,0.07521440104876756,9,1,0.08486439,False,RS,2,256,True,8,8,True,True,0.01556964552515246,64,True,4
32,10,0.09604170990797263,0.07383759009202738,1,8,0.08493965,False,RS,2,32,True,64,8,True,False,0.017912469976876445,128,True,4
33,10,0.18311998757218387,0.18258581242781616,29,1,0.1828529,False,RS,16,1,True,8,16,False,True,0.0004309288688403242,2048,False,8
34,10,0.1061550463454682,0.06318489365453182,17,1,0.08466997000000001,False,RS,8,2048,True,128,2048,True,False,0.034664808889450116,128,True,16
35,10,0.11986262557057006,0.11982997442942991,1,24,0.11984629999999999,False,RS,1,128,True,256,64,False,False,2.6340273347101283e-05,256,False,2
36,10,0.09827173152306276,0.07737668847693724,1,16,0.08782421,False,RS,1,8,True,512,8,True,True,0.0168564137795944,1,True,8
37,10,0.10582148588780381,0.0640002941121962,13,1,0.08491089,False,RS,1,2048,True,4,16,True,True,0.03373792108344704,32,True,4
38,10,0.1000496943099047,0.0768646656900953,1,7,0.08845718,False,RS,1,1,True,2,128,True,False,0.018703787067799932,64,True,1
39,10,0.37378413605848354,0.37371286394151654,29,1,0.37374850000000004,False,RS,2,1,True,16,512,False,True,5.749652163391957e-05,128,True,32
40,10,0.11334061058607654,0.11327778941392345,1,14,0.1133092,False,RS,4,256,True,64,2,False,True,5.067898972947149e-05,1,True,4
41,10,0.12139617955059961,0.12135302044940044,1,24,0.12137460000000003,False,RS,2,512,True,1,1,False,True,3.4817237110375376e-05,32,False,2
42,10,0.12980679642549925,0.1296104035745007,27,1,0.12970859999999998,False,RS,4,4,True,16,2,False,True,0.00015843370853451449,512,False,32
43,10,0.1322179012394488,0.13218669876055125,1,21,0.13220230000000002,False,RS,2,512,True,32,32,False,True,2.5171610993343613e-05,512,True,1
44,10,0.07269556461715329,0.06695501538284673,28,1,0.06982529000000001,False,RS,1,128,True,4,4,True,True,0.004631006167443528,128,True,16
45,10,0.085518258204349,0.071345701795651,1,9,0.07843198,False,RS,4,8,True,1,1,True,False,0.011433260731374928,512,False,4
46,10,0.08244422762717639,0.07145447237282358,1,21,0.07694934999999999,False,RS,1,8,True,32,2,True,False,0.008865636768247386,1024,True,32
47,10,0.09000899748740789,0.07917326251259212,1,30,0.08459113,False,RS,4,4,True,16,1,True,False,0.008741385788883818,1,False,8
48,10,0.11337495326340667,0.11325264673659331,1,8,0.11331379999999999,False,RS,1,1024,True,128,4,False,True,9.866691441410262e-05,1024,False,32
49,10,1.0861748503813753,1.0858931496186246,1,25,1.086034,False,RS,16,1,True,4,1,False,False,0.00022725316279426178,128,True,8
50,10,0.22914596107728818,0.2288456389227118,1,23,0.2289958,False,RS,4,1,True,2,2048,False,False,0.00024227538050738907,128,False,8
51,10,0.7346367377159388,0.7344022622840611,1,14,0.7345195,False,RS,4,2,True,4,2,False,False,0.00018915562375990854,32,False,4
