id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
56,8,1,256,32,8,inf,28,1,RS,inf,False,True,True,inf,False,inf,False
57,4,1,2,1,8,inf,1,24,RS,inf,False,True,True,inf,False,inf,False
58,1024,1,1024,4,4,inf,1,18,RS,inf,False,True,False,inf,False,inf,False
59,16,1,512,4,32,inf,1,1,RS,inf,False,True,True,inf,False,inf,False
60,2,10,4,2,8,0.32859,1,27,RS,0.32856421026986926,True,False,True,4.1610094928996484e-05,False,0.3286157897301307,False
61,1,1,2048,2,32,inf,1,27,RS,inf,False,True,False,inf,True,inf,False
62,8,10,32,8,4,0.3132159,1,6,RS,0.3129151996899893,True,False,False,0.0004851608908393106,False,0.31351660031001066,False
63,8,10,4,16,16,0.2452034,2,1,RS,0.24515291488868796,True,False,True,8.145452719155526e-05,False,0.24525388511131202,False
64,256,10,4,2,4,0.40049,1,20,RS,0.40042878382641195,True,False,True,9.876841600430381e-05,True,0.4005512161735881,False
65,8,1,1024,4,2,inf,29,1,RS,inf,False,True,True,inf,False,inf,False
66,16,1,8,2,16,inf,1,23,RS,inf,False,True,False,inf,False,inf,False
67,512,10,1,32,32,1.047818,5,1,RS,1.047670109060651,True,False,True,0.0002386126568310996,False,1.0479658909393488,False
68,4,1,512,8,1,inf,24,1,RS,inf,False,True,True,inf,True,inf,False
69,1,10,4,16,32,0.20712049999999999,18,1,RS,0.20695681982971734,True,False,True,0.00026408758016990754,True,0.20728418017028263,False
70,8,1,32,32,32,inf,1,12,RS,inf,False,True,True,inf,True,inf,False
71,128,1,1,2,32,inf,1,21,RS,inf,False,True,False,inf,True,inf,False
72,4,1,256,4,8,inf,6,1,RS,inf,False,True,False,inf,True,inf,False
73,64,1,512,32,8,inf,26,1,RS,inf,False,True,False,inf,True,inf,False
74,16,10,8,4,4,0.258533,1,8,RS,0.2582669282657301,True,False,True,0.00042928987875327443,False,0.2587990717342699,False
75,4,10,32,2,32,0.8158390000000001,1,12,RS,0.8155881223131567,True,False,False,0.00040477524627871364,True,0.8160898776868435,False
76,16,1,512,2,16,inf,24,1,RS,inf,False,True,True,inf,False,inf,False
77,8,10,256,4,32,0.9777359000000001,1,23,RS,0.9776797112473933,True,False,False,9.065699090527337e-05,True,0.9777920887526069,False
78,128,10,8,8,4,0.38316359999999994,1,25,RS,0.3830910669256192,True,False,False,0.00011702751813142034,True,0.3832361330743807,False
79,32,1,1,16,2,inf,22,1,RS,inf,False,True,False,inf,False,inf,False
80,512,10,32,2,2,0.3632999,30,1,RS,0.3631134285176708,True,False,True,0.0003008599175696288,False,0.3634863714823292,False
81,1024,10,32,16,32,0.9338580999999999,1,30,RS,0.9336338135786428,True,False,True,0.0003618719248574056,False,0.934082386421357,False
82,256,1,1,2,32,inf,24,1,RS,inf,False,True,False,inf,True,inf,False
83,128,10,4,32,2,0.4389202,17,1,RS,0.43889468009477633,True,False,True,4.117474954385942e-05,False,0.43894571990522363,False
84,1,1,2,1,8,inf,1,9,RS,inf,False,True,False,inf,True,inf,False
85,2,10,128,4,1,0.32882310000000003,1,2,RS,0.3287291502554265,True,False,False,0.000151581958029308,False,0.3289170497445736,False
86,16,1,64,8,16,inf,1,23,RS,inf,False,True,True,inf,False,inf,False
87,4,1,1,16,8,inf,26,1,RS,inf,False,True,False,inf,False,inf,False
88,1024,1,16,8,1,inf,1,6,RS,inf,False,True,True,inf,False,inf,False
89,256,1,2,32,1,inf,29,1,RS,inf,False,True,False,inf,False,inf,False
90,1024,1,32,16,16,inf,5,1,RS,inf,False,True,True,inf,True,inf,False
91,16,1,16,16,16,inf,1,29,RS,inf,False,True,False,inf,True,inf,False
92,32,1,1,1,4,inf,28,1,RS,inf,False,True,False,inf,False,inf,False
93,64,1,512,1,2,inf,2,1,RS,inf,False,True,True,inf,True,inf,False
94,16,1,256,32,4,inf,29,1,RS,inf,False,True,True,inf,False,inf,False
95,1,10,4,1,16,0.19943870000000002,1,3,RS,0.19933339536482197,True,False,True,0.0001699023543097619,False,0.19954400463517807,False
96,512,1,2048,16,1,inf,9,1,RS,inf,False,True,True,inf,True,inf,False
97,1024,10,128,16,1,0.44788500000000003,1,7,RS,0.44704860962550824,True,False,False,0.0013494628561023885,True,0.4487213903744918,False
98,64,1,32,32,2,inf,18,1,RS,inf,False,True,True,inf,False,inf,False
99,64,1,128,2,32,inf,6,1,RS,inf,False,True,False,inf,False,inf,False
100,1024,1,512,1,32,inf,11,1,RS,inf,False,True,True,inf,True,inf,False
101,16,1,32,4,1,inf,1,3,RS,inf,False,True,False,inf,False,inf,False
102,32,1,64,16,1,inf,29,1,RS,inf,False,True,True,inf,True,inf,False
103,32,1,2,32,32,inf,17,1,RS,inf,False,True,True,inf,False,inf,False
104,8,1,512,8,32,inf,1,5,RS,inf,False,True,True,inf,True,inf,False
105,1024,1,4,4,8,inf,1,7,RS,inf,False,True,True,inf,False,inf,False
106,1,10,2,8,32,0.2078942,1,26,RS,0.20786706203546196,True,False,False,4.378538568974632e-05,True,0.20792133796453804,False
107,128,10,16,2,32,0.2079298,18,1,RS,0.20776981463367,True,False,True,0.00025812624818100587,True,0.20808978536633,False
108,2,1,64,16,8,inf,1,18,RS,inf,False,True,True,inf,False,inf,False
109,1,1,4,16,2,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
110,256,1,2048,4,4,inf,1,28,RS,inf,False,True,False,inf,False,inf,False
111,1024,1,512,32,8,inf,7,1,RS,inf,False,True,False,inf,True,inf,False
112,2,10,8,32,1,0.3994669,1,5,RS,0.399365799878611,True,False,True,0.0001631186378069636,True,0.39956800012138904,False
113,32,1,16,4,2,inf,1,24,RS,inf,False,True,True,inf,True,inf,False
114,1024,1,16,4,4,inf,24,1,RS,inf,False,True,True,inf,True,inf,False
115,512,1,2048,2,4,inf,1,4,RS,inf,False,True,True,inf,False,inf,False
116,64,10,2048,8,32,0.9915847000000001,21,1,RS,0.9914706826264742,True,False,True,0.00018395980539237313,False,0.991698717373526,False
117,256,1,1024,1,16,inf,1,21,RS,inf,False,True,True,inf,False,inf,False
118,2048,1,256,2,2,inf,1,2,RS,inf,False,True,True,inf,True,inf,False
119,1024,10,64,32,4,0.45100680000000004,7,1,RS,0.45094544605178366,True,False,True,9.89907066345198e-05,True,0.4510681539482164,False
120,512,10,1,16,32,0.9572924,19,1,RS,0.9570578632701856,True,False,True,0.0003784101478554579,False,0.9575269367298145,False
121,2,1,256,8,4,inf,1,8,RS,inf,False,True,False,inf,True,inf,False
122,8,10,4,16,32,0.3382694,3,1,RS,0.3381960621389684,True,False,True,0.0001183259903824944,True,0.3383427378610316,False
123,64,10,2,32,2,0.4313505,8,1,RS,0.43127452200182737,True,False,False,0.0001225856843191689,False,0.4314264779981727,False
124,8,1,1024,8,1,inf,1,12,RS,inf,False,True,False,inf,True,inf,False
125,4,10,256,4,4,0.37400880000000003,14,1,RS,0.373888092693696,True,False,True,0.00019475358790019788,False,0.37412950730630407,False
126,1024,10,256,2,2,0.4407481,1,5,RS,0.4407033969637311,True,False,False,7.212551559607585e-05,False,0.44079280303626883,False
127,512,10,512,1,4,0.49163130000000005,1,27,RS,0.49159271005613003,True,False,False,6.226242847818374e-05,False,0.49166988994387006,False
128,2,1,8,2,16,inf,1,25,RS,inf,False,True,True,inf,False,inf,False
129,1,10,32,32,1,0.40782179999999996,1,6,RS,0.4077707981367006,True,False,False,8.228827376972501e-05,True,0.40787280186329933,False
130,4,10,1,2,8,0.7899122,1,7,RS,0.7898542972102253,True,False,False,9.342248123444718e-05,False,0.7899701027897746,False
131,16,10,512,8,32,0.9080396000000001,1,30,RS,0.907870337800795,True,False,False,0.00027309383002917183,False,0.9082088621992052,False
132,8,10,512,32,32,0.7767406,1,18,RS,0.7766608768175883,True,False,True,0.00012862830170688082,False,0.7768203231824117,False
133,1,10,8,32,1,0.2254333,1,28,RS,0.22541880408199005,True,False,True,2.338824491063887e-05,False,0.22544779591800995,False
134,64,1,256,8,2,inf,1,3,RS,inf,False,True,False,inf,True,inf,False
135,1024,10,128,32,16,1.0757889999999999,8,1,RS,1.0753677905610175,True,False,True,0.0006795947321749931,False,1.0762102094389823,False
136,512,1,1024,8,4,inf,1,13,RS,inf,False,True,True,inf,False,inf,False
137,16,1,8,1,16,inf,1,12,RS,inf,False,True,False,inf,False,inf,False
138,32,10,256,16,8,1.053134,1,14,RS,1.0530059496863329,True,False,False,0.00020660106485687838,True,1.0532620503136672,False
139,64,1,1024,2,1,inf,7,1,RS,inf,False,True,True,inf,False,inf,False
140,256,10,32,32,4,0.459966,16,1,RS,0.45914080060189466,True,False,True,0.0013314069250233034,True,0.4607911993981053,False
141,128,1,1024,8,1,inf,1,9,RS,inf,False,True,False,inf,False,inf,False
142,2048,10,1024,4,4,0.2258797,1,28,RS,0.22534102002056966,True,False,True,0.0008691260035230796,False,0.22641837997943032,False
143,128,10,512,4,8,0.663469,10,1,RS,0.6634246831382353,True,False,True,7.150244751057484e-05,False,0.6635133168617646,False
144,32,10,8,16,4,0.41039529999999996,1,26,RS,0.41034074180516855,True,False,False,8.802618928478847e-05,True,0.4104498581948314,False
145,2,10,4,2,1,0.3931344,8,1,RS,0.3930897384455724,True,False,True,7.205858727452069e-05,False,0.3931790615544276,False
146,64,1,64,16,16,inf,7,1,RS,inf,False,True,True,inf,True,inf,False
147,1,1,8,1,8,inf,13,1,RS,inf,False,True,False,inf,True,inf,False
148,4,1,16,16,32,inf,1,30,RS,inf,False,True,True,inf,True,inf,False
149,128,10,1,8,1,0.21378310000000003,10,1,RS,0.21374346465285554,True,False,True,6.394912040052143e-05,True,0.21382273534714452,False
150,256,10,8,8,2,0.40772759999999997,1,27,RS,0.40726866906962217,True,False,False,0.0007404559676307625,False,0.40818653093037777,False
151,2,1,128,1,1,inf,29,1,RS,inf,False,True,False,inf,True,inf,False
152,16,1,256,1,32,inf,19,1,RS,inf,False,True,True,inf,True,inf,False
153,256,1,32,8,4,inf,1,8,RS,inf,False,True,False,inf,False,inf,False
154,128,10,8,16,16,0.27642500000000003,29,1,RS,0.2764049201713698,True,False,False,3.239753077010638e-05,True,0.27644507982863026,False
155,8,10,64,8,32,0.909853,11,1,RS,0.9098010923973119,True,False,False,8.374962686484545e-05,False,0.9099049076026882,False
156,64,10,128,32,8,1.043657,25,1,RS,1.0435496465621978,True,False,True,0.00017320796748414557,False,1.0437643534378023,False
157,1,1,512,1,2,inf,1,21,RS,inf,False,True,False,inf,False,inf,False
158,512,10,256,4,1,0.20757630000000002,1,3,RS,0.20755574736869933,True,False,True,3.3160367911107607e-05,False,0.2075968526313007,False
159,8,1,1,4,1,inf,1,29,RS,inf,False,True,False,inf,False,inf,False
160,512,1,1024,1,32,inf,10,1,RS,inf,False,True,True,inf,True,inf,False
161,256,1,2,4,2,inf,1,14,RS,inf,False,True,True,inf,True,inf,False
162,8,1,1024,32,2,inf,1,28,RS,inf,False,True,True,inf,False,inf,False
163,256,1,1024,1,8,inf,1,5,RS,inf,False,True,False,inf,True,inf,False
164,2,1,1,8,4,inf,1,26,RS,inf,False,True,True,inf,False,inf,False
165,1024,10,256,32,32,1.029795,10,1,RS,1.0296045251779578,True,False,True,0.0003073190524520018,False,1.0299854748220423,False
166,256,1,512,1,4,inf,1,18,RS,inf,False,True,False,inf,False,inf,False
167,256,10,256,4,4,0.2392309,28,1,RS,0.23891666447484838,True,False,True,0.0005069991025633123,False,0.2395451355251516,False
168,128,1,2,1,2,inf,21,1,RS,inf,False,True,True,inf,True,inf,False
169,1,1,256,16,1,inf,1,15,RS,inf,False,True,False,inf,False,inf,False
170,64,10,1024,1,4,0.2331897,1,20,RS,0.23289272140246592,True,False,True,0.0004791561436525666,False,0.23348667859753408,False
171,32,1,4,2,1,inf,1,19,RS,inf,False,True,True,inf,True,inf,False
172,8,1,32,32,2,inf,2,1,RS,inf,False,True,True,inf,True,inf,False
173,32,10,8,4,8,0.8413525,1,1,RS,0.8412409109863177,True,False,False,0.00018004180070195795,False,0.8414640890136822,False
174,64,10,64,32,8,1.0517150000000002,8,1,RS,1.0515832516349959,True,False,True,0.00021256763629488133,False,1.0518467483650045,False
175,1024,10,1024,32,1,1.054994,1,10,RS,1.0548634834685011,True,False,True,0.00021058015101139545,False,1.0551245165314989,False
176,128,1,512,1,2,inf,1,11,RS,inf,False,True,False,inf,False,inf,False
177,4,10,64,8,32,0.8349210999999999,1,28,RS,0.8346007822219349,True,False,True,0.0005168124321260053,False,0.8352414177780648,False
178,1,1,128,32,4,inf,17,1,RS,inf,False,True,True,inf,True,inf,False
179,2048,10,1024,16,4,0.40393939999999995,15,1,RS,0.403851832283482,True,False,False,0.00014128496027532157,False,0.4040269677165179,False
180,32,10,8,32,32,0.32787489999999997,9,1,RS,0.3278293389940686,True,False,False,7.350979526566718e-05,True,0.32792046100593136,False
181,4,10,1024,8,1,0.7818511000000001,1,20,RS,0.7818408651213696,True,False,False,1.6513327950482223e-05,True,0.7818613348786306,False
182,8,1,1024,2,4,inf,1,28,RS,inf,False,True,True,inf,True,inf,False
183,16,1,2,2,16,inf,4,1,RS,inf,False,True,False,inf,True,inf,False
184,128,10,1024,8,8,1.008737,1,23,RS,1.007908164392023,True,False,True,0.0013372737191764746,True,1.009565835607977,False
185,256,10,16,4,1,0.2050049,15,1,RS,0.20498638803900351,True,False,True,2.9867875719573758e-05,False,0.20502341196099647,False
186,1024,10,64,8,32,0.8723767,1,30,RS,0.8721633363275602,True,False,True,0.0003442487617987699,False,0.8725900636724399,False
187,512,10,512,32,8,1.0115569999999998,1,6,RS,1.0114396948865494,True,False,True,0.0001892643653728504,False,1.0116743051134502,False
188,512,1,64,2,8,inf,11,1,RS,inf,False,True,True,inf,True,inf,False
189,1024,1,64,1,2,inf,1,10,RS,inf,False,True,True,inf,False,inf,False
190,16,10,1,1,8,0.7073705,1,30,RS,0.707310020421073,True,False,False,9.757996720639372e-05,False,0.707430979578927,False
191,128,10,32,2,1,0.6339721,1,17,RS,0.6315901411106254,True,False,False,0.0038431396917104083,False,0.6363540588893747,False
192,256,10,1,16,4,0.4120734,1,9,RS,0.41193951503380394,True,False,False,0.0002160149068930156,True,0.412207284966196,False
193,4,10,16,8,8,0.7136189,1,15,RS,0.7135660133217107,True,False,True,8.532930329025213e-05,True,0.7136717866782892,False
194,8,1,16,8,2,inf,1,1,RS,inf,False,True,False,inf,True,inf,False
195,512,10,2048,1,2,0.47681769999999996,24,1,RS,0.4767748425740158,True,False,False,6.914774038246185e-05,True,0.4768605574259841,False
196,512,10,512,1,2,0.47136849999999997,1,20,RS,0.471026835803004,True,False,False,0.0005512535260658203,False,0.47171016419699596,False
197,1024,1,1024,2,4,inf,23,1,RS,inf,False,True,False,inf,True,inf,False
198,128,1,1024,32,2,inf,1,14,RS,inf,False,True,True,inf,True,inf,False
199,64,10,2,1,1,0.2528137,7,1,RS,0.25279311188673687,True,False,True,3.321761580847572e-05,False,0.2528342881132631,False
200,64,10,128,16,1,0.22543189999999996,12,1,RS,0.22500166264090476,True,False,False,0.0006941607090580656,True,0.22586213735909516,False
201,4,1,16,4,8,inf,30,1,RS,inf,False,True,True,inf,True,inf,False
202,2,10,512,8,8,0.7238659000000001,11,1,RS,0.7238337452989421,True,False,False,5.187957208765855e-05,False,0.7238980547010581,False
203,512,10,64,2,1,0.20520170000000001,29,1,RS,0.20517637767491306,True,False,True,4.085596651653322e-05,True,0.20522702232508697,False
204,16,10,1024,4,8,0.7103279,1,17,RS,0.7102196846215658,True,False,True,0.00017459865406126417,False,0.7104361153784342,False
205,256,1,16,4,2,inf,1,15,RS,inf,False,True,True,inf,True,inf,False
206,32,10,256,32,32,1.007743,1,24,RS,1.0075513830708052,True,False,True,0.00030916176995225025,True,1.007934616929195,False
207,2,1,2048,32,32,inf,1,10,RS,inf,False,True,True,inf,False,inf,False
208,16,10,8,1,1,0.47431930000000005,1,2,RS,0.4742712548499138,True,False,False,7.751780440646189e-05,False,0.47436734515008633,False
209,1024,10,256,32,4,0.41711659999999995,28,1,RS,0.4170420449691769,True,False,False,0.00012028981669284997,True,0.417191155030823,False
210,16,1,128,1,16,inf,27,1,RS,inf,False,True,False,inf,True,inf,False
211,64,10,32,2,1,0.20523379999999997,2,1,RS,0.2052043564088328,True,False,True,4.7505368117720897e-05,False,0.20526324359116713,False
212,4,1,2,4,2,inf,10,1,RS,inf,False,True,True,inf,True,inf,False
213,4,10,64,1,16,0.7823465,1,2,RS,0.7823100286038305,True,False,True,5.884428604376526e-05,False,0.7823829713961694,False
214,2,1,512,4,4,inf,1,2,RS,inf,False,True,True,inf,True,inf,False
215,8,1,2048,1,2,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
216,1024,1,128,2,32,inf,1,13,RS,inf,False,True,True,inf,False,inf,False
217,2048,10,1,2,16,0.7427729000000001,27,1,RS,0.742751418133073,True,False,True,3.465963069623166e-05,True,0.7427943818669271,False
218,4,1,1024,1,8,inf,12,1,RS,inf,False,True,True,inf,False,inf,False
219,8,10,512,8,16,1.0465349999999998,3,1,RS,1.0463608773026214,True,False,True,0.00028093593575757576,False,1.0467091226973781,False
220,256,10,1,8,32,0.8575282,1,14,RS,0.8573252219433999,True,False,False,0.00032749222891543275,False,0.8577311780566,False
221,32,1,512,16,8,inf,11,1,RS,inf,False,True,False,inf,True,inf,False
222,2048,10,32,16,4,0.4125974,9,1,RS,0.412459873585451,True,False,False,0.0002218901530036809,True,0.412734926414549,False
223,4,1,4,4,4,inf,10,1,RS,inf,False,True,True,inf,True,inf,False
224,256,1,8,4,32,inf,30,1,RS,inf,False,True,True,inf,False,inf,False
225,16,1,1024,2,8,inf,1,11,RS,inf,False,True,True,inf,False,inf,False
226,256,10,512,2,4,0.448821,3,1,RS,0.4487660293866004,True,False,False,8.869160050422845e-05,True,0.4488759706133997,False
227,128,1,4,32,8,inf,1,12,RS,inf,False,True,False,inf,True,inf,False
228,8,10,64,16,16,0.7660771000000001,30,1,RS,0.7658863878599937,True,False,False,0.0003077019499450607,False,0.7662678121400064,False
229,4,10,1,1,32,0.8315581,20,1,RS,0.8314817622585156,True,False,True,0.00012316610735101945,False,0.8316344377414844,False
230,256,1,128,2,4,inf,1,5,RS,inf,False,True,False,inf,False,inf,False
231,16,1,1,8,2,inf,1,13,RS,inf,False,True,False,inf,False,inf,False
232,128,1,4,16,8,inf,1,2,RS,inf,False,True,True,inf,False,inf,False
233,512,10,512,2,32,0.7893382,1,1,RS,0.7892204155244628,True,False,True,0.00019003778571641516,False,0.7894559844755372,False
234,32,1,4,16,8,inf,1,14,RS,inf,False,True,True,inf,False,inf,False
235,128,1,2,4,32,inf,10,1,RS,inf,False,True,False,inf,False,inf,False
236,32,10,1024,4,16,0.9975139000000002,28,1,RS,0.9973713214233964,True,False,False,0.00023004149625664244,True,0.997656478576604,False
237,1,10,512,8,2,0.1971533,1,25,RS,0.1970886467027708,True,False,True,0.0001043139971432416,True,0.19721795329722921,False
238,16,1,32,16,16,inf,1,12,RS,inf,False,True,False,inf,False,inf,False
239,2048,10,32,16,2,0.43797569999999997,26,1,RS,0.437639329972556,True,False,False,0.0005427117190553412,False,0.43831207002744393,False
240,1024,10,64,2,1,0.7088025000000001,1,15,RS,0.708752916978477,True,False,True,7.999906249449049e-05,False,0.7088520830215232,False
241,8,10,128,8,4,0.28505610000000003,30,1,RS,0.28461803183072476,True,False,True,0.0007067952249414187,False,0.2854941681692753,False
242,4,1,16,8,16,inf,1,28,RS,inf,False,True,False,inf,True,inf,False
243,4,1,128,2,4,inf,30,1,RS,inf,False,True,True,inf,True,inf,False
244,256,10,64,4,4,0.22183959999999997,1,8,RS,0.22172643717190998,True,False,True,0.00018258105049538868,True,0.22195276282808996,False
245,1024,10,16,8,2,0.402264,1,14,RS,0.4022269136694163,True,False,False,5.983644374459098e-05,False,0.4023010863305837,False
246,128,1,1,1,16,inf,6,1,RS,inf,False,True,True,inf,True,inf,False
247,2048,1,256,8,32,inf,26,1,RS,inf,False,True,True,inf,True,inf,False
248,32,1,128,2,1,inf,8,1,RS,inf,False,True,True,inf,False,inf,False
249,8,1,1,16,2,inf,16,1,RS,inf,False,True,True,inf,False,inf,False
250,16,1,64,8,32,inf,1,14,RS,inf,False,True,True,inf,False,inf,False
251,64,1,64,8,1,inf,16,1,RS,inf,False,True,True,inf,False,inf,False
252,128,10,4,4,2,0.40656919999999996,1,30,RS,0.40651033656770746,True,False,False,9.497241704832664e-05,True,0.40662806343229246,False
253,256,1,8,8,16,inf,1,1,RS,inf,False,True,True,inf,True,inf,False
254,256,1,4,8,1,inf,12,1,RS,inf,False,True,False,inf,True,inf,False
255,1,10,8,32,8,0.9913536000000001,1,4,RS,0.9912249731319287,True,False,True,0.00020753129884428775,True,0.9914822268680714,False
256,256,1,16,8,2,inf,17,1,RS,inf,False,True,True,inf,False,inf,False
257,128,10,1024,8,2,0.44205690000000003,19,1,RS,0.44175941963260107,True,False,False,0.00047996571752574575,False,0.442354380367399,False
258,32,10,16,4,1,0.211933,27,1,RS,0.21191064266067378,True,False,True,3.607214992206498e-05,False,0.21195535733932624,False
259,4,1,1,2,1,inf,1,6,RS,inf,False,True,True,inf,False,inf,False
260,1,1,4,4,4,inf,1,4,RS,inf,False,True,True,inf,True,inf,False
261,32,1,1,32,8,inf,13,1,RS,inf,False,True,True,inf,True,inf,False
262,32,1,1024,2,1,inf,5,1,RS,inf,False,True,True,inf,True,inf,False
263,2048,1,8,2,1,inf,1,18,RS,inf,False,True,False,inf,True,inf,False
