id,runs,baseline,mean_confidence_interval_inf,T1_I,T1_J,cost_mean,U_J,U_I,technique,T2_I,cost_std,correct_result,T2_J,U1_I,OMP,VEC2,mean_confidence_interval_sup,VEC1,RT_I,SCR,RT_J
1,10,False,0.533809343826041,8,32,0.6651088999999999,1,22,RS,2048,0.21184351169410406,True,512,9,True,True,0.7964084561739588,True,8,True,1
2,10,False,9.520505708649019,2,2,9.522154999999998,30,1,RS,2048,0.002661027057359783,True,8,5,False,True,9.523804291350977,False,8,False,4
3,10,False,0.6597626179050418,256,256,0.7198867999999999,1,8,RS,1024,0.09700655694415716,True,1024,21,True,False,0.7800109820949581,True,1,True,16
4,10,False,0.8130329534723129,1,128,0.8387157000000001,16,1,RS,16,0.04143748366648243,True,1024,1,True,False,0.8643984465276873,True,4,False,8
5,10,False,4.391882036450241,64,8,4.392162000000001,1,19,RS,64,0.0004517034425372536,True,128,5,False,True,4.392441963549761,False,4,False,8
6,10,False,0.8371481725002927,8,2,0.8945745,1,15,RS,1024,0.09265373955351185,True,4,6,True,True,0.9520008274997074,True,16,True,1
7,10,False,0.6806371027460459,64,4,0.8083406,1,28,RS,2048,0.20604149855657716,True,128,9,True,False,0.936044097253954,True,2,False,16
8,10,False,0.8303789460891301,1,512,0.8622472,1,21,RS,2,0.0514174077716876,True,1024,7,True,True,0.8941154539108699,False,8,True,4
9,10,False,0.945262420102323,8,512,0.9676094,23,1,RS,128,0.036055435640690844,True,512,6,True,True,0.9899563798976769,True,32,False,2
10,10,False,4.236468299082152,1,32,4.236548000000001,1,6,RS,256,0.00012859237924546242,True,256,23,False,True,4.2366277009178495,True,2,False,8
11,10,False,0.7545692079606282,16,2,0.7844829,6,1,RS,128,0.04826384607850889,True,128,11,True,False,0.8143965920393718,False,8,True,1
12,10,False,4.207399562642423,16,256,4.2074739999999995,12,1,RS,256,0.00012009995836808148,True,2048,16,False,False,4.207548437357576,False,2,False,4
13,10,False,5.609969629801048,16,128,5.610296,1,28,RS,1024,0.0005265776296045903,True,512,20,False,False,5.610622370198952,True,1,False,16
14,10,False,0.9334065548500181,2,2,0.957568,1,29,RS,1,0.03898296031858023,True,4,16,True,True,0.9817294451499818,True,8,True,4
15,10,False,1.1659283377703864,256,2,1.200238,30,1,RS,1024,0.05535646534958676,True,8,27,True,False,1.2345476622296134,False,1,False,2
16,10,False,1.0000264454108123,4,8,1.0146292000000001,20,1,RS,4,0.023560618959611392,True,16,5,True,True,1.029231954589188,True,1,False,32
