id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.74746620685875,2048,16,64,4,2048,2048,DLMT,2048,False,196,False,False,True,30,20,True,1,3,32,1,4,1.714919,True,32,1,32,22
