id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,128,2,2048,4,1.6713970510956129,2048,False,2,DLMT,2048,True,False,False,True,21,9,False,1,8,32,10,1,4,1.845675,0.28118642425444373,True,True,4,8,128,2.019952948904387,23
2,32,1,256,512,2.5420010062408593,128,False,2,DLMT,1024,False,False,False,False,29,4,True,1,23,4,10,1,16,2.589622,0.0768334550570258,True,True,1,1,2048,2.6372429937591404,22
3,64,256,8,1,5.332155335493812,256,False,1,DLMT,512,True,True,True,True,1,1,False,27,9,4,10,3,4,5.332497,0.000551254024928753,True,False,16,4,2048,5.3328386645061885,30
4,512,1,1,1,1.8232091842461413,2048,False,1024,DLMT,4,True,False,True,False,14,22,False,1,16,2,10,1,4,2.096152,0.4403759332161556,True,True,16,4,512,2.3690948157538587,19
5,1024,128,1,4,7.168333506856447,2048,False,1024,DLMT,16,False,True,False,False,1,4,False,17,30,1,10,1,1,7.1685,0.0002686261342461699,True,False,32,4,256,7.168666493143553,20
6,16,32,1,1,6.0917194931661856,16,False,1024,DLMT,32,True,False,False,False,1,24,True,16,27,16,10,1,1,6.091874,0.0002492869832141517,True,False,16,2,16,6.092028506833814,1
7,8,2,2,1,2.6869742411708466,1,False,2048,DLMT,64,False,False,True,False,1,1,False,25,15,2,10,13,32,2.725159,0.061608688096728696,True,True,4,16,16,2.7633437588291536,20
8,4,1,64,2,6.270388910856736,8,False,16,DLMT,256,True,True,False,True,1,10,True,9,1,1,10,1,8,6.271045999999999,0.0010601716842097094,True,False,16,4,1,6.271703089143262,17
9,8,8,512,2,6.503077637216967,256,False,32,DLMT,2048,True,False,True,False,13,10,True,1,25,8,10,1,2,6.507085999999999,0.006467239287362187,True,False,4,32,1,6.511094362783031,19
10,32,128,8,512,3.031837275367838,1024,False,2048,DLMT,1024,True,False,True,True,24,1,True,1,26,4,10,26,32,3.122316,0.1459816873583807,True,True,16,2,2048,3.212794724632162,7
11,64,4,32,2048,27.394355177481316,256,False,1024,DLMT,128,True,True,True,True,1,1,False,3,3,2,10,28,32,27.397070000000003,0.004380194059627759,True,False,1,32,1,27.39978482251869,1
12,2,1024,32,32,2.5726604128617576,4,False,1,DLMT,512,False,False,False,False,1,1,True,30,15,1,10,11,1,2.629048,0.09097779781902832,True,True,2,8,256,2.6854355871382425,17
13,4,8,16,32,5.898766510527116,512,False,512,DLMT,1,False,False,False,False,1,15,False,8,22,2,10,1,2,5.899168999999999,0.0006493912534060164,True,False,16,2,1024,5.899571489472882,29
14,128,16,4,1024,5.813735142223528,1024,False,32,DLMT,32,False,False,False,True,30,1,False,1,22,16,10,5,4,5.814582,0.001366351345737953,True,False,2,32,2048,5.815428857776471,8
15,16,1,2,4,11.098162171966871,1024,False,4,DLMT,32,False,True,True,False,22,23,False,1,29,32,10,1,1,11.104130000000001,0.009628712271119414,True,False,8,8,32,11.110097828033132,25
16,128,1,1,256,5.463524243943415,2048,False,16,DLMT,512,True,True,True,True,5,1,False,1,2,2,10,3,2,5.463857,0.0005368808061385916,True,False,2,1,1,5.464189756056585,28
17,32,2,1024,512,26.637541242074146,32,False,2,DLMT,2048,True,True,False,False,1,25,False,25,20,2,10,1,16,26.63947,0.003111928662421253,True,False,1,32,2048,26.641398757925852,6
18,8,64,4,256,2.4212823521167035,1024,False,256,DLMT,1,True,False,True,True,30,1,True,1,30,2,10,30,16,2.499234,0.12577004303092207,True,True,2,16,256,2.5771856478832964,26
19,8,4,1,2048,2.583768278390081,16,False,1,DLMT,16,False,True,True,False,12,11,False,1,4,2,10,1,1,2.6274729999999997,0.07051479817031321,True,True,32,1,1,2.6711777216099186,16
20,128,2048,512,64,2.3573961931259872,1024,False,1,DLMT,1,False,True,False,True,1,11,False,20,19,8,10,1,2,2.4368380000000003,0.12817432011132346,True,True,16,1,64,2.5162798068740133,18
21,128,1,8,2,7.1489563288729885,128,False,16,DLMT,1,False,True,False,False,6,1,False,1,6,1,10,28,4,7.1547979999999995,0.009425166099332267,True,False,2,2,4,7.160639671127011,17
22,4,4,1024,1,2.5108038286360013,128,False,2048,DLMT,1024,True,False,True,True,1,20,False,13,9,1,10,1,8,2.576924,0.10668070558446828,True,True,1,4,512,2.6430441713639987,6
23,1,8,32,512,8.806211473681469,1,False,1,DLMT,1,False,False,False,False,29,1,False,1,20,1,10,21,4,8.80895,0.004418438638252386,True,False,8,1,1,8.81168852631853,17
24,128,8,8,1,8.729895911157955,2048,False,64,DLMT,128,True,False,False,True,1,1,True,23,4,16,10,30,1,8.737870000000001,0.012865686922974542,True,False,2,16,512,8.745844088842047,29
25,4,2,64,512,9.182082438870612,512,False,2,DLMT,128,True,True,True,False,21,30,False,1,8,2,10,1,1,9.182227000000001,0.00023324021951606682,True,False,8,1,2048,9.18237156112939,6
26,4,512,4,1,6.257289345554663,64,False,1024,DLMT,8,True,False,True,False,1,9,False,2,24,2,10,1,1,6.257377,0.00014142489172702663,True,False,1,8,128,6.257464654445337,6
27,64,1,512,128,4.30993498685352,1,False,16,DLMT,512,True,False,True,False,1,1,True,4,12,1,10,22,8,4.310415000000001,0.0007744707870539016,True,False,32,4,2048,4.310895013146482,1
28,1024,32,512,2048,4.867567312430058,1,False,1024,DLMT,512,False,False,False,True,12,14,True,1,30,4,10,1,8,4.867947000000001,0.0006126018282701656,True,False,1,16,2048,4.868326687569944,30
29,16,16,16,256,2.5639655923431484,256,False,256,DLMT,128,True,False,False,False,1,4,True,30,7,16,10,1,2,2.588879,0.040196204161587236,True,True,1,8,512,2.6137924076568515,18
30,1,2,8,2,1.9151998452685068,2048,False,512,DLMT,16,True,False,True,True,1,1,False,23,27,2,10,10,4,2.146591,0.3733349618358827,True,True,1,2,64,2.377982154731493,15
31,128,32,64,256,25.20882017082028,1024,False,512,DLMT,64,True,False,True,True,11,1,False,1,18,2,10,20,16,25.209429999999998,0.00098392072851459,True,False,8,16,256,25.210039829179713,29
32,2,8,1,2,2.0302895402631638,2048,False,32,DLMT,8,False,False,False,True,6,1,False,1,26,1,10,30,2,2.199828,0.2735395588868271,True,True,8,8,128,2.3693664597368365,30
33,16,256,256,1,5.810714401108993,2048,False,2048,DLMT,1024,False,False,True,True,28,1,False,1,4,4,10,17,2,5.811286000000001,0.000922238580845552,True,False,32,1,64,5.811857598891009,1
34,4,8,64,4,7.1609531416804115,4,False,512,DLMT,2048,True,True,True,True,29,1,False,1,6,16,10,27,2,7.16142,0.0007532463076577324,True,False,32,1,128,7.161886858319588,29
35,1,4,512,8,24.222998704836183,32,False,16,DLMT,1,True,True,False,True,1,24,False,14,30,4,10,1,32,24.22453,0.002470647688360013,True,False,4,4,128,24.22606129516382,16
36,1,4,1,64,2.7700461936918845,256,False,16,DLMT,1024,True,False,True,True,1,1,True,28,8,32,10,30,1,2.8259859999999994,0.09025533183142143,True,True,1,32,1,2.8819258063081143,22
37,16,128,2048,2,2.262632938263235,1,False,256,DLMT,1,False,True,True,False,13,1,True,1,11,16,10,18,4,2.337307,0.12048186552755558,True,True,8,2,128,2.411981061736765,24
38,4,2,128,4,7.800979066282,256,False,512,DLMT,1,True,True,False,True,18,2,False,1,21,2,10,1,8,7.801221,0.00039034471944689956,True,False,4,4,4,7.801462933718,21
39,1,4,2048,8,6.73392590292559,8,False,2048,DLMT,2048,False,False,False,False,10,1,True,1,4,2,10,29,1,6.739559999999999,0.009090258522176372,True,False,2,8,2048,6.745194097074409,8
40,1,2,512,2048,2.3226277010443885,16,False,128,DLMT,2048,False,False,True,True,1,1,True,23,5,8,10,9,8,2.4378819999999997,0.1859555061728477,True,True,8,8,2048,2.553136298955611,25
41,2048,1,512,512,6.622399011420916,1,False,256,DLMT,2048,False,True,False,True,4,1,True,1,5,32,10,11,1,6.622694,0.000475945375016924,True,False,16,4,1,6.622988988579084,14
42,8,2048,2,16,2.571476777688787,8,False,1,DLMT,4,True,True,True,True,17,21,False,1,1,2,10,1,32,2.621269,0.08033659470627318,True,True,2,1,512,2.671061222311213,2
43,64,2,8,8,18.483059679602288,256,False,2,DLMT,1,True,True,False,True,1,1,True,17,23,8,10,11,1,18.48352,0.0007426977851047611,True,False,8,16,64,18.48398032039771,1
44,1,64,256,4,inf,1,False,1,DLMT,1,True,True,True,True,1,19,False,19,7,1,1,1,16,inf,inf,False,True,4,2,16,inf,11
45,4,4,1,4,9.871027962948798,128,False,8,DLMT,1,True,True,True,False,19,1,True,1,5,1,10,20,32,9.871372,0.0005550819759278318,True,False,8,4,1,9.8717160370512,29
46,64,256,4,2048,5.698732958163255,512,False,1024,DLMT,128,True,True,False,False,1,1,False,16,23,32,10,24,4,5.6993730000000005,0.0010326669356574658,True,False,2,16,1,5.700013041836746,11
47,4,2,128,128,2.5208592237382232,16,False,1,DLMT,1,False,False,False,True,1,30,False,1,13,32,10,1,4,2.5745959999999997,0.08670088248685826,True,True,4,16,512,2.628332776261776,29
48,1,128,256,1,2.543457075049353,16,False,1024,DLMT,512,True,True,False,False,5,1,False,1,5,32,10,11,1,2.5720140000000002,0.046074788377159205,True,True,2,8,256,2.6005709249506475,29
49,2,32,4,2048,1.60720859932025,2048,False,2048,DLMT,2048,False,True,False,True,6,29,True,1,12,2,10,1,1,1.9059409999999999,0.4819857938663753,True,True,32,1,2048,2.2046734006797495,21
50,256,16,8,2,7.497612047974725,1024,False,1024,DLMT,128,True,False,False,True,12,1,True,1,28,32,10,12,1,7.498017999999999,0.0006549778622214033,True,False,32,1,1,7.498423952025274,5
51,1,64,1,4,5.623989992129813,64,False,128,DLMT,128,False,True,False,True,1,1,True,10,11,2,10,20,2,5.626207,0.003577001677382866,True,False,1,32,1024,5.628424007870187,14
52,256,64,1,16,2.3936997168853615,512,False,128,DLMT,512,False,True,False,True,1,29,False,24,1,16,10,1,2,2.443781,0.08080297599098679,True,True,32,2,16,2.4938622831146384,19
53,2,2,8,2,2.5067183583931394,1,False,4,DLMT,16,True,False,False,True,30,1,True,1,2,2,10,15,2,2.537959,0.05040479509927599,True,True,16,4,1,2.5691996416068603,30
54,4,2,1,64,1.855796752121707,2048,False,512,DLMT,1024,False,True,True,False,1,18,False,1,3,1,10,1,4,2.0290299999999997,0.2795008653653866,True,True,16,1,512,2.2022632478782924,9
55,1,1,1,2,27.646660614209026,2048,False,128,DLMT,128,False,True,False,True,30,26,False,1,23,1,10,1,1,27.64739,0.0011768177428980084,True,False,1,32,2048,27.648119385790977,3
56,32,2,64,1,25.297999171437198,1,False,1,DLMT,2048,True,True,False,False,18,1,False,1,6,2,10,12,32,25.29887,0.0014050266901374988,True,False,1,8,16,25.299740828562804,20
57,1,2048,1,64,16.92708306249624,512,False,2048,DLMT,16,True,False,True,True,1,1,True,19,8,1,10,3,16,16.92745,0.0005920304046247779,True,False,4,32,64,16.92781693750376,28
58,2048,2048,2,8,21.769770990401742,2048,False,1,DLMT,128,True,False,False,False,1,10,True,21,7,4,10,1,32,21.7726,0.004564427674966407,True,False,16,2,32,21.77542900959826,5
59,256,2,128,1,2.381089326566306,512,False,512,DLMT,2048,False,True,True,False,1,1,True,6,27,2,10,28,8,2.433453,0.08448546810546773,True,True,8,1,128,2.4858166734336944,19
60,2048,1024,2048,8,3.075140117783606,1,False,2048,DLMT,2048,True,False,True,True,5,16,False,1,28,2,10,1,16,3.150815,0.12209662593618219,True,True,1,32,1,3.226489882216394,28
61,16,2,1,8,2.6079931294178538,1,False,32,DLMT,2048,True,False,False,True,1,1,False,29,29,8,10,20,1,2.680635,0.11720305390645766,True,True,16,1,2048,2.7532768705821464,7
62,1,128,16,512,12.927966929945164,512,False,1,DLMT,256,False,True,True,False,15,14,True,1,25,2,10,1,32,12.92929,0.0021346896729969264,True,False,32,4,512,12.930613070054836,2
63,128,2048,1,1,8.85661406552513,1024,False,1,DLMT,1024,False,False,True,True,1,5,True,6,21,1,10,1,32,8.857315,0.0011309133476973053,True,False,2,2,512,8.858015934474869,20
64,32,8,8,512,2.6875558421253847,128,False,512,DLMT,32,False,True,False,True,1,19,True,23,11,2,10,1,32,2.750319,0.10126437709777315,True,True,8,4,1,2.8130821578746157,12
65,128,128,1,8,21.857948483293246,2048,False,512,DLMT,2,False,False,True,False,1,1,True,12,19,4,10,4,32,21.86014,0.00353587330089728,True,False,16,2,1,21.862331516706757,2
66,4,2,64,8,4.93273539344932,4,False,8,DLMT,128,False,False,True,False,25,2,True,1,23,4,10,1,8,4.933026,0.0004688752499333295,True,False,8,8,256,4.9333166065506795,12
67,2048,1,2048,4,1.635589375496994,2048,False,2,DLMT,1,True,False,False,True,8,2,True,1,29,2,10,1,1,1.8371939999999998,0.325276283279307,True,True,32,4,64,2.0387986245030056,24
68,2048,16,32,2,1.9264182089441844,2048,False,64,DLMT,64,True,False,True,False,1,1,True,12,17,4,10,1,2,2.1051089999999997,0.28830626536549636,True,True,8,8,4,2.2837997910558148,20
69,4,4,2048,512,9.077283445101129,8,False,512,DLMT,1,False,True,True,True,20,1,True,1,24,1,10,27,32,9.077448999999998,0.00026711233591857796,True,False,16,1,2048,9.077614554898867,16
70,32,16,1,4,6.900080945048038,1024,False,1,DLMT,4,False,False,False,True,1,1,False,3,10,8,10,29,2,6.9003559999999995,0.000443783731112401,True,False,2,8,1,6.900631054951961,23
71,2048,64,1,1,12.950956470300785,2048,False,1024,DLMT,4,False,True,True,True,1,10,True,30,27,2,10,1,16,12.95154,0.0009414881836751687,True,False,2,1,1,12.952123529699215,8
72,2,1,128,4,2.5086284903278737,32,False,128,DLMT,512,True,False,False,False,2,1,False,1,10,4,10,5,32,2.5646669999999996,0.09041458345311343,True,True,32,1,128,2.6207055096721255,13
73,1,2,8,64,2.018408408050911,2048,False,256,DLMT,2048,False,False,False,False,22,1,True,1,12,8,10,25,16,2.2005700000000004,0.2939061826161538,True,True,32,4,1,2.38273159194909,24
74,1,1,1,1,6.426478147618825,1,True,1,DLMT,1,False,False,False,False,1,1,False,1,1,1,10,1,1,6.426601000000001,0.00019821453024434737,True,False,1,1,1,6.426723852381176,1
75,128,1024,1,8,2.5053271456063935,1,False,1,DLMT,128,True,False,True,True,20,8,True,1,2,32,10,1,4,2.558453,0.08571519877477972,True,True,32,1,512,2.6115788543936067,22
76,2,2048,1,256,2.723920001891348,4,False,2048,DLMT,128,False,False,False,True,30,15,True,1,16,32,10,1,4,2.7577559999999997,0.054592238312785805,True,True,32,1,1024,2.791591998108651,22
77,1,1,4,2048,1.6128307711773668,2048,False,256,DLMT,2048,False,False,False,False,29,23,True,1,15,32,10,1,4,1.7592349999999999,0.23621394362949868,True,True,32,1,2048,1.905639228822633,22
78,512,2048,8,64,2.4402124618177634,1,False,1,DLMT,16,False,False,True,False,21,2,True,1,21,32,10,1,4,2.5159010000000004,0.12211865897151018,True,True,32,1,1024,2.5915895381822374,22
