id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,256,1,32,8,2.6718376086950677,2,4,64,RS,500,10,True,1024,64,128,6,2,3,True,1,1,False,10,0.008601861949601369,2.677169,True,True,2.6825003913049326
2,512,2048,16,64,4.9355342822216555,256,128,1,RS,500,10,False,512,64,4,25,3,1,True,1,1,False,10,0.0005868355817432598,4.935898,True,False,4.936261717778344
3,4,8,4,2,3.8840993665966788,4,1,16,RS,500,10,True,2048,1024,2048,5,4,3,False,1,1,False,10,0.00012687001221725012,3.8841779999999995,True,False,3.88425663340332
4,1,128,128,16,3.3425385368367557,4,4,2048,RS,500,10,True,16,128,1,6,1,1,True,5,1,False,10,0.00026212401645024966,3.3427009999999995,True,False,3.3428634631632432
5,8,8,1,2048,7.182433800519098,512,1,128,RS,500,10,False,512,2048,1,1,5,6,False,1,3,False,10,0.00023104328598759732,7.182577,True,False,7.182720199480903
6,256,512,4,16,4.53456265435902,1,1,256,RS,500,10,True,128,1024,512,8,2,2,True,5,1,False,10,0.0003781018381336659,4.534797,True,False,4.535031345640981
7,1024,2048,32,64,3.4946510180319614,2,2,1024,RS,500,10,False,256,1024,1,6,1,1,False,2,7,False,10,0.00011291146974514646,3.4947209999999997,True,False,3.494790981968038
8,1,1,32,4,0.2295452687773885,4,8,1,RS,500,10,True,8,64,4,2,5,1,False,1,9,False,10,0.024188369446698964,0.24453709999999998,True,True,0.25952893122261145
9,512,512,32,1,3.153300762598935,4,8,128,RS,500,10,True,512,32,1024,2,17,1,False,1,1,False,10,0.010103723125660137,3.159563,True,True,3.165825237401065
10,128,1,1024,2,9.040757806263773,2,128,1024,RS,500,10,False,4,4,1,1,1,2,False,12,4,False,10,0.0003407477072556954,9.040968999999999,True,False,9.041180193736224
11,16,128,32,2,11.024351549320215,16,2,16,RS,500,10,False,2048,2048,256,5,3,3,False,1,1,False,10,0.00043312815655439983,11.024619999999999,True,False,11.024888450679782
12,1,16,2,128,0.34552426527473973,2,256,64,RS,500,10,False,8,256,2048,11,3,1,False,1,1,False,10,0.037445983777836575,0.36873310000000004,True,True,0.39194193472526034
13,2048,256,64,32,2.6176983881780367,16,2048,32,RS,500,10,True,32,128,256,6,4,1,True,8,1,False,10,0.0034811699182889307,2.6198560000000004,True,False,2.622013611821964
14,2048,1,32,64,0.6436059706404482,32,1024,16,RS,500,10,False,64,2048,2048,1,10,2,False,1,4,False,10,0.018536336628632973,0.6550947,True,True,0.6665834293595518
15,256,64,8,4,6.507603258410811,4,4,128,RS,500,10,False,1024,32,2048,4,3,1,False,13,1,False,10,0.00017222078852449207,6.5077099999999986,True,False,6.507816741589186
16,2048,1,4,1024,6.29940284897365,128,2048,128,RS,500,10,False,2048,1024,1024,3,1,4,True,8,1,False,10,0.005679540562404616,6.302923000000001,True,True,6.306443151026351
17,32,1,1,1,0.21706230332480653,1,16,2,RS,500,10,False,1,1,4,4,1,1,True,17,1,False,10,0.014747128000054788,0.2262025,True,True,0.23534269667519347
18,256,2048,8,128,5.023959485358644,512,64,32,RS,500,10,False,1024,256,1,1,3,4,False,2,4,False,10,0.00029447580545770443,5.024142,True,False,5.024324514641357
19,4,512,128,8,3.5369426655279774,4,4,256,RS,500,10,True,16,1024,1024,1,4,8,False,5,1,False,10,0.0005329737329362549,3.5372730000000003,True,False,3.5376033344720232
20,2,2,2,16,9.37158144552143,1,1,64,RS,500,10,False,128,1024,2048,8,2,3,False,1,1,False,10,0.00032680881261086303,9.371784,True,False,9.37198655447857
21,1024,1,4,32,6.005688750449239,16,4,4,RS,500,10,True,256,1024,1024,1,1,5,False,4,1,False,10,0.00013915818337420242,6.005774999999999,True,False,6.005861249550759
22,512,2048,1,16,7.441800723891396,16,4,16,RS,500,10,False,256,32,1024,1,1,11,True,4,2,False,10,0.000416712130853008,7.442059,True,False,7.4423172761086045
23,128,64,8,1,2.652208682952777,8,32,4,RS,500,10,False,256,128,1024,1,2,2,False,18,1,False,10,0.013621143454203821,2.660651,True,True,2.6690933170472233
24,512,1024,512,16,4.832190264202212,2,32,8,RS,500,10,False,32,2048,512,17,3,1,True,1,1,False,10,0.0002770848245573186,4.832362,True,False,4.832533735797788
25,64,512,512,64,1.3873560437510584,128,1,32,RS,500,10,True,256,1024,128,9,3,1,False,1,3,False,10,0.022326665313028737,1.401194,True,True,1.4150319562489417
26,64,256,2,32,1.7241096224311245,2,8,64,RS,500,10,True,256,2048,128,2,15,1,True,4,1,False,10,0.010097495531071105,1.730368,True,True,1.7366263775688753
27,1024,256,1,512,3.2541955343478506,256,4,1,RS,500,10,False,512,2048,1,1,4,1,False,8,3,False,10,0.016093168115694265,3.26417,True,True,3.2741444656521494
28,1024,2048,16,128,3.432506011608216,4,4,32,RS,500,10,False,4,1024,1024,3,1,1,False,4,6,False,10,0.00033234921393023427,3.432712,True,False,3.432917988391784
29,1024,512,4,4,3.5870237518506105,128,256,64,RS,500,10,True,1024,128,2048,13,4,1,False,3,1,False,10,0.0003004995840263567,3.58721,True,False,3.587396248149389
30,32,256,64,128,2.983362667500194,4,4,2,RS,500,10,True,1024,256,2,1,1,5,False,20,1,False,10,6.830080526618707e-05,2.9834050000000003,True,False,2.9834473324998068
31,512,16,1,1024,0.2702865917589925,4,128,8,RS,500,10,False,8,1024,2048,1,4,2,False,5,6,False,10,0.046412131013776996,0.29905259999999995,True,True,0.3278186082410074
32,16,2048,16,2,6.531679895451047,1,1,512,RS,500,10,False,2,8,512,9,7,1,True,3,1,False,10,0.00028736040089052673,6.531858,True,False,6.532036104548952
33,64,1024,2,8,3.0942406764380275,512,1,2,RS,500,10,True,512,1024,512,7,11,1,True,2,1,False,10,0.002893413900567944,3.0960340000000004,True,True,3.0978273235619733
34,1024,128,64,8,5.18913093555428,2048,16,32,RS,500,10,False,2048,64,2048,9,6,1,True,1,1,False,10,0.0036593782258739446,5.191399,True,True,5.1936670644457195
35,32,512,16,2,6.9682772148446075,16,2,4,RS,500,10,True,1024,4,512,4,1,9,True,2,1,False,10,0.00876061419079736,6.973707,True,True,6.979136785155393
36,128,256,8,512,0.5390980704142461,64,16,4,RS,500,10,True,1,2048,1024,3,6,3,False,1,1,False,10,0.02714531209325102,0.5559225999999999,True,True,0.5727471295857538
37,32,64,8,64,0.44171352054081375,32,2,32,RS,500,10,True,64,1,64,6,2,1,True,4,3,False,10,0.01590845189985499,0.45157349999999996,True,True,0.46143347945918617
38,1024,256,8,32,3.865923315079858,16,64,16,RS,500,10,True,1,1,16,1,2,2,True,10,1,False,10,0.00011243220179287699,3.8659930000000005,True,False,3.8660626849201427
39,512,512,16,2,6.550802757917091,2,64,16,RS,500,10,False,1024,256,1,8,1,1,True,2,1,False,10,0.00022304483854156397,6.550941,True,False,6.551079242082909
40,256,1024,8,1,4.003030236262011,1,16,8,RS,500,10,True,32,64,256,1,2,3,False,3,1,False,10,0.0001109459327781787,4.003099000000001,True,False,4.0031677637379905
41,64,1024,8,2,10.708183021807654,8,16,512,RS,500,10,True,1024,4,1024,1,1,1,False,3,29,False,10,0.004803165622794907,10.71116,True,True,10.714136978192345
42,256,1,64,32,0.543055995223179,4,2,4,RS,500,10,True,128,64,1,2,1,1,False,6,4,False,10,0.014173725697924307,0.5518408,True,True,0.560625604776821
43,2048,64,1,8,3.441162566183016,16,1024,8,RS,500,10,True,1024,256,16,1,3,2,True,6,5,False,10,0.00010718675291282506,3.441229,True,False,3.441295433816984
44,1,2048,2048,4,5.848050311435468,32,64,1,RS,500,10,False,32,1024,512,1,13,2,True,4,1,False,10,0.0002027905323233915,5.8481760000000005,True,False,5.848301688564533
45,2048,1,128,2,2.737975343256099,2,1024,4,RS,500,10,True,512,2048,64,1,14,1,True,3,4,False,10,0.03786034982669867,2.761441,True,True,2.784906656743901
46,8,1024,1,64,5.745965898291948,1,2,1024,RS,500,10,False,2048,128,1024,4,2,2,True,11,1,False,10,0.00047935477467108214,5.746263000000001,True,False,5.746560101708053
47,1,1,256,128,4.084131404131037,2,512,8,RS,500,10,True,8,256,1,16,1,3,True,1,1,False,10,0.00010583477689308632,4.0841970000000005,True,False,4.084262595868964
48,64,16,1,4,10.241712269471153,128,2,512,RS,500,10,True,1,16,2048,1,3,18,False,1,1,False,10,0.0008030566605165914,10.24221,True,False,10.242707730528847
49,2048,512,4,8,3.7528397626689958,1024,1,64,RS,500,10,True,2048,32,128,4,1,2,True,1,4,False,10,0.004098511925077222,3.7553799999999997,True,True,3.7579202373310037
50,256,32,2,2,2.1853361658366777,64,2,4,RS,500,10,True,256,2,64,3,8,1,False,1,2,False,10,0.008023352728130536,2.190309,True,True,2.1952818341633225
51,8,2048,16,1024,3.6237691643341607,2048,4,16,RS,500,10,False,1,2048,512,2,2,1,True,4,5,False,10,0.004744851947110599,3.6267100000000005,True,True,3.6296508356658403
