id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,2048,128,1,0.20312811546963808,32,256,32,1,DLMT,True,True,False,True,False,2,1,35,0.2032513702446476,0.00018602002086674807,0.20318974285714284,25,1,True,14,1
2,256,1,512,0.10640847644062736,8,512,32,128,DLMT,True,True,False,False,True,30,1,35,0.1064362664165155,4.1941514186364524e-05,0.10642237142857143,1,26,True,28,8
3,1024,1024,2048,0.18320225567821544,1,128,256,64,DLMT,True,True,True,True,True,1,1,35,0.18341785860749885,0.000325394788162419,0.18331005714285714,1,25,True,22,32
4,1024,128,2048,0.17912627308337467,32,128,32,1,DLMT,True,False,True,True,False,29,1,35,0.17921006977376816,0.00012646862642326715,0.17916817142857142,1,27,True,6,1
5,128,2048,256,0.20975120744553186,1,16,1,64,DLMT,True,False,True,False,True,3,1,35,0.2098589068401824,0.000162543346808897,0.20980505714285713,1,1,True,2,32
6,1,2048,2048,inf,1,256,1,256,DLMT,False,False,True,True,False,8,32,1,inf,inf,inf,3,1,False,18,1
7,512,2048,1,0.18538898057744546,1,128,1,32,DLMT,False,False,True,False,False,26,8,35,0.18574764799398313,0.00054131225588134,0.1855683142857143,1,28,True,26,1
8,1,128,256,0.1659313916290336,32,256,128,512,DLMT,False,True,True,False,False,15,1,35,0.1660302655138235,0.00014922360703976725,0.16598082857142854,8,1,True,13,1
9,1,1024,2048,0.15307663714628297,1,512,256,128,DLMT,True,False,False,False,False,7,1,35,0.15319679142514556,0.00018134065361374597,0.15313671428571426,27,21,True,1,1
10,2048,1,2048,inf,1,16,1,512,DLMT,True,True,True,False,True,17,32,1,inf,inf,inf,29,16,False,1,1
11,2048,2048,512,0.24764282257160602,1,512,64,1,DLMT,False,True,False,False,True,12,32,35,0.24900546314267968,0.0020565404256782734,0.24832414285714285,18,1,True,18,1
12,1,1,256,0.2153200082717415,1,32,512,32,DLMT,True,False,True,False,True,7,32,35,0.21534953458540138,4.45620502954117e-05,0.21533477142857144,7,1,True,26,1
13,1024,128,1,0.16652809977230235,1,1,32,1,DLMT,False,False,False,False,False,3,32,35,0.16659984308484047,0.00010827728576319712,0.1665639714285714,2,25,True,1,1
14,1024,2048,2048,0.14693524771799416,1,1,512,64,DLMT,True,True,True,False,True,25,1,35,0.14698389513914867,7.342023298958342e-05,0.1469595714285714,1,10,True,14,1
15,1024,1,2048,0.1855421115154716,1,1,1,512,DLMT,False,False,False,False,False,28,1,35,0.1855728027702427,4.632021641766825e-05,0.18555745714285715,11,1,True,28,1
16,1,128,1,0.30165410913028295,1,64,1,16,DLMT,False,False,True,True,True,3,1,35,0.3017292622982885,0.00011342354792762183,0.30169168571428573,21,23,True,1,1
17,1024,128,1,0.20728909503549867,1,256,128,256,DLMT,False,False,True,True,True,9,1,35,0.2073375335359299,7.310492319890535e-05,0.20731331428571428,25,1,True,14,1
18,1,2048,64,inf,1,16,512,16,DLMT,False,True,True,True,True,25,32,1,inf,inf,inf,20,1,False,21,1
19,2048,2048,1,0.14863187482940293,8,128,1,512,DLMT,True,True,False,True,True,26,1,35,0.1487804108848828,0.00022417533225543894,0.14870614285714287,1,4,True,14,1
20,128,1,2048,0.20476554194344954,1,128,32,1,DLMT,False,True,False,True,False,21,1,35,0.20490148662797902,0.0002051720353304337,0.20483351428571428,26,1,True,28,1
21,1024,1024,128,0.1759718842217771,1,16,64,128,DLMT,True,True,True,False,False,28,1,35,0.1759971443496515,3.8123387219150056e-05,0.1759845142857143,27,30,True,1,32
22,1,1,1,0.23340145187740283,1,128,1,128,DLMT,False,True,False,True,False,21,1,35,0.23352963383688288,0.00019345628415109848,0.23346554285714285,3,5,True,1,32
23,512,1024,1024,inf,32,256,512,512,DLMT,False,False,False,True,True,21,1,1,inf,inf,inf,14,7,False,1,1
24,512,2048,1,inf,32,1,64,16,DLMT,True,False,False,True,True,28,1,1,inf,inf,inf,20,1,False,21,1
