id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,64,1024,128,0.14715476792716112,1,16,16,32,RS,False,False,True,True,False,22,8,35,0.1473742035014103,0.00033117913766493454,0.14726448571428571,30,7,True,1,1
2,1,2048,2048,inf,32,16,32,1,RS,False,False,False,False,False,15,1,1,inf,inf,inf,29,1,False,16,1
3,1024,256,512,0.19322873750408331,1,16,16,256,RS,False,False,True,False,False,13,1,35,0.19336274821020238,0.00020225321369258932,0.19329574285714285,22,1,True,9,1
4,256,512,1,0.2569729310107611,1,64,32,32,RS,True,True,True,False,True,16,8,35,0.2570646689892389,0.00013845387060575207,0.2570188,1,26,True,9,1
5,1,1,2048,0.25579252117046414,8,256,128,16,RS,True,False,False,False,True,12,1,35,0.25581382168667877,3.2147415549785373e-05,0.25580317142857145,14,1,True,24,1
6,128,512,128,0.24613958591975438,1,32,32,64,RS,True,False,True,False,True,22,1,35,0.24625915693738853,0.00018046037724415344,0.24619937142857146,23,1,True,22,32
7,1024,1024,2048,0.16133856638464208,1,16,128,128,RS,False,False,False,False,False,25,32,35,0.1613961764725008,8.694697422297558e-05,0.16136737142857144,1,9,True,9,1
8,1,64,2048,0.19746788675032562,1,16,16,16,RS,True,True,False,False,False,10,8,35,0.19748559896396006,2.673183533557335e-05,0.19747674285714284,14,1,True,2,1
9,256,1,256,inf,32,64,16,128,RS,True,True,False,False,True,3,1,1,inf,inf,inf,15,1,False,4,1
10,256,256,2048,0.1025104649691525,1,1,256,16,RS,False,False,True,True,False,29,8,35,0.10253993503084749,4.4477153043524964e-05,0.1025252,16,1,True,14,8
11,256,512,256,0.09395408462022933,1,1,256,256,RS,True,True,True,False,True,28,1,35,0.09399962395119923,6.872940457374306e-05,0.09397685428571428,24,1,True,28,8
12,2048,1024,2048,0.26849572397829224,8,64,256,32,RS,False,False,False,False,True,21,8,35,0.2685478760217077,7.870952020834986e-05,0.2685218,3,1,True,16,1
13,512,1024,512,0.11735980080651078,8,128,32,32,RS,True,True,True,False,True,13,8,35,0.11738579919348922,3.92375913051322e-05,0.1173728,1,7,True,11,1
14,1024,64,64,0.11160280006622891,1,32,16,64,RS,False,False,True,False,False,1,8,35,0.11162371421948539,3.156430430284205e-05,0.11161325714285715,1,4,True,24,8
15,256,128,128,0.1368111306711789,1,32,1,128,RS,True,True,False,True,True,2,8,35,0.13686966932882116,8.834840123058545e-05,0.13684040000000003,5,7,True,1,1
16,1,512,2048,0.16680599939070404,32,128,32,256,RS,True,False,False,False,False,7,1,35,0.16684857203786743,6.425199115472342e-05,0.16682728571428573,29,21,True,1,1
17,2048,2048,1024,0.1356584483209761,1,256,128,32,RS,True,True,True,True,False,28,8,35,0.13615018025045242,0.0007421374447760874,0.13590431428571426,12,19,True,1,1
18,1024,128,64,0.205336321446501,8,16,32,256,RS,True,True,False,True,False,19,8,35,0.20571602141064188,0.0005730552446923339,0.20552617142857144,12,30,True,1,1
19,1024,1,2048,0.10253901899865153,1,16,32,512,RS,True,True,True,True,False,10,1,35,0.10255920957277703,3.0472255698370252e-05,0.10254911428571428,30,1,True,29,8
20,1,1024,1024,0.10103032017999582,1,256,256,512,RS,False,False,True,False,False,21,8,35,0.10127996553428988,0.0003767726971346546,0.10115514285714285,11,8,True,1,8
21,512,512,64,0.10925940913351657,1,16,64,64,RS,True,False,False,True,False,28,1,35,0.1094713908664834,0.00031992956367657795,0.10936539999999999,21,24,True,1,8
