id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,64,2,0.023148890000000002,4,6,RS,5.781685428545386,1,128,True,True,False,True,False,301
