id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1,128,False,1,1,256,16,1024,21,0.11600540941744061,1,64,64,DLMT,1,True,True,False,1,1,False,28,1,18,512,8,35,256,1,1,0.11603068571428572,1,False,7.629557988641403e-05,True,0.11605596201113083
2,1,8,1024,False,8,512,1,16,1,28,0.12758811374374218,16,32,16,DLMT,1,False,True,False,64,128,True,8,6,1,1,1,35,2048,1,20,0.13081545714285717,1,False,0.009741618308922532,True,0.13404280054197215
3,1,8,128,False,1,256,16,64,128,1,0.15242532055826688,1,32,16,DLMT,1,False,True,False,2048,2048,True,1,8,17,1024,8,35,1,24,27,0.15419645714285715,1,False,0.005346111165232201,True,0.15596759372744742
4,1,32,64,False,1,512,32,128,256,2,0.28370351234703817,128,32,64,DLMT,1,True,False,True,128,512,True,21,18,1,2048,32,35,256,1,10,0.2854966,1,False,0.0054123696642835815,True,0.2872896876529618
5,1,1,1,False,32,256,256,512,1,3,0.15622641338136808,512,32,512,DLMT,1,False,True,False,1024,512,False,2,29,1,2048,1,35,2048,1,20,0.156312,8,False,0.00025834008593325213,True,0.15639758661863193
6,8,8,2048,False,1,32,1,128,2048,10,0.12326901298166676,32,512,512,DLMT,8,False,False,True,1,512,True,1,5,29,512,1,35,1024,1,30,0.12459479999999998,1,False,0.00400183974691641,True,0.1259205870183332
7,1,8,2048,False,1,256,32,64,256,1,0.24943437113013942,256,32,512,DLMT,32,True,True,False,256,1,False,1,11,20,1024,1,35,512,16,26,0.2504562,1,True,0.0030843531648814576,True,0.2514780288698606
8,1,8,1024,False,8,128,1,256,256,10,0.22406309745989755,256,32,16,DLMT,1,False,True,True,2048,64,True,1,3,7,2048,1,35,1024,29,1,0.22853522857142858,8,True,0.013498964605978839,True,0.2330073596829596
9,1,1,1024,False,8,16,64,128,1024,28,0.10391796828162973,16,512,64,DLMT,32,True,False,True,128,1024,False,1,17,7,512,1,35,128,1,15,0.10471417142857144,1,True,0.002403310151623789,True,0.10551037457551314
10,1,8,64,False,1,16,1,256,1024,19,0.1286602604165129,128,16,512,DLMT,8,True,False,True,1,1,False,5,1,28,512,8,35,1,29,1,0.1286847142857143,1,False,7.381311204795564e-05,True,0.12870916815491568
