id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,32,1024,DLMT,1,8,False,1,128,True,1,16,8,True,0.13408959334811082,512,1,2048,1024,False,False,True,16,False,256,True,1024,False,8,1,1,True,16,1,12,1,8,16,1,2.3046643033250415e-05,35,0.13410486379474634,16,0.13409722857142858,16,1,32,True,128,128,12,1,False,1,1,1,4
2,1,512,DLMT,8,1,False,8,16,True,16,32,8,False,0.15956502777008486,1,512,2048,2048,False,True,False,32,True,1,False,1024,True,1,8,128,True,1,1,8,1,12,1,4,0.00013298729722980944,35,0.1596531436584866,12,0.15960908571428573,8,32,1,True,1,1024,16,512,False,1,8,8,1
3,128,512,DLMT,8,8,True,1,16,True,512,64,8,True,0.11986297130805003,32,1,256,1,True,True,True,1,False,256,True,2048,True,12,16,128,True,1,16,8,1,1,1,12,2.8805129928609544e-05,35,0.11988205726337854,8,0.11987251428571429,1,8,1,True,64,2048,16,1024,False,1,32,1,4
4,128,1024,DLMT,1,1,False,32,64,False,256,1,32,True,0.14747794604957057,32,1,128,1024,True,False,False,256,True,64,False,128,False,12,1,2048,True,1,1,1,1,4,16,1,8.019525152617904e-05,35,0.147531082521858,1,0.1475045142857143,8,1,1,True,256,256,1,64,False,1,1,8,1
5,128,512,DLMT,1,1,True,1,64,True,32,16,32,True,0.14077940089252003,256,64,256,64,False,True,False,128,True,256,False,512,True,8,12,1024,False,1,8,1,16,8,1,16,0.0001641154795022241,35,0.14088814196462282,8,0.14083377142857142,1,32,1,True,1,256,1,64,False,4,1,1,1
6,512,512,DLMT,1,32,False,1,32,False,1,64,1,True,0.12751184236686192,1,64,2048,128,False,False,True,512,True,512,False,1,True,16,1,1,False,1,4,1,4,16,1,1,0.00019184639689084586,35,0.1276389576331381,16,0.1275754,1,8,1,True,2048,128,4,2048,True,1,1,8,8
7,16,128,DLMT,1,8,True,1,256,False,16,64,32,False,0.163394919072782,1,32,64,2048,True,False,False,16,True,512,True,1024,True,4,1,1,False,1,12,8,1,1,16,1,8.639984882828745e-05,35,0.16345216664150372,16,0.16342354285714286,1,32,1,True,256,2048,4,512,True,4,8,8,1
8,64,2048,DLMT,1,1,True,1,512,False,16,512,1,True,0.09142463140206492,1,16,1024,2048,True,False,True,32,True,64,True,512,False,4,8,1,False,4,1,16,1,16,1,8,3.5712815512596004e-05,35,0.09144829431222079,4,0.09143646285714285,1,1,32,True,64,512,16,1,True,8,32,1,1
9,1,1,DLMT,1,1,True,32,128,True,32,512,32,False,0.2341795001886169,512,256,1,64,False,False,False,512,True,128,True,512,False,1,8,512,False,1,1,12,1,12,12,1,5.661718207507971e-05,35,0.23421701409709741,1,0.23419825714285716,1,32,1,True,1,256,16,1,False,1,32,1,16
10,256,2048,DLMT,8,32,False,1,32,True,256,256,8,False,0.12931422624982308,1,512,1024,1,True,False,False,64,True,64,False,128,False,16,12,128,True,1,8,16,1,4,4,1,9.52179712072061e-05,35,0.12937731660731971,16,0.1293457714285714,4,1,32,True,2048,2048,12,1,True,1,32,1,16
