id,SCREP,T1_Ja,technique,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,speedup,cost_mean,OMP,PAR,VEC,points
1,False,64,RS,8,8,8,1,4,5,2,32,18.838478034819865,0.07815711,True,True,True,301
